event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Mickael1.jpg","Galería Trama","","","Javier Vázquez","02.07.15 – 27.07.15","02.07.15 – 27.07.15","Galería Trama","BANG BANG, Here I come again","","null","null","null","http://www.artbarcelona.es/es/exposiciones/bang-bang-here-i-come-again/"
"http://www.artbarcelona.es/wp-content/uploads/2015/03/PALMADOTZE.-Imatge.-targeto.Paisatges-lestigma-dall---social.IMG_2221.jpg","PALMADOTZE","","http://www.artbarcelona.es/es/exposiciones/paisajes-el-estigma-de-lo-social/","Guillem Bayo, Alfonso Borragán, Alicia Kopf, Andrea Mármol, Mateo Maté, Mariona Moncunill, Xavi Muñoz, Patricio Palomeque, Joaquín Segura","","11.04.15 – 31.07.15","PALMADOTZE","Paisajes. El estigma de lo social","El paisaje siempre ha estado allí y aquí. Acompañándonos en todo lo que sucede. Adquiriendo también morfologías concretas y creando, a la vez, un nuevo paisaje que susurra a aquél originario que lo ha visto nacer. El rumor se hace presente también por ausencia y distancia.
Son estos paisajes los que encontramos reunidos en esta muestra. Pasajes naturales que se pierden en la memoria, paisajes culturales, urbanos, domésticos, fantasmagóricos e incluso, sonoros. A través de diferentes formatos (audiovisuales, electrónicos, plásticos, literarios, etc.) nos vienen al encuentro paisajes de un tiempo contemporáneo y que vienen a secuestrar un fragmento de tiempo y, de alguna manera, rememoran el vacío de lo que se desvanece.","null","null","null","http://www.artbarcelona.es/es/exposiciones/paisajes-el-estigma-de-lo-social/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/CHARLTON-TRIANGLE-PAINTING-2012-195x225cm-web.jpg","Galería Miguel Marcos","","http://www.artbarcelona.es/es/exposiciones/crosses-and-triangles-esp/","Alan Charlton","","04.06.15 – 17.07.15","Galería Miguel Marcos","Crosses and Triangles","La Galería Miguel Marcos se complace en invitarles a CROSSES AND TRIANGLES, la tercera muestra del artista británico Alan Charlton (1948, Sheffield, Reino Unido) en Barcelona. A lo largo de los últimos cuarenta años, Charlton ha sido fiel a los principios fundamentales de su obra: lienzos geométricos y monocromos en diferentes tonalidades de gris. A pesar de la fidelidad a sus convicciones pictóricas, en los últimos años Charlton ha explorado una amplia variedad de posibilidades formales que se presentan, por primera vez, en la Galería Miguel Marcos.
En el universo creativo de Charlton, la forma y el proceso, en los que intervienen la geometría, las matemáticas, el igualitarismo de componentes, los colores monocromos y el uso de materiales industriales, han dado lugar a una visión muy particular de la creación pictórica, que se aleja del materialismo para abrazar el movimiento minimal.
Pinturas que quieren ser “abstractas, directas, urbanas, básicas, puras, simples, silenciosas, honestas y absolutas”. La construcción técnica de las pinturas de Charlton es siempre la misma, parte de módulos de 4,5 cm a partir de los que determina su longitud y anchura, creando estructuras que evolucionan por su propia lógica interna. Esta medida, es el número de oro del artista. En el fondo, la voluntad de encontrar la más perfecta y armoniosa medida de un objeto ha sido un tópico desde Platón a Euclides, de Leonardo a Mondrian. De facto, la proporción áurea como canon estético, ha sido una técnica utilizada conscientemente en manifestaciones artísticas no sólo pictóricas sino también arquitectónicas y musicales, como la música de Johann Sebastian Bach o del minimalista John Cage.
De otro lado, la razón de utilizar el color gris empezó con la idea de hacer una pintura con materiales ordinarios alrededor de 1986, mientras cursaba sus estudios en la Royal Academy of Arts de Londres. El color gris, considerado en el mundo del arte como un no-color, no representa un punto de inicio o final como sería el caso del blanco o el negro, sino un punto central, inmóvil en la superficie. El sociólogo y crítico de arte, Arnau Puig, comentaba que “ante esa idea de pureza cromática, alcanzada progresivamente, quizá el mejor tono es el gris; allí caben todas las sensaciones y todos los matices de la calma del espíritu. Ésa es la obra de Charlton: no la nada filosófica, dramática, existencial, sino nada”.
Estas obras redefinen la relación tradicional entre obra de arte y espectador, ya que en la mayoría de los casos, las pinturas no son concebidas para un espacio en concreto. La precisión de los lienzos de Charlton contrasta con las condiciones variables de los diferentes entornos en los que se presentan, de ahí que sus pinturas ofrezcan al espectador una experiencia visual muy diferente en función del espacio en el que se ubiquen.
Con motivo de esta muestra, se han seleccionado nuevas pinturas en forma de CROSSES AND TRIANGLES junto con pinturas verticales que, dispuestas en un espacio blanquecino invitan a un cosmos en el que reposar y mirar. Estructuras penetrables que no necesitan explicación de porqué existen ni para qué fueron creadas, como una parodia de Samuel Beckett que afirmaba: “No tengo nada que decir y lo estoy diciendo”. Y sin embargo, cumplen a la perfección con el ideal de honestidad del artista, un tótem, a lo largo de toda su carrera: “Una de las más importantes, o tal vez la más importante cualidad de una obra, es que siempre tiene que ser honesta, y mostrar honestidad con el espacio en el que existe, la forma en la que está hecha, a las intenciones de cómo se mire. De alguna manera, yo en realidad nunca tuve que cuestionármelo, sólo debía saber qué era lo que había que hacer en ese momento. Es sólo después de acabar la pintura que quizás entiendo realmente lo que es”.
Atmosferas poderosas y elocuentes, sistemas colgantes e inmóviles que unen conceptualismo y experimentación en un espacio armónico y estructural, oscuros laberintos alumbrados por ideas de este maestro del siglo XXI.
 
ALAN CHARLTON nace en Sheffield (Reino Unido) en el año 1948. Más tarde estudiará en la Royal Academy of Arts of London, en la que iniciará su camino artístico acompañado por unas fuertes convicciones estéticas. A principios de los años setenta empieza a exponer en solitario, actividad que desarrollará sin interrupción, recorriendo prácticamente todo el panorama mundial. Estas muestras sirven para reforzar la teoría de Charlton acerca de la relación de la obra y el espacio, dado que en la mayoría de exposiciones las obras no habían sido pensadas para ese lugar. La obra de Charlton forma parte de algunos de los museos y colecciones públicas más prestigiosos del mundo como el Arts Council Collection (Londres, Reino Unido), Colección de Arte Contemporáneo ‘La Caixa’ (Barcelona), Centre Georges Pompidou (París, Francia), Musée d'Art Moderne de la Ville de Paris (París, Francia), Museo d’Arte Contemporanea Castello di Rivoli (Turín, Italia), Museum Abteiberg, (Mönchengladbach, Alemania), el MuHKA Museum voor Hedendaagse Kunst (Amberes, Bélgica) o la colección de la Tate Gallery (Londres, Reino Unido).","null","null","null","http://www.artbarcelona.es/es/exposiciones/crosses-and-triangles-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/IMG_2474.JPG","Galería Joan Gaspar","","","Moisès Villèlia, Andreu Alfaro, Etienne Krähenbühl,  Igor Mitoraj","12.06.15 – 31.07.15","12.06.15 – 31.07.15","Galería Joan Gaspar","Colectiva de escultura","","null","null","null","http://www.artbarcelona.es/es/exposiciones/colectiva-de-escultura/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/baja_Video-Fields-2002-Still_02-150x150.jpg","àngels barcelona","","http://www.artbarcelona.es/es/exposiciones/video-fields-2/","Michael Snow","","26.05.15 – 31.07.15","àngels barcelona","Video Fields","ángeles barcelona presenta Video Fields, la segunda exposición individual en la galería de Michael Snow (Toronto, CA, 1928), artista multidisciplinar, y una de la figuras más prominentes del cine experimental quién, con su obra Wavelength (1967), fomentó el cine estructural de finales de los años sesenta.
""Para mí, tan solo el hecho de hacer una fotografía no es suficiente. En cuanto a mi trabajo fotográfico, fílmico, holográfico o videográfico podríamos decir que no he ido tanto ""encontrando"" las temáticas a tratar sino que las he 'elaborado' o 'alterado'.
La idea última de Video Fields la tuve en mayo de 1995 cuando tuve la intuición de hacer una proyección, una fuerza que pudiera alterar la forma de aquello que se encontraba ante la cámara (o quizás podría ser la propia grabación la que ejerciera esta misma fuerza) - una fuerza que dimensionara las tres dimensiones).
Y el viento surgió como la manera invisible de conseguirlo.
A pesar de todo, en lugar de hacer una película, primero decidí continuar con la idea inicial de fabricar un caja de luz fotográfica, el que, después de algunas consideraciones, se convirtió en la obra titulada Flash! 20.49, 2001.06.15, una fotografía con dimensiones de 122 x 183 cm. En este trabajo, la fuerza invisible que altera la escena representada (la cual fue previamente compuesta) se equipara a la cruda fuerza de la luz del flash en fotografía, la cual afecta y 'para' la imagen.
Cada una de las imágenes que componen un vídeo se divide en dos ""campos"" (fields) diferentes entrelazados. El primer campo (Field #1) contiene la información de las líneas nones de la imagen en un monitor o una proyección y, posteriormente, 1/60 de segundo más tarde, siendo imperceptible al ojo humano, el segundo campo (Field #2) hace lo mismo con la información que tiene de las líneas parejos y así sucesivamente con todas las imágenes que componen el vídeo.
Esto, a diferencia del fotograma cinematográfico, es literalmente un campo de energía.
Video Fields es la literalización del formato entrelazado de los campos de vídeo, y aunque no sea una imagen en tres dimensiones, se trata de una imagen binocular, es decir, un paisaje que se percibe con los dos ojos.
La palabra ""campo"" (field) ha sido utilizada como término en la historia del arte para describir algunas de las obras de, por ejemplo, Barnett Newman o Jackson Pollock. De hecho, artistas abstractos como Olitski, Noland o Bush, entre otros, son descritos como pintores de ""campos de color"" (color fields).
Los campos representados en Video Fields son campos de plantas, de hierba y flores que acontecen campos llenos de energía electrónica, los mismos elementos que fluctúan constantemente.
El sonido que sentimos simultáneamente a las imágenes proyectadas, representa el efecto de fuertes vientos pero que, durante diferentes momentos en los que se desarrolla la instalación, también se percibe como un viento completamente artificial y sintetizado.""
Michael Snow, 2015","null","null","null","http://www.artbarcelona.es/es/exposiciones/video-fields-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/03/La-Pedrera-S--rie-Gaud---Negatius-1979-Positivats-1985.jpg","Galería Eude","","","Manel Esclusa","28.05.15 – 19.09.15","28.05.15 – 19.09.15","Galería Eude","Fotografías, años 80","","null","null","null","http://www.artbarcelona.es/es/exposiciones/fotografias-anos-80/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/05_in_itinere_12x9.jpg","Galería Balaguer","","http://www.artbarcelona.es/es/exposiciones/in-itinere-esp/","Jon Arruti","","02.07.15 – 24.07.15","Galería Balaguer","in itinere","“in itinere” es un viaje al reencuentro de uno mismo, a través de conexiones y caminos olvidados que convergen en lugares de paso, donde el tiempo se comprime y solo las piedras permancen.","null","null","null","http://www.artbarcelona.es/es/exposiciones/in-itinere-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/night_2com.jpg","àngels barcelona","","http://www.artbarcelona.es/es/exposiciones/night-in-a-remote-cabin-lit-by-a-kerosene-lamp/","Lúa Cordech","","26.05.15 – 31.07.15","àngels barcelona","Night in a remote cabin lit by a kerosene lamp","Night in a remote cabin lit by a kerosene lamp (2015) es una breve correspondencia videográfica en la que la construcción de refugios en la naturaleza, precarias estructuras que servirían apenas para sobrevivir una noche, sirve de excusa para iniciar una conversación.
Lúa Coderch recopila e inventa historias e imágenes, que enfatizan la ausencia y, a la vez, nos hablan de ella, con el fin de tratar de producir un lugar donde ambas se encuentren en un punto en el espacio o el tiempo y con la intención de crear una sociedad que no es más que la suma de la atención del espectador y la de la artista. Como muestra la famosa escena de la película de Chris Marker La Jetée (1962), en la que el protagonista señala hacia un punto fuera del perímetro de un árbol cubierto con fechas históricas, Coderch señala hacia un lugar, que justo antes de realizar este gesto, no existía.","null","null","null","http://www.artbarcelona.es/es/exposiciones/night-in-a-remote-cabin-lit-by-a-kerosene-lamp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/07/imatge_hidden_project.jpg","Galería H2O","","http://www.artbarcelona.es/es/exposiciones/the-hidden-project/","Aqua Aura","","08.07.15 – 07.08.15","Galería H2O","The Hidden Project","Galeria H2O presenta The hidden project, la primera exposición individual en España del fotógrafo italiano Aqua Aura. La exposición, comisariada por Carolina Lio, se organiza en colaboración con el IIC, Istituto Italiano di Cultura. Se exhibirán dos de las principales series del artista: Portraits Survivants y Frozen Frames. Ambas manipulación de la realidad con el objetivo de construir una nueva dimensión. Los retratos como distorsiones grotescas de una humanidad que podría interpretarse como post-atómica. Los paisajes, collages de fotos tomadas en Europa y Oriente Medio mezcladas en post-producción digital, como síntesis de la idea de ""lugar"".
En ambas series el autor juega con el concepto de ocultar y revelar a la vez. En H2O llevando al espectador a una dinámica de negación de la imagen. Así las imágenes se exponen en condiciones de poca visibilidad o incluso embaladas. Y se utilizan espacios poco corrientes de la galería, como un almacén en construcción en el que los espectadores tendrán que buscar las obras de arte entre pasarelas y herramientas. Esta dificultad, este esfuerzo extra que se requiere, conduce a una experiencia frustrante intencional de la exposición que no permitirá en ningún caso ver la obra completa.
Será posible ver las imágenes íntegramente sólo a través del catálogo y a través de una selección exhibida de forma paralela en el IIC Instituto Italiano de Cultura. Con esta exposición, Aqua Aura abre una amplia reflexión sobre las dinámicas de fruición del arte contemporáneo y la relación entre obras y público, así como sobre la sustitución posmoderna del espacio físico con el espacio de la documentación.","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-hidden-project/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/05_in_itinere_12x9.jpg","Galería Balaguer","","","Jon Arruti","02.07.15 – 24.07.15","02.07.15 – 24.07.15","Galería Balaguer","in itinere","","null","null","null","http://www.artbarcelona.es/es/exposiciones/in-itinere-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/onpaper.jpg","Victor Lope Arte Contemporáneo","","","Johan Barrios","02.07.15 – 31.07.15","02.07.15 – 31.07.15","Victor Lope Arte Contemporáneo","Ejercicios de Ruptura","","null","null","null","http://www.artbarcelona.es/es/exposiciones/ejercicios-de-ruptura/"
"http://www.artbarcelona.es/wp-content/uploads/2015/03/PALMADOTZE.-Imatge.-targeto.Paisatges-lestigma-dall---social.IMG_2221.jpg","PALMADOTZE","","","Guillem Bayo, Alfonso Borragán, Alicia Kopf, Andrea Mármol, Mateo Maté, Mariona Moncunill, Xavi Muñoz, Patricio Palomeque, Joaquín Segura","11.04.15 – 31.07.15","11.04.15 – 31.07.15","PALMADOTZE","Paisajes. El estigma de lo social","","null","null","null","http://www.artbarcelona.es/es/exposiciones/paisajes-el-estigma-de-lo-social/"
"http://www.artbarcelona.es/wp-content/uploads/2015/03/La-Pedrera-S--rie-Gaud---Negatius-1979-Positivats-1985.jpg","Galería Eude","","http://www.artbarcelona.es/es/exposiciones/fotografias-anos-80/","Manel Esclusa","","28.05.15 – 19.09.15","Galería Eude","Fotografías, años 80","Las fotografías de Manel Esclusa, son una reflexión sobre la interioridad del Yo y el mundo, lo interno y lo exterior, el microcosmos y el macrocosmos.","null","null","null","http://www.artbarcelona.es/es/exposiciones/fotografias-anos-80/"
"http://www.artbarcelona.es/wp-content/uploads/2015/04/Masao_Yamamoto_SmallThingsInSilence_ABoxofKu613.jpg","Galería Valid Foto Bcn","","","Masao Yamamoto","06.06.15 – 31.07.15","06.06.15 – 31.07.15","Galería Valid Foto Bcn","Small Things in Silence","","null","null","null","http://www.artbarcelona.es/es/exposiciones/small-things-in-silence/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Esquema-del-proceso-del-corte.jpeg","ADN Galería","","","Pep Vidal","02.07.15 – 19.09.15","02.07.15 – 19.09.15","ADN Galería","Trees, Treelines, and Global Patterns","","null","null","null","http://www.artbarcelona.es/es/exposiciones/trees-treelines-and-global-patterns-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/07/Rego-Paula-Dame-with-the-goats-foot-I-2012-pastel-137-x-102-cm-web.jpg","Galería Marlborough","","http://www.artbarcelona.es/es/exposiciones/group-show/","Pablo Armesto, Joaquín Barón, Claudio Bravo, Juan Correa, Carlos Franco, Manuel Franquelo, Juan Genovés, Luis Gordillo, Ahmet Güneştekin, Abraham Lacalle, Jacques Lipchitz, Lucio Muñoz, Pelayo Ortega, Paula Rego, Manolo Valdés.","","02.07.15 – 12.09.15","Galería Marlborough","Group Show","Marlborough Barcelona se complace en presentar una exposición colectiva en la que participan:
Pablo Armesto, Joaquín Barón, Claudio Bravo, Juan Correa, Carlos Franco,
Manuel Franquelo, Juan Genovés, Luis Gordillo, Ahmet Güneştekin, Abraham Lacalle,
Jacques Lipchitz, Lucio Muñoz, Pelayo Ortega, Paula Rego y Manolo Valdés.","null","null","null","http://www.artbarcelona.es/es/exposiciones/group-show/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Esquema-del-proceso-del-corte.jpeg","ADN Galería","","http://www.artbarcelona.es/es/exposiciones/trees-treelines-and-global-patterns-esp/","Pep Vidal","","02.07.15 – 19.09.15","ADN Galería","Trees, Treelines, and Global Patterns","Hay cosas que nos parecen por azar, o fuera de control, cuando realmente no lo son. Y viceversa.","null","null","null","http://www.artbarcelona.es/es/exposiciones/trees-treelines-and-global-patterns-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/CHARLTON-TRIANGLE-PAINTING-2012-195x225cm-web.jpg","Galería Miguel Marcos","","","Alan Charlton","04.06.15 – 17.07.15","04.06.15 – 17.07.15","Galería Miguel Marcos","Crosses and Triangles","","null","null","null","http://www.artbarcelona.es/es/exposiciones/crosses-and-triangles-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/The-Fair_130x97_14_Baja.jpg","Galería Estrany – de la Mota","","","Rasmus Nilausen","02.07.15 – 18.09.15","02.07.15 – 18.09.15","Galería Estrany – de la Mota","The Looks. The Lux.","","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-looks-the-lux-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/IMG_2474.JPG","Galería Joan Gaspar","","http://www.artbarcelona.es/es/exposiciones/colectiva-de-escultura/","Moisès Villèlia, Andreu Alfaro, Etienne Krähenbühl,  Igor Mitoraj","","12.06.15 – 31.07.15","Galería Joan Gaspar","Colectiva de escultura","Según “The Concise Oxford Dictionary”, la escultura es “el arte de dar forma a las representaciones de objetos en volumen o en relieve esculpiendo la piedra, cortando la madera, modelando la arcilla, fundiendo el metal, o procesos similares”.
La exposición que tenemos el placer de presentar, demuestra que hay muchos otros materiales que se utilizan para crear la escultura hoy en día. Así podréis disfrutar de la obra de Moisès Villèlia realizada en bambú o de las magníficas piezas de acero inoxidable y corten de Andreu Alfaro. Etienne Krähenbühl nos presenta obras en hierro cortado combinado con la aleación de níquel y titanio (memoria de forma). Y un clásico de la galería, los bronces de Igor Mitoraj. Sea cual sea el material lo más importante es el artista que da vida a una escultura. Os invitamos a nuestra galería a contemplar la gran variedad artística de estos grandes escultores.","null","null","null","http://www.artbarcelona.es/es/exposiciones/colectiva-de-escultura/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/4.jpg","La Taché Gallery","","http://www.artbarcelona.es/es/exposiciones/los-primeros-dos-ultimos-anos-2/","Silvia Grav","","04.06.15 – 19.07.15","La Taché Gallery","Los primeros dos últimos años","La Taché Gallery tiene el placer de presentar la primera exposición de la joven fotógrafa Silvia Grav en su espacio.
La muestra, de carácter retrospectivo, propone un recorrido por su trayectoria, recogiendo series de hace unos años a la vez que su obra más reciente, en la cual introduce -después de años trabajando en blanco y negro- el color.
La exposición nos adentra en el particular universo de la artista, que parte del real para lograr otras dimensiones insospechadas mediante los programes de edición.","null","null","null","http://www.artbarcelona.es/es/exposiciones/los-primeros-dos-ultimos-anos-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/04/Masao_Yamamoto_SmallThingsInSilence_ABoxofKu613.jpg","Galería Valid Foto Bcn","","http://www.artbarcelona.es/es/exposiciones/small-things-in-silence/","Masao Yamamoto","","06.06.15 – 31.07.15","Galería Valid Foto Bcn","Small Things in Silence","La exposición titulada “Small Things in silence” ofrece una perspectiva de veinte años en el carrera de uno de los fotógrafos más importantes de Japón. En palabras del propio Yamamoto: ""Trato de capturar momentos que nadie ve y hacer una foto de ellos. Cuando las veo las copias impresas, comienza una nueva historia "".
La exposición incluye imágenes de cada uno de los principales proyectos de Yamamoto: ""A Box of Ku"", ""Nakazora"", ""Kawa"", y ""Shizuka"".","null","null","null","http://www.artbarcelona.es/es/exposiciones/small-things-in-silence/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/solid-surface1.jpg","Galería Joan Prats","","","Annika Kahrs","28.05.15 – 24.07.15","28.05.15 – 24.07.15","Galería Joan Prats","solid surface","","null","null","null","http://www.artbarcelona.es/es/exposiciones/solid-surface-2/"
