web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1527238836-112","http://www.artssspot.com/barcelona/face-pages-prov/","Lacontra Artnocal","Lacontra Artnocal","Estimadas lentes lacontrianas,
 
como mirajes que velan de nuevo lo viejo, nos denostamos ante vosotros para disfrutar como antiguas visiones los virajes que el devenir se presenta en cambio de agujas de vías abandonadas. Por ello, y mientras los nuevos bautizados no recobren su compostura, nos deleitamos con aquellos que ya cumplieron la mayoría de edad en esta vuesta Sala. Quizás no seamos millenials, pero ya cumplimos con otro milenio, a saber cuál tildado. Por ello, os invitamos a la Inauguración de la Exposición ""DE NATURA RERUM"" de Dogitana + Concierto: “THE BROTHERS DUPREE"" (Folk/Blues) este SÁBADO 26 de mayo a las 19h. en Lacontra. Entrada Libre y de Gorra.

19h. Inauguración Exposición ""DE NATURA RERUM"" de Dogitana.

Existen obras pasmosas, asombrosas, desconcertantes que condicionan definitivamente nuestra relación con el mundo. De quedarnos únicamente con dos obras de este Panteón imaginario tendríamos, con total seguridad, a Malevitch y van der Weyden.

¿Qué relación guardan entre ellos? Malevitch está presente en van der Weyden o viceversa, no importa. Comparten retórica, afición por lo sublime, por el color rojo, porque se trata de eso, la afición por la sangre de la crucifixión y por la belleza en sí.

Rojo = belleza = sacralidad.

Luego están el blanco y el negro, o el día y la noche, la luz y su ausencia.

¿Lo tenemos todo? Siguen faltando aquellas cosas, esos cuerpos en movimiento que se posan de vez en cuando, se sobreponen a menudo, cargan con su imagen como se lleva un velo...

Aprende con ello que desde la superficie de los cuerpos se escurren sin cesar finos tejidos, imágenes impalpables.
Lucrecia, De natura rerum, libro IV.

En Lacontra, hasta el 30 de junio de 2018.

20:30h. Concierto: “THE BROTHERS DUPREE"" (Folk/Blues)

La madre, Constance Dupree, una Cajun nacida en Lafayette (Louisiana), se casó dos veces. El primer matrimonio le duró bien poco, pero el tiempo suficiente para parir a dos criaturas. El hombre no volvió nunca de la guerra. Ella, que era muy creyente, a menudo iba a la iglesia. Allí, un afroamericano libre llamado James Armistead hacía de Pastor. Con él tuvo el tercer hijo.Constance, James, y sus tres hijos viajaron por toda la geografía norteamericana durante años. Siempre que llegaban a un nuevo lugar, los hermanos Dupree corrian a juntarse con los músicos locals para aprender canciones nuevas del repertorio Americano.

Ahora que estos jóvenes ya van solos por el mundo, tendréis la oportunidad de verlos con su especial Americana de Folk y Blues en directo. 

PD: “Dupree”, del francés Du pré, del Català Del Prat… de Llobregat.

ENTRADA LIBRE Y DE GORRA

Organiza: LaconArt Generador Ocasional de Eventos
LACONTRA Centre de Creació i Difusió d’Arts
Calle de la Puríssima Concepció, 9, Poble Sec, 08004 (Barcelona)
https://www.facebook.com/lacontra.artnocal
www.lacontracc.es
lacontra.espai@gmail.com","Exposición ""De Natura Rerum"" Dogitana+""The Brothers Dupree""","https://www.facebook.com/events/230423927720797/","https://www.facebook.com/events/230423927720797/","2018-05-26T10:00:00-07:00 to 2018-05-26T13:00:00-07:00","null","null","null","https://www.facebook.com/events/230423927720797/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/33519275_2140530786166340_8998938782795300864_o.jpg?_nc_cat=0&oh=ae15401b9a992b3f8b3c2572e0750326&oe=5B795334"
"1527238958-130","http://www.artssspot.com/barcelona/face-pages-prov/","FAD Barcelona","null","CAT

Al mateix temps que el nostre «futur» conegut envelleix i es torna obsolet, cada vegada més ràpidament ens sobrecarreguem de residus electrònics i tecnològics i de maquinari obsolet. La instal·lació de Mau Morgó, que forma part de l’Assaig General ’18, és un refugi construït amb fòssils tecnològics que abraça i dona la benvinguda als visitants dins del seu úter electrònic protector, on els dispositius de comunicació (3G, 4G, Bluetooth, RFID, ràdio...) no funcionen i ens protegeixen dels «enemics» invisibles perjudicials.

Per repensar l’experiència domèstica del futur, hem dissenyat un lloc que s’avança en el temps, on la tecnologia descartada i les deixalles electròniques es troben amb les estructures arquetípiques que hem anat construint durant milers d’anys. Aquestes deixalles seran tan accessibles que començarem a construir amb tecnologia per fugir de la tecnologia.

Comissariat per l’artista David Bestué i els arquitectes Miquel Mariné i Moisés Puente, l’Assaig General  ’18 constarà de tres parts en diferents moments i espais de la ciutat. Per una banda, una instal·lació de l’artista, director d’art i dissenyador experimental Mau Morgó a la plaça Universitat. En segon lloc, una jornada teòrica a mode de pròleg on s’exploraran diferents aproximacions als vincles afectius de les persones amb els objectes. I per últim la jornada «La rebel·lió dels objectes», un esdeveniment a cavall de la festa, un bodegó d’objectes i l’exposició pública, que tindrà lloc a Hangar.

+info: http://bit.ly/2s24x9Z 

CAST
Ensayo General ‘18: «Nuevo paisaje doméstico. BCN: 2018»

Al mismo tiempo que nuestro «futuro» conocido envejece y se vuelve obsoleto, cada vez más rápidamente nos sobrecargamos de residuos electrónicos y tecnológicos y de hardware obsoleto. La instalación de Mau Morgó, que forma part del Ensayo General ’18, es un refugio construido con fósiles tecnológicos que abraza y da la bienvenida a los visitantes dentro de su útero electrónico protector, donde los dispositivos de comunicación (3G, 4G, Bluetooth, RFID, radio ...) no funcionan y nos protegen de los «enemigos» invisibles perjudiciales. 

Para repensar la experiencia doméstica del futuro, hemos diseñado un lugar que se adelanta en el tiempo, donde la tecnología descartada y los desechos electrónicos se encuentran con las estructuras arquetípicas que hemos ido construyendo durante miles de años. Estos desechos serán tan accesibles que empezaremos a construir con tecnología para huir de la tecnología. 

Comisariado por el artista David Bestué y los arquitectos Miquel Mariné y Moisés Puente, el Ensayo General ’18 constará de tres partes en diferentes momentos y espacios de la ciudad. Por un lado, una instalación del artista, director de arte y diseñador experimental Mau Morgó en la plaza Universidad. En segundo lugar, una jornada teórica a modo de prólogo donde se explorarán diferentes aproximaciones a los vínculos afectivos de las personas con los objetos. Y por último la jornada «La rebelión de los objetos», un evento a caballo entre la fiesta, un bodegón de objetos y una exposición pública, que tendrá lugar en Hangar.

+info: http://bit.ly/2GItX0T 

ENG
General Rehearsal ‘18: «New Domestic Landscape. BCN: 2018»

At the same time as our known «future» ages and becomes obsolete, we are increasingly overburdening ourselves with electronic and technological waste and obsolete hardware. The installation by Mau Morgó is a refuge built from technological fossils that embraces and welcomes visitors into its protective electronic womb, where communication devices (3G, 4G, Bluetooth, RFID, radio and others) do not work and protect us from harmful invisible «enemies». 

To rethink the domestic experience of the future, we designed a forward-thinking place where discarded technology and electronic waste come up against the archetypal structures we have been building for thousands of years. This waste will be so accessible that we will start building with technology in order to flee technology.

Curated by the artist David Bestué and the architects Miquel Mariné and Moisés Puente, the General Rehearsal ’18 will consist of three parts in different moments and spaces of the city. On one hand, an installation by the artist, art director and experimental designer Mau Morgó in Plaza Universidad. Secondly, a theory session operating as a prologue for exploring different approaches to the bonds of affection people have with objects. Lastly, the session entitled «The Rebellion of Objects», an event halfway between a party, a still life of objects and a public exhibition, which will take place at Hangar.

+info: http://bit.ly/2kmbDSJ","Assaig General ‘18: «Nou paisatge domèstic. BCN: 2018»","https://www.facebook.com/events/1665533226828067/","https://www.facebook.com/events/1665533226828067/","2018-06-05T00:00:00-07:00 to 2018-06-09T12:00:00-07:00","null","null","null","https://www.facebook.com/events/1665533226828067/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/33186790_1870867682952831_436232419436134400_n.jpg?_nc_cat=0&oh=8e0eff15b76dd948748ae4ed49fdd0ac&oe=5B7F268A"
"1527239090-160","http://www.artssspot.com/barcelona/face-pages-prov/","Xesco Mercé","La Xina Art","""THE TWILIGHT ZONE. THE BODIES"" és el títol de la nova exposició individual que EIMUTIS MARKUNAS presenta a LA XINA A.R.T.
	
La relació entre la galeria lituana Meno Parkas, amb seu a Kaunas i La Xina ART, que es remunta deu anys enrere, sempre ha fructificat en projectes artístics de qualitat: ""Context"" (2009) i ""readymade.Lt"" (2015), aquí, o ""Seseliu Teatras"" (2010) i ""Balandis 2524"" (2017), allà, en són perfectes exemples. Per a aquesta ocasió (gairebé coincident amb un sonat aniversari, els vint anys de treball de tots dos col·lectius com a tals i, per tant, això calia celebrar-ho de veritat) Meno Parkas ens presenta ""Twilight zone. The bodies"", obra de l'artista de la galeria Eimutis Markunas (Kaunas, 1959). Creador de gran prestigi, tant al seu país, com a nivell internacional, va iniciar la seva carrera en el camp de la vidrieria (obres de gran format poden apreciar-se tant a Lituània com a països circumdants) per acabar absolutament lliurat a la interdisciplinarietat més contemporánia. El seu treball sempre ha tingut una intensa connexió amb l'art conceptual. Cos i existència són els borns entre els quals oscil·la i crepita la seva actual proposta. En ella, segons les pròpies paraules de l'autor, s'aprofundeix en l'estat d'ànim de l'exili existencial que envolta l'artista. L'estat d'ànim no és casual: ""No soc un impressionista, que reaccionaria a les diferents il·luminacions del sol o alguna cosa semblant"".
La multióptica que sempre ha estat tan dilecta per a Eimutis es veu reflectida en la concepció calidoscòpica de la seva exposició. D'una banda la sèrie ""Fòssils"" (petites peces circulars de tècnica mixta sobre tela), imatges de formes de vides passades, inspirats en antics atles anatòmics, que oscil·len entre el pesar i el sarcasme. D'altra banda, podem contemplar la sèrie d'impressions digitals sobre tela ""Líquids"". Inquietants imatges de cossos conservats en formol i aborden un altre tema recurrent de l'escultor: la inexistència.
Continua la mostra amb dos treballs en vídeo: ""Existència"" que mostra el cos en moviment com a idea de ""perpetuum mobile"" (2014. 5'57 '') i ""Dream"" (2012. 6'02 '') reflex de la idea ""La vida com un somni"". Tanta interdisciplinarietat la justificació el mateix autor: ""No estic lligat a una determinada forma d'expressió, així que trio si una determinada forma de parlar m'ajuda sobretot en un moment determinat a dir el que vull dir"". L'exposició prossegueix amb ""The End"" (2016), una incomodant instal·lació que combina destrals amb un intens color vermell.
Amb els objectes ""Twilight Zone"" (construcció en fusta, vidre, llums i diversos materials, 2016-2018) l'artista toca el tema dels ""homes verds"". Aquesta instal·lació escultòrica, que va interessar el públic de Basilea (Suïssa) fa un any, pretén ser un ritual particular de xamanisme, en el qual ""converteixes tot el que no vols en una forma de joguina i això t'ajuda a desfer-te de negativitats"" . Completen aquest còctel creatiu la sèrie gris de 13 treballs ""Somewhere Seen"" (acrílic, oli, grafit, 40 x 30 cm, 2018) la qual, segons el propi Eimutis, permet una percepció totalment lliure ( i la llibertat sempre és d'agrair).
En resum (difícil en una mostra tan heterodoxa). ""Twilight zone.The bodies"" és una oportunitat única de conèixer l'obra i el geni d'un dels més prestigiosos i suggerents creadors bàltics contemporanis: Eimutis Markunas.

Títol: ""THE TWILIGHT ZONE. THE BODIES""
Autor: Eimutis Markunas
Espai: La Xina A.R.T., Hort de la bomba, 6, 08001 Barcelona
Dates: del 9 de juny al 7 de juliol de 2018
Horari: De dimarts a dissabte de 17:30 a 20:30 h. Visites concertades: 678452653
Inauguració: dissabte 9 de juny a les 19:30 h
Concert: recital de punk-folk a càrrec de Soulmate (Sandra Moncusí i Jordi Ferran)

""THE TWILIGHT ZONE. THE BODIES"" es el título de la nueva exposición individual que EIMUTIS MARKUNAS presenta en LA XINA A.R.T.
	
La relación entre la galería lituana Meno Parkas, con sede en Kaunas y La Xina A.R.T., que se remonta diez años atrás, siempre ha fructificado en proyectos artísticos de calidad: „Context“ -2009- i „readymade.Lt“ -2015), aquí, o „Seseliu Teatras“ (2010) i „Balandis 2524“ (2017), allá, son buenos ejemplos de ello. Para la presente ocasión (casi coincidente con un sonado aniversario, los veinte años de trabajo de ambos colectivos como tales y, por consiguiente, eso había que celebrarlo a lo grande) Meno parkas nos presenta “Twilight zone. The bodies“,  obra del artista de la galería Eimutis Markunas (Kaunas, 1959). Creador de gran prestigio, tanto en su país, como a nivel internacional, inició su carrera en el campo de la vidriería (obras de gran formato pueden apreciarse tanto en Lituania como en países colindantes) para acabar absolutamente entregado a la interdisciplinariedad más contemporánea. Su trabajo siempre ha tenido una intensa conexión con el arte conceptual. Cuerpo y existencia son los bornes entre los que oscila y crepita su actual propuesta. En ella, según las propias palabras del autor, se profundiza en el estado de ánimo del exilio existencial que rodea al artista. El estado de ánimo no es casual: ""No soy un impresionista, que reaccionaría a las diferentes iluminaciones del sol o algo similar"".
La multióptica que siempre ha sido tan dilecta para Eimutis se ve reflejada en la concepción caleidoscópica de su exposición. Por un lado, la serie “Fósiles” (pequeñas piezas circulares de técnica mixta sobre lienzo), imágenes de formas de vidas pasadas, inspirados en antiguos atlas anatómicos, que oscilan entre la pesadumbre y el sarcasmo. Por otro lado, podemos contemplar la serie de impresiones digitales sobre tela “Líquidos”. Inquietantes imágenes de cuerpos conservados en formol y abordan otro tema recurrente del escultor: la inexistencia.
Continua la muestra con dos trabajos en vídeo: ""Existencia"" que muestra el cuerpo en movimiento como idea de ""perpetuum mobile"" (2014. 5'57 '') y ""Dream"" (2012. 6'02 '') reflejo de la idea ""La vida como un sueño"". Tanta interdisciplinareidad la justifica el propio autor: ""No estoy atado a una determinada forma de expresión, así que elijo una determinada forma de hablar, eso me ayuda sobre todo en ese momento a decir lo que quiero decir"". La exposición prosigue con ""The End"" (2016), una incòmodante instalación que combina hachas con un intenso color rojo.
Con los objetos ""Twilight Zone"" (construcción en madera, vidrio, luces, varios materiales, 28 x 32 x 25 cm, 2016-2018) el artista toca el tema de los ""hombres verdes"". Esta instalación escultórica, que interesó al público de Basilea (Suiza) hace un año, pretende ser un ritual particular de chamanismo, en el cual “conviertes todo lo que no quieres en una forma de juguete y eso te ayuda a deshacerte de negatividades”. Completan este caleidoscópio creativo la serie gris de 13 trabajos ""Somewhere Seen"" (acrílico, óleo, grafito, 40 x 30 cm, 2018) la cual, segun el propio Eimutis, permite una percepción totalmente libre (la libertad siempre es de agradecer).
En definitiva, “The Twilight zone. The bodies” es una oportunidad única, en un sorprendente formato de pequeño universo comprimido, de conocer la variopinta y siempre fresca creación de uno de los creadores bálticos más interesantes del momento: Eimutis Markunas.

Título: ""THE TWILIGHT ZONE. THE BODIES""
Autor: Eimutis Markunas
Espacio: La Xina A.R.T., Hort de la bomba, 6, 08001 Barcelona
Fechas: del 9 de junio al 2 de julio de 2018
Horario: De martes a sábado de 17:30 a 20:30h. Visitas concertadas: 678452653
Inauguración: sábado 9 de junio a les 19:30 h
Concierto: recital de punk-folk a cargo de Soulmate (Sandra Moncusí y Jordi Ferran)

La Xina A.R.T. agradece vuestro apoyo informativo a esta exposición","Twilight zone.The bodies, exposció d'Eimutis Markunas","https://www.facebook.com/events/2017866771867804/","https://www.facebook.com/events/2017866771867804/","2018-06-09T10:30:00-07:00 to 2018-06-09T13:30:00-07:00","null","null","null","https://www.facebook.com/events/2017866771867804/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q81/s526x296/33397333_10156435360072451_1901471421683466240_n.jpg?_nc_cat=0&oh=eb9580eddbb48c0c39e7ca3eac03c2c5&oe=5B7E404E"
"1527238892-125","http://www.artssspot.com/barcelona/face-pages-prov/","La Escocesa","La Escocesa","CHICA PARCHE A LA ESCOCESA
Dimecres 30 de maig a les 19h

Activitat gratuïta

La fàbrica de creació La Escocesa, en el marc del cicle Altiplans, us convida a l’acció que Chica Parche realitzarà el proper dimecres 30 de maig a les 19h. 

La posada en escena, que consisteix en l’escenificació d’una classe del grau de Comunicació i Indústries de la Universitat de Barcelona, contempla les següents accions: resumir l’aprenentatge d’un grau universitari; reflectir les idees adquirides durant el transcurs de la carrera; traduir i transportar tot aquest coneixement a diversos llenguatges; i, finalment, confeccionar la vestimenta adequada per accedir al món professional. 

Chica Parche és l’alter ego d’una estudiant barcelonina. Una noia que compagina múltiples activitats a la vegada: grau universitari, treballar a mitja jornada, formar part del teixit associatiu del barri on es mou, petits monogràfics per enriquir el seu cosmos interior,... Chica Parche ha nascut d’aquesta rutina frenètica tot proclamant que té ganes de crear! 

Dilluns 28 de maig a les 11:00h, Chica Parche presentarà en directe la roda de premsa de l’acció a través del compte del seu compte d’instagram: @chica.parche
Per a més informació i material gràfic, contacteu a info@laescocesa.org - helena@laescocesa.org - 93 165 00 20π","Acció amb Chica Parche","https://www.facebook.com/events/379055475914985/","https://www.facebook.com/events/379055475914985/","2018-05-30T10:00:00-07:00 to 2018-05-30T11:00:00-07:00","null","null","null","https://www.facebook.com/events/379055475914985/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/33163178_10155803705824833_2990236212356186112_o.jpg?_nc_cat=0&oh=5507f7bb4c796a75c885757d4b5583d4&oe=5B79CCA7"
"1527238867-120","http://www.artssspot.com/barcelona/face-pages-prov/","Cera 13","Cera 13","Con motivo de la residencia de Alejandro Da Rocha, La Cera 13 presenta sky123, con la participación de

ACTORA
La Sofy
Anna Irina Russell
Da Rocha
Jaume Clotet
Stefano Statti

***
♥","Sky123","https://www.facebook.com/events/209281323188405/","https://www.facebook.com/events/209281323188405/","2018-05-29T10:00:00-07:00 to 2018-05-29T13:00:00-07:00","null","null","null","https://www.facebook.com/events/209281323188405/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/33613887_1784464008280159_5554530858586603520_o.jpg?_nc_cat=0&oh=2b5105cb62d00c6fef9b7dd18a6aeae5&oe=5BC24895"
"1527238822-109","http://www.artssspot.com/barcelona/face-pages-prov/","Barcelona Art Experience","MEAM · Museu Europeu d'Art Modern","Doble sesión de modelo en vivo en el MEAM · Museu Europeu d'Art Modern.

· El sábado sesión de retrato de 5 a 8 de la tarde en el patio del MEAM.
· El domingo sesión de figura humana de 5 a 7 de la tarde en la Sala Noble del MEAM.

¡No te lo pierdas!","Finde del Artista · Barcelona Art Experience @MuseuMEAM","https://www.facebook.com/events/2106737306267559/","https://www.facebook.com/events/2106737306267559/","2018-05-26T08:00:00-07:00 to 2018-05-27T10:00:00-07:00","null","null","null","https://www.facebook.com/events/2106737306267559/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/33310156_844691129051649_2653850168960483328_n.jpg?_nc_cat=0&oh=aa9b90fa2aacc92e6d587fea7211a54c&oe=5B8E0749"
"1527239077-159","http://www.artssspot.com/barcelona/face-pages-prov/","FAD Barcelona","Hangar.org","Activitat gratuïta amb inscripció prèvia / Actividad gratuita con inscripción previa / Free admission with prior registration  

El FAD torna amb un nou Assaig General sortint al carrer per interpel·lar la ciutadania a abordar a través del disseny un tema que ens preocupa com a societat: la manca d’afecte i vincle emocional de les persones vers els objectes, associada al model de producció i consum actual.

Un grup de creadors de les joves generacions i de totes les disciplines creatives que aplega el FAD generarà el context (contingut i continent) d’un esdeveniment a cavall de la festa, un bodegó d’objectes i l’exposició pública que ens convidarà a sondejar en què podria consistir la construcció d’afectes en el món contemporani. Hi intervindran Sara de Ubieta (artesania), Roberto Piqueras i Eme Rock (disseny de moda), Ana Domínguez (disseny gràfic i direcció d’art), Sociedad 0 (disseny industrial), Cristian Herrera (disseny industrial), Takk (arquitectura), Albec Bunsen (disseny de moda), Boldtron (art 3d i direcció creativa) i Drakis Disc – Ulldeter i Julieta Ferrari (DJs).

Materfad, de la mà de l’equip Elisava Research, s’encarregarà de la part didàctica de  l’esdeveniment, contextualitzant els materials i els processos que hi haurà darrere les obres protagonistes de «La rebel·lió dels objectes».

Comissariat per l’artista David Bestué i els arquitectes Miquel Mariné i Moisés Puente, l’Assaig General  ’18 constarà de tres parts en diferents moments i espais de la ciutat. Per una banda, una instal·lació de l’artista, director d’art i dissenyador experimental Mau Morgó a la plaça Universitat. En segon lloc, una jornada teòrica a mode de pròleg on s’exploraran diferents aproximacions als vincles afectius de les persones amb els objectes. I per últim la jornada «La rebel·lió dels objectes», un esdeveniment a cavall de la festa, un bodegó d’objectes i l’exposició pública, que tindrà lloc a Hangar.


CAST
Ensayo General ‘18: «La rebelión de los objetos»

El FAD vuelve con un nuevo Ensayo General saliendo a la calle para interpelar a la ciudadanía a abordar a través del diseño un tema que nos preocupa como sociedad: la falta de afecto y vínculo emocional de las personas hacia los objetos, asociada al modelo de producción y consumo actual. 

Un grupo de creadores de las jóvenes generaciones y de todas las disciplinas creativas que reúne el FAD generará el contexto (contenido y continente) de un evento a caballo entre la fiesta, un bodegón de objetos y la exposición pública que nos invitará a sondear en qué podría consistir la construcción de afectos en el mundo contemporáneo. Intervendrán Sara de Ubieta (artesanía), Roberto Piqueras y Eme Rock (diseño de moda), Ana Domínguez (diseño gráfico y dirección de arte), Sociedad 0 (diseño industrial), Cristian Herrera (diseño industrial), Takk (arquitectura), Albec Bunsen (diseño de moda), Boldtron (arte 3d y dirección creativa) y Drakis Disc - Ulldeter y Julieta Ferrari (DJs). 

Materfad, de la mano del equipo Elisava Research, se encargará de la parte didáctica del evento, contextualizando los materiales y los procesos que habrá detrás las obras protagonistas de «La rebelión de los objetos».

Comisariado por el artista David Bestué y los arquitectos Miquel Mariné y Moisés Puente, el Ensayo General ’18 constará de tres partes en diferentes momentos y espacios de la ciudad. Por un lado, una instalación del artista, director de arte y diseñador experimental Mau Morgó en la plaza Universidad. En segundo lugar, una jornada teórica a modo de prólogo donde se explorarán diferentes aproximaciones a los vínculos afectivos de las personas con los objetos. Y por último la jornada «La rebelión de los objetos», un evento a caballo entre la fiesta, un bodegón de objetos y una exposición pública, que tendrá lugar en Hangar.

+info: http://bit.ly/2s0n7PQ 

ENG
General Rehearsal ‘18: «The Rebellion of Objects»

The FAD is back with a new General Rehearsal, venturing out into the streets in order to ask citizens about a topic that concerns us as a society through the medium of design: the lack of people’s affection and emotional ties to objects, associated with the current production and consumption model. 

A group of creators from the younger generations and from all creative disciplines under the FAD umbrella will generate the context (contents and structure) for an event halfway between a party, a still life of objects and a public exhibition that will invite us to probe into what the construction of attachments could consist of in the contemporary world. Intervening will be Sara de Ubieta (crafts), Roberto Piqueras and Eme Rock (fashion design), Ana Domínguez (graphic design and art direction), Sociedad 0 (industrial design), Cristian Herrera (industrial design), Takk (architecture), Albec Bunsen (fashion design), Boldtron (3D art and creative direction) and Drakis Disc - Ulldeter and Julieta Ferrari (DJs). 

Materfad, hand in hand with the Elisava Research team, will be in charge of the educational part of the event, putting into context the materials and processes behind the works that will take centre stage in «The Rebellion of Objects».

Curated by the artist David Bestué and the architects Miquel Mariné and Moisés Puente, the General Rehearsal ’18 will consist of three parts in different moments and spaces of the city. On one hand, an installation by the artist, art director and experimental designer Mau Morgó in Plaza Universidad. Secondly, a theory session operating as a prologue for exploring different approaches to the bonds of affection people have with objects. Lastly, the session entitled «The Rebellion of Objects», an event halfway between a party, a still life of objects and a public exhibition, which will take place at Hangar.

+info: http://bit.ly/2IHSC7u","Assaig General ‘18: «La rebel·lió dels objectes»","https://www.facebook.com/events/183589372295903/","https://www.facebook.com/events/183589372295903/","2018-06-09T09:00:00-07:00 to 2018-06-09T14:59:00-07:00","null","null","null","https://www.facebook.com/events/183589372295903/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/33303220_1870853056287627_1972896757880717312_n.jpg?_nc_cat=0&oh=8c64c005cc94ac38a4179e788b250502&oe=5B8EC0D5"
"1527239024-148","http://www.artssspot.com/barcelona/face-pages-prov/","Barcelona Design Week","Museu del Disseny de Barcelona","[cat] En el marc del Barcelona Design Summit, BCD Barcelona Centre de Disseny organitza Workshop ‘Design Led Systems Change & Sustainability’, una sessió que estarà conduïda i dinamitzada per la Dr Leyla Acaroglu, Champion of the Earth de l’ONU, dissenyadora, sociòloga, Sustainability Provocateur, Change Maker.

Aquest taller, que es durà a terme el 7 de juny, s’adreça a tothom qui vulgui aprendre a valorar de formar crítica la manera en què es donen els canvis tant a nivell micro com macro, i a explorar nous enfocaments a l’hora d’integrar criteris sostenibles en la pressa de decisions professionals.

- Preu: 40€. Inscripció prèvia

[cast] En el marco del Barcelona Design Summit, BCD Barcelona Centre de Disseny organiza Workshop ‘Design Led Systems Change & Sustainability’, una sesión que estará conducida y dinamizada por la Dra. Leyla Acaroglu, Champion of the Earth de la ONU, diseñadora, socióloga, Sustainability Provocateur y Change Maker. Este taller, que se llevará a cabo el 7 de junio en el Disseny Hub Barcelona, se dirige a todo el que quiera aprender a valorar de formar crítica la manera en que se dan los cambios tanto a nivel micro como macro, y a explorar nuevos enfoques a la hora de integrar criterios sostenibles en la toma de decisiones profesionales.

- Precio: 40 €. Por registro

[eng] In the occasion of the Barcelona Design Summit, Barcelona Design Centre will organize the ‘Design Led Systems Change & Sustainability’ workshop, a session given by Dr Leyla Acaroglu, U.N Champion of the Earth, Designer, Sociologist, Sustainability Provocateur, Changemaker.

This workshop, that will take place on 7 June, is aimed at everyone who want to learn to critically assess the way in which changes occur at both a micro and macro level and exploring new approaches to integrating sustainable criteria in professional decision-making.

- Fee: 40€. By registration","BDW18 - Barcelona Design Summit – Workshop","https://www.facebook.com/events/191422618148044/","https://www.facebook.com/events/191422618148044/","2018-06-07T01:00:00-07:00 to 2018-06-07T04:30:00-07:00","null","null","null","https://www.facebook.com/events/191422618148044/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/32659837_10156402412407920_1950593400734482432_n.jpg?_nc_cat=0&oh=68afd0273c6093afa747ce4b6138cf0b&oe=5BC00E51"
"1527238795-107","http://www.artssspot.com/barcelona/face-pages-prov/","Gutter Fest","Fatbottombooks","18:30 presentación de El Método Gemini de Magius Fog Comix, editado por Autsaider Cómics. Presenta Bouman Underbrainer
19:00 Carles G O'd presenta/inaugura su proyecto sobre Magaluf
19:30 La Buena Fortuna inaugura exposición de gráfica y serigrafía en Máquina Total
20:00 Concierto de JGG
20:30 Inaiguración de la exposición del artista francés Julien Raboteau, aka Jurictus y la presentación del libro serigrafiado ""True Normand""
21:00 podeis beber y charlar un rato que en media hora os hechamos","Cutre-Fest","https://www.facebook.com/events/155758225273309/","https://www.facebook.com/events/155758225273309/","2018-05-25T09:00:00-07:00 to 2018-05-25T12:30:00-07:00","null","null","null","https://www.facebook.com/events/155758225273309/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/33337588_1816306928412916_2048696127426920448_o.jpg?_nc_cat=0&oh=29108be289b4165d17256e6c62772268&oe=5BC3E562"
"1527238997-133","http://www.artssspot.com/barcelona/face-pages-prov/","galeria SENDA","galeria SENDA","➕Abastant segles d’arquitectura, l’exposició Sacred Spaces d’Ola Kolehmainen és un viatge a través de l’espai, el temps i la llum. Es presenta una selecció de la seva exposició individual finalizada el passat mes de març al Helsinki Art Museum que itinera per primera vegada a galeria SENDA.


➕Encompassing centuries of architecture, the exhibition Sacred Spaces by Ola Kolehmainen a journey through space, time and light. It is presented a selection of his individual exhibition finished last March in The Helsinki Art Museum that roams for the first time in galería SENDA.


➕Abarcando siglos de arquitectura, la exposición Sacred Spaces de Ola Kolehmainen es un viaje a través del espacio, el tiempo y la luz. Se presenta una selección de su exposición individual finalizada el pasado mes de marzo en el Helsinki Art Museum que itinera por primera vez en galería SENDA.","Ola Kolehmainen presenta ""Sacred Spaces"" a galeria Senda","https://www.facebook.com/events/214728259331586/","https://www.facebook.com/events/214728259331586/","2018-06-06T10:30:00-07:00 to 2018-06-06T12:00:00-07:00","null","null","null","https://www.facebook.com/events/214728259331586/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/33553566_1714342361991622_2414558385346183168_n.jpg?_nc_cat=0&oh=9472482e1f864bb701b6d41f52571754&oe=5B882602"
