web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1530173740-5","http://www.artssspot.com/barcelona/face-pages-prov/","imaginCafé","imaginCafé","¿Cuántos atardeceres caben en una ventana? Mica Lucas pinta con la paleta del verano ""La casa del mar"". La fauna y la flora de lo cotidiano se encuentran en los cuadros de la artista, en un universo lleno de color y vida.   

Te esperamos en la inauguración y durante los meses de julio y agosto.","Opening Expo: Mica Lucas","https://www.facebook.com/events/189205678445665/","https://www.facebook.com/events/189205678445665/","2018-07-05T10:00:00-07:00 to 2018-07-05T13:00:00-07:00","null","null","null","https://www.facebook.com/events/189205678445665/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/36273253_691744214501685_7815223728475734016_n.jpg?_nc_cat=0&oh=8bbd056926cf0e8223a5fee385b94c48&oe=5BEA7093"
"1530173720-2","http://www.artssspot.com/barcelona/face-pages-prov/","Felipa Dinamització","null","Taller de pèndols de 3 a 6 anys.

Una clau, un cordó, una pedra, un cargol, un cordill, poden convertir-se en els nostres pèndols, i amb ells buscarem (i crearem) respostes, camins, històries, llocs...
No oblidis portar la teva pedra o material preferit!

El taller és una proposta de ""la musea"" com a part del cicle ""Una exposició com un conjur"" comissariada per Caterina Almirall. Treballarem la radioestèsia com una via més del coneixement. El radiestesista produeix microvibracions en el seu cos que es transmeten a l'eina coneguda històricament com a pèndol. Aquest amplifica la ""senyal"" en forma de codi de moviment que genera l'operador o radiestesista. Fabricarem també taules on orientar els senyals. Aquestes poden ser molt variades i molt útils.

Organitzat per Caterina Almirall i Priscila Clementti

Tots els nens i nenes han d'anar acompanyats d'un adult.
Places: 10
Reserva places: caterinalmirall@gmail.com o lapuertamarilla@gmail.com
Preu lliure.
Lloc: tercera planta del Centre Cïvic Can Felipa.

+info: http://www.cccanfelipa.cat/arts-visuals/exposicio-en-curs/","Taller de pèndols","https://www.facebook.com/events/210086073156909/","https://www.facebook.com/events/210086073156909/","2018-06-29T01:30:00-07:00 to 2018-06-29T03:30:00-07:00","null","null","null","https://www.facebook.com/events/210086073156909/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/36268643_1744132872341842_6337761433987579904_n.jpg?_nc_cat=0&oh=07eb38645f02d2dd2fd60f92a9de7812&oe=5BB494CC"
"1530173726-4","http://www.artssspot.com/barcelona/face-pages-prov/","Activitats Àngels Barcelona","àngels barcelona","19 h. Artist Talk: Mireia c. Saladrigues in conversation with Sofia Hultén

[ENG] As part of “gallery in residence” (a section of our program developed since 2016 on a yearly basis) àngels barcelona is pleased to present an exhibition by artist Sofia Hultén (b. 1972, Stockholm), with the collaboration of Galerie NORDENHAKE (Berlin – Stockholm).

In line with Hultén’s body of work, which questions the temporality of ordinary household ítems and the multiple possibilities offered by them when leaving behind their original functionality, this exhibition aims to highlight the relevance of causality in our daily lives with a series of works that present plural realities and sequential shuffling as an alternative to the given order of things.

[CAS] Como parte de ""galería en residencia"" (una sección de nuestro programa desarrollada anualmente desde 2016) àngels barcelona se complace en presentar una exposición de Sofia Hultén (n.1972, Estocolmo), con la colaboración de la galería NORDENHAKE (Berlín - Stcokholm).

En línea con el trabajo de Hultén, que cuestiona la temporalidad de los objetos cotidianos y las múltiples posibilidades que estos ofrecen al dejar atrás su funcionalidad original, esta exposición busca resaltar la relevancia de la causalidad en nuestra vida cotidiana con una serie de obras que presentan una pluralidad de realidades así como una multiplicidad de secuencias como posibles alternativas al orden establecido de las cosas.

[CAT] Com a part de ""galeria en residència"" (una secció del nostre programa desenvolupada anualment des 2016), àngels barcelona es complau a presentar una exposició de Sofia Hultén (1972, Estocolm), amb la col·laboració de la galeria NORDENHAKE (Berlin - Stockholm).

En línia amb el treball de Hultén, que qüestiona la temporalitat dels objectes quotidians i les múltiples possibilitats que aquests ofereixen en deixar enrere la seva funcionalitat original, aquesta exposició busca ressaltar la rellevància de la causalitat en la nostra vida quotidiana amb un seguit d'obres que presenten una pluralitat de realitats així com una multiplicitat de seqüències com a possibles alternatives a l'ordre establert de les coses.","Sofia Hultén: Casual Causal","https://www.facebook.com/events/349914972201366/","https://www.facebook.com/events/349914972201366/","2018-07-02T10:00:00-07:00 to 2018-07-02T13:00:00-07:00","null","null","null","https://www.facebook.com/events/349914972201366/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p403x403/36362938_1160927250729679_3520383438953644032_n.jpg?_nc_cat=0&oh=02c8881f6bf6d93f6f3a893da077b1d0&oe=5BB2C600"
"1530173743-6","http://www.artssspot.com/barcelona/face-pages-prov/","Natalia Politowa","Sala Apolo","Natalia Politowa is a plastic artist of Russian and German origins, established in Barcelona. Graduated from the prestigious University of Hannover, her artistic activity is divided between fashion design and painting. Since moving to Barcelona she has been collaborating with the young artist collective Art Lover Ground, with which she has exhibited several times, even showing her work work at the influential ARCO art fair in Madrid. Her minimalist, but at the same time expressive and dynamic style, a precise technique and the innovative way of presenting her paintings, have generated great expectation in Barcelona’s young artists scene.  In rLa [3] del Apolo, Natalia Politowa proposes a mutidisciplinary event, where in addition to the exhibition of her works, she will have a special session by the respected Kosmos and Ginebra, to generate an eclectic and suggestive sensory experience.","An Art Exhibition by Natalia Politowa","https://www.facebook.com/events/2057140414526318/","https://www.facebook.com/events/2057140414526318/","2018-07-05T10:00:00-07:00 to 2018-07-05T14:00:00-07:00","null","null","null","https://www.facebook.com/events/2057140414526318/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/36236153_10216471686014625_4177877665648214016_o.jpg?_nc_cat=0&oh=a3567fb8a337ee21a011db7054f5d5e3&oe=5BDFD3EA"
"1530173760-8","http://www.artssspot.com/barcelona/face-pages-prov/","Centre Cívic Barceloneta","Centre Cívic Barceloneta","Del 5 al 25 de juliol
“L’ART DEL GRAVAT” a cura de Francesca Poza
Inauguració 5 de juliol a les 19.30h. Acció inaugural de dansa.
 
El gravat té una peculiaritat sobre la resta de les arts plàstiques. El seu caràcter multiplicador de l'obra gràfica, permet a l'artista augmentar la seva presència i difusió en el panorama artístic.

Artistes: Ana Fernández, Àngels Barceló, Albert Esteban, Carme Colldecarrera, Carlos Sacaridis, Christine Younes, Daniele Lipari, Mª Antonia Ribera Siguan, Fèlix Sampietro, Palmira Bea, Paloma Rodríguez, Pilar Pisa, Silvia Casado, Ziortzia Pérez, Fabio Marras.","Exposició: l'Art del Gravat. A cura de Francesca Poza","https://www.facebook.com/events/405116686635342/","https://www.facebook.com/events/405116686635342/","2018-07-05T10:30:00-07:00 to 2018-07-05T12:30:00-07:00","null","null","null","https://www.facebook.com/events/405116686635342/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s552x414/36225549_2115852835329308_101429711439134720_n.jpg?_nc_cat=0&oh=0bbb4439ae59772775ba0e7841665361&oe=5BA060BF"
"1530173757-7","http://www.artssspot.com/barcelona/face-pages-prov/","Centre Cívic Barceloneta","Centre Cívic Barceloneta","Del 5 al 25 de juliol
“GRUP DE PINTORS DE LA BARCELONETA”
Inauguració 5 de juliol a les 19.30h. Acció de dansa

87ena exposició del Grup de Pintors de la Barceloneta on mostraran diferents temes i tècniques: oli, acrílic, pirogravat, aquarel·la, biomecànica i dibuix.

#labarcelonetaesmou Propostes culturals que cerquen una relació més directa amb el barri","Exposició: “Grup de pintors de La Barceloneta""","https://www.facebook.com/events/1693605000760732/","https://www.facebook.com/events/1693605000760732/","2018-07-05T10:30:00-07:00 to 2018-07-05T12:30:00-07:00","null","null","null","https://www.facebook.com/events/1693605000760732/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/36314285_2115870841994174_9161340983839817728_n.jpg?_nc_cat=0&oh=7b7a9311b5c605854778f8fce216d4ee&oe=5B9E2562"
"1530173723-3","http://www.artssspot.com/barcelona/face-pages-prov/","HAPPY Markets","Nau Bostik","🌻 Festival de Artesanía & Street Food 🌻
HAPPY Markets busca estar a la vanguardia para ofrecer a sus expositores y visitantes las mejores experiencias durante el FESTIVAL en la Nau Bostik
Un espacio único lleno de diseño, tendencias, gastronomía, danza y música en directo.
Más de 40 diseñadores y creativos emergentes de diferentes disciplinas os esperan para presentaros sus nuevas colecciones!
🍔Zona comilona las mejores FoodTRUCKS, barra Moritz y terrazas para disfrutar un fantástico domingo...!!
🤹‍♀Los más peques tendrán su espacio para disfrutar!!
🐩Las mascotas son BIENVENIDAS!! 🐕

⭐ENTRADA🤑 GRATUITA⭐","Festival de Artesania & StreetFood","https://www.facebook.com/events/182120155923042/","https://www.facebook.com/events/182120155923042/","2018-07-01T02:00:00-07:00 to 2018-07-01T12:30:00-07:00","null","null","null","https://www.facebook.com/events/182120155923042/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/29572539_1663326537049146_2566667696491766266_n.jpg?_nc_cat=0&oh=a639599f16644ca181ed50964aebf99b&oe=5BAB5C36"
"1530173773-9","http://www.artssspot.com/barcelona/face-pages-prov/","IAAC Global Summer School","Arts Santa Mònica","The lecture Machinic Protocols will be part of the activities of the auto-mátic exhibition, curated by Edouard Cabay and on display at the Arts Santa Mònica from June 29th to September 2nd 2018.

The work of Machinic Protocols addresses the limits and potentials of generative drawing, emerging from data through mathematical and mechanical operations; raising questions on automation, reproducibility, and the role of the arbitrary or accidents as sources of creative experimentation. 

The lecture will be held by Edouard Cabay at the Arts Santa Mònica centre, in collaboration with IAAC Global Summer School 2018, an intensive two-week course that connects each participant to ongoing research agendas in robotics, physical computing, digital fabrication with the aim to create new applications of technologies in design.

Duration: 1 hour approximately.
In English without simultaneous translation.
http://artssantamonica.gencat.cat/ca/detall/Machinic-Protocols

Before the lecture, at 18h, the curator of the exhibition Edouard Cabay will give a guided tour of the exhibition auto-mátic.","GSS18 Lectures // Edouard Cabay > Machinic Protocols","https://www.facebook.com/events/244275676345939/","https://www.facebook.com/events/244275676345939/","2018-07-06T10:00:00-07:00 to 2018-07-06T12:00:00-07:00","null","null","null","https://www.facebook.com/events/244275676345939/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/35786387_10156523561768824_2164826833315430400_n.jpg?_nc_cat=0&oh=afc8e7b3bdba2a07d330e25fff7e28d8&oe=5BA0C594"
"1530173776-10","http://www.artssspot.com/barcelona/face-pages-prov/","Mutuo Galeria","Mutuo Galeria","Clair de rouge

""Partant du rouge, il se dégrade. Non qu'il s’éteigne: 
il sous-tend
                                                                                                et
                                                                                                monte
                                                                                                aux
                                                                                                joues.

Délicatesse des pétales que l’on voudrait poudrés, ce rose fuse et perce.
L’ombre roule, trace d’on ne sait quelles luttes.

Perlées, les dents mordent et plongent tandis que la langue finit
                                              jusqu’au lustre des os
Douceur courbe de ta joue. Touchante lave de volcans.
Matière à tenir. On parlera doigté
chatte, chienne, porcelaine, loukoum et tête d’épingle.
Qui cherche trouve.
                                                                           Interstice éclatant.""
                                                                   
                                                                   Clare Mary Puyfoulhoux
                                                     --
Clar de vermell

""Començant pel vermell, es degrada. No s’apaga: sustenta

                                                                                          i
                                                                                          es puja
                                                                                          per
                                                                                          les galtes.

Delicadesa dels pètals que un voldria empolsats, aquest rosa brolla i esclata.
L’ombra roda, empremta de qui sap qué lluites.

Perlades, les dents mosseguen i s’enfonsen mentre la llengua acaba
                                                                 fins l’ilustre dels ossos
Dolçor corba de la teva galta. Entendridora lava de volcans.
Materia a agafar. Parlarem de tacte
gata, gossa, porcellana, lokum i cap d’agulla.
Qui cerca troba.
                                                                     Interstici resplendent.""","Inauguración colectiva ""Clair de Rouge / Clar de vermell""","https://www.facebook.com/events/785203015201188/","https://www.facebook.com/events/785203015201188/","2018-07-12T10:00:00-07:00 to 2018-07-12T13:00:00-07:00","null","null","null","https://www.facebook.com/events/785203015201188/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/36224592_2113506998691971_1613534039610753024_n.jpg?_nc_cat=0&oh=3a1e30fe99a0bc7e622440574b244aa3&oe=5B9F8280"
"1530173706-1","http://www.artssspot.com/barcelona/face-pages-prov/","Balclis","Balclis (Rosselló, 227, Barcelona)","Un trozo de la #historia más reciente de la ciudad de #París ha llegado a Balclis: a través de una #colección de #carteles del Mayo del '68, nos sumergimos en el que fue uno de los ensayos  revolucionarios más importantes de mitad de #siglo XX.
Además contamos con otra colección de carteles de tipo publicitario de los siglos XIX y XX, que antológicamente contrastan con los de las revueltas estudiantiles.
¡Os esperamos a todos!","Exposición temática -> Años 60: del consumismo a la revolución","https://www.facebook.com/events/417558445387295/","https://www.facebook.com/events/417558445387295/","2018-06-28T00:30:00-07:00 to 2018-07-13T10:00:00-07:00","null","null","null","https://www.facebook.com/events/417558445387295/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/36301758_2115063671897602_2091491404902563840_n.jpg?_nc_cat=0&oh=55d99956dac28d6ad7b889ff1f659f2f&oe=5BAC8DA3"
