web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1530521212-4","http://www.artssspot.com/barcelona/face-pages-prov/","Contorno Urbano","null","¡Amigas y amigos! Llegó el momento... Inauguramos la galería!!
No podía ser de otro modo que acompañados con algunas de nuestras personas favoritas que además son grandes artistas. 

Venid a conocer el espacio, a beber cerveza y a escuchar buena música en directo. Decir también que por la tarde se está muy bien en nuestra calle y no da nada de nada el sol. :-)  Y que estamos a 2 minutos literalmente del Metro L1 Torrassa. 

Si os apetece que sigamos dándole a este ritmo, venid a darnos vuestro apoyo que nunca está de más.","Inauguración Contorno Urbano Gallery","https://www.facebook.com/events/1858484287792078/","https://www.facebook.com/events/1858484287792078/","2018-07-05T10:30:00-07:00 to 2018-07-05T12:30:00-07:00","null","null","null","https://www.facebook.com/events/1858484287792078/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/36275985_2107767389548670_4120948269276725248_n.jpg?_nc_cat=0&oh=8659901709b486ee506f50148bc8d889&oe=5BE7C9D4"
"1530521259-11","http://www.artssspot.com/barcelona/face-pages-prov/","Tangent Projects","Bien Cuadrado","Tangent Projects, Project 5 - In Search of Lost Time

September 15th - November 9th 2018, Bien Cuadrado Gallery, Barcelona. Opening night September 14th 7pm, performance event September 29th (Time tbc).

An exhibition exploring nostalgia, featuring work by Ely Daou, Kuba Dorabialski, Sophie Heydel, Katy B Plummer and Anna Sebastian.

Taking our cue from Marcel Proust's seminal work ""In Search of Lost Time"", the artists we are working with on this exhibition are all in some way or other drawn to the nostalgic elements of our common experience.

Please join us celebrating the opening of Tangent Projects, Project 5 - In Search of Lost Time, from 7pm on September 14th. All welcome!

You can read the full text here - 
http://bit.ly/TnfPjt5","In Search of Lost Time","https://www.facebook.com/events/1011045172380842/","https://www.facebook.com/events/1011045172380842/","2018-09-14T10:00:00-07:00 to 2018-09-14T12:00:00-07:00","null","null","null","https://www.facebook.com/events/1011045172380842/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/35524882_1693267850740198_7768991145723428864_n.jpg?_nc_cat=0&oh=a25ac5cefee28060f37be9ee4ce3233d&oe=5BAAC657"
"1530521235-7","http://www.artssspot.com/barcelona/face-pages-prov/","Fundació Suñol","Fundació Suñol","Amb motiu de l’exposició ACTE 39: Antoni Abad. mesura X mesura. 1992'2015 el ballarí cec Joan Casaoliva presenta Dimensions variables, una performance que dialoga amb l’obra d’Antoni Abad i on el ballarí es relacionarà amb l’espai expositiu del Nivell Zero tot desplegant diverses estratègies sensorials. La seva ceguesa el durà a explorar l’espai amb paràmetres de mesura alternatius, a més d’experimentar-ne de nous a partir del seu propi cos i del llenguatge de la dansa. La intervenció es planteja com a mecanisme d’afirmació de la diversitat visual alhora que deconstrueix els estereotips que s’hi associen. La performance comptarà amb l’audiodescripció de Llorenç Blasi per tal de fer-la accessible a persones amb diversitat visual, però alhora aquest element permetrà una aproximació diferent a l’acció que desafiarà i qüestionarà el propi rol d’espectador.

ACTIVITAT AMB AUDIODESCRIPCIÓ ACCESSIBLE PER A PERSONES AMB DIVERSITAT VISUAL (en català)

Preu: 4€

Inscripcions: Aforament limitat. Cal fer reserva prèvia a info@fundaciosunol.org o 934961032

* L'activitat inclou una visita comentada a l'exposició a càrrec d'Antoni Abad","Performance - Dimensions variables","https://www.facebook.com/events/2079228305451736/","https://www.facebook.com/events/2079228305451736/","2018-07-07T09:30:00-07:00 to 2018-07-07T11:00:00-07:00","null","null","null","https://www.facebook.com/events/2079228305451736/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q92/p280x280/36249474_10156509185385816_1526356343919738880_n.jpg?_nc_cat=0&oh=149ed723bc18e6d61eb29574df5044c7&oe=5BA4A67B"
"1530521196-2","http://www.artssspot.com/barcelona/face-pages-prov/","Christina Schultz","Piramidón, Centre d'Art Contemporani","Este proyecto artístico ha investigado la producción femenina de la comunidad migrante y marginalizada marroquí del barrio del Born y de la frontera con Melilla, y de la posibilidad del cante y de la poesía como herramientas estrategicas. 

La investigación se basa en la habilidad colectiva de las mujeres marroquíes de componer y cantar versos biográficos e indaga las relaciones de cercanía, proximidad, distancia y encuentro que se producen entre las mujeres.

Las narrativas sobre las vidas fronterizas de nuestras vecinas se tejieron a través de actividades diarias como cocinar, canturrear y chismorrear y fueron interpretadas con canciónes, dibujos y poemas de recetas. 

La exposición acoge una serie de dibujos en tinta blanca, dos libros de viaje, un mural y una publicación.","Visita guiada a la expo de 'El peso de mis vecinas'","https://www.facebook.com/events/2158355207515221/","https://www.facebook.com/events/2158355207515221/","2018-07-05T09:30:00-07:00 to 2018-07-05T10:30:00-07:00","null","null","null","https://www.facebook.com/events/2158355207515221/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s851x315/36444403_1748689788532494_7039424825181339648_n.jpg?_nc_cat=0&oh=d0ea9a604c0901465099365614751959&oe=5BDE437F"
"1530521218-6","http://www.artssspot.com/barcelona/face-pages-prov/","TMDC","TMDC","Abrimos nuestras puertas para todo el mundo el 7 de julio. Venid a conocer nuestro taller, como funcionamos y para preguntarnos cualquier otra cosa que tengáis en la punta de la lengua. 
Ese día tenéis la oportunidad de pasar un rato en el taller, ver que máquinas tenemos, como trabajamos, etc. y disfrutar el día con un vermut fresquito. 

¡Nos vemos!","Open Day - Summer edition","https://www.facebook.com/events/478917792528447/","https://www.facebook.com/events/478917792528447/","2018-07-07T01:00:00-07:00 to 2018-07-07T11:00:00-07:00","null","null","null","https://www.facebook.com/events/478917792528447/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q83/p526x296/35654426_1778641842183845_2242053587997818880_n.jpg?_nc_cat=0&oh=b779d31b875685f82b5ff8a3d6bd689c&oe=5BA0B196"
"1530521273-12","http://www.artssspot.com/barcelona/face-pages-prov/","TOC Hostel & Suites","null","▼ ▼ ▼ Art Lover Ground ▼ ▼ ▼

Saturday, 15th of September 2018 from 2PM to 11PM 
TOC Hostel & Suites | Gran Via de les Corts Catalanes, 580, 08011 Barcelona

From London to Barcelona and Madrid, the International Art Event keeps growing!! ☺️

💥 30 Artists 💥 will be showcasing their talent on 3 levels of the Hostel, from lobby space to private rooms and rooftop terraces! 

This event gathers artists, including photographers, painters, illustrators and musicians, from all around the world, to showcase and expose their talent right in the centre of Barcelona, Placa Universitat.

It allows modern and contemporary masters in their field, as well as mid-career and emerging talents to meet.

Attendees can enjoy a live music set, art performance and art exhibition.


▼  Artists Application are now OPEN

https://www.artloverground.com/apply/



▼ Tickets and Information

More Information Soon


▼ We would love to hear your feedback and comments!

If you have attended the previous event and want to help us to improve, please fill this survey! https://www.artloverground.com/visitors-survey/

Artwork by: Karosquare

For more information get in touch with us by email: info@artloverground.com

Thank you! ❤️","Art Lover Ground - The International Art Event","https://www.facebook.com/events/298230450715847/","https://www.facebook.com/events/298230450715847/","2018-09-15T05:00:00-07:00 to 2018-09-15T14:00:00-07:00","null","null","null","https://www.facebook.com/events/298230450715847/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/35130724_1409658329134783_7576810154004316160_n.jpg?_nc_cat=0&oh=8070b321e4c6705ea7efcb654d089fb6&oe=5BE96D09"
"1530521209-3","http://www.artssspot.com/barcelona/face-pages-prov/","Fabra i Coats. Centre d'Art Contemporani","Fabra i Coats. Centre d'Art Contemporani","Taula rodona amb la participació de Xavier Bassas i Anna Pahissa 

Presentació de les entrevistes als artistes de l’exposició Matèria Primera i de la Publicació AAEEEBGP.

Organitzat per l’equip curatorial d’On Mediation/5, plataforma de formació en practiques curatorials vinculada al grup de recerca Art Globalització Interculturalitat (UB). 

Per saber-ne més: http://ajuntament.barcelona.cat/centredart/ca/content/mat%C3%A8ria-primera

Amb el suport de la Generalitat de Catalunya. Departament de Cultura","Rere la Matèria Primera - Taula Rodona","https://www.facebook.com/events/609340689436230/","https://www.facebook.com/events/609340689436230/","2018-07-05T09:30:00-07:00 to 2018-07-05T12:30:00-07:00","null","null","null","https://www.facebook.com/events/609340689436230/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/36383535_1070917939727644_7345083293856956416_n.jpg?_nc_cat=0&oh=4124c1b08c4ba9a891898e3180f59e78&oe=5BE43F2B"
"1530521250-8","http://www.artssspot.com/barcelona/face-pages-prov/","Espai Nauart","NauART- Comunidad de artistas","Como decía Oscar Wilde, “Sé tú mismo, los demás puestos ya están ocupados.","Taller gratuito de Marca personal para artistas.","https://www.facebook.com/events/262408894336863/","https://www.facebook.com/events/262408894336863/","2018-07-09T10:30:00-07:00 to 2018-07-09T11:30:00-07:00","null","null","null","https://www.facebook.com/events/262408894336863/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/36442636_2076683399258202_1960204579765223424_n.jpg?_nc_cat=0&oh=03bcf4a0284513e3f896b9ae73becb0a&oe=5BA40C65"
"1530521181-1","http://www.artssspot.com/barcelona/face-pages-prov/","Valeria Pedrosa","Centre Cívic Can Deu","Con motivo de la Semana Erótica de Can Deu, esta conferencia tiene la intención de abrir el debate y tomar conciencia de la evolución de la representación artística de lo femenino y su sexualidad en Occidente. Nuestros periodos de máximo interés tendrán lugar entre los siglos XIX y XX. 
Entrada gratuita.","Lilith o la Femme Fatale - Una comparativa entre pintura y cine","https://www.facebook.com/events/896067347230969/","https://www.facebook.com/events/896067347230969/","2018-07-03T10:30:00-07:00 to 2018-07-03T12:00:00-07:00","null","null","null","https://www.facebook.com/events/896067347230969/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/33700743_304192706783210_3709806013696704512_n.jpg?_nc_cat=0&oh=744c421a5c92738f105f637a3816cf10&oe=5BD9E7C4"
"1530521256-10","http://www.artssspot.com/barcelona/face-pages-prov/","Tallers Oberts Poblenou","Tallers Oberts Poblenou","null","Tallers Oberts del Poblenou 2018","https://www.facebook.com/events/197996587524035/","https://www.facebook.com/events/197996587524035/","2018-09-13T01:00:00-07:00 to 2018-09-16T11:00:00-07:00","null","null","null","https://www.facebook.com/events/197996587524035/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/36410192_596232274110402_3352964312380473344_n.jpg?_nc_cat=0&oh=2ce7079b9afca1bf01abfe53a02398df&oe=5B9E8923"
