https://hangar.org/es/programa-hangar/formacio-continua/english-taller/,Taller gratuito de Vídeo con Kdenlive,<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/05/kdenlive-200x150.png' width='228' height='182' alt='Taller gratuito de Vídeo con Kdenlive' /></p><p>null</p><p><a href='https://hangar.org/es/programa-hangar/formacio-continua/english-taller/' target='_blank'>+info</a></p>,07/09/2015,,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/news/catala-el-abcde-per-a-fotografiar-la-teva-obra/,"El A,B,C,D,E para Fotografiar tu obra","<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/03/Biggger-and-Unique-700pix-Rivet-200x150.jpeg' width='228' height='182' alt='El A,B,C,D,E para Fotografiar tu obra' /></p><p><a href='https://hangar.org/es/news/catala-el-abcde-per-a-fotografiar-la-teva-obra/' target='_blank'>+info</a></p>",05/18/2015,,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/news/taller-de-arduino-avancat/,Taller de Arduino Avanzado,"<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/07/arduino-I-200x150.jpg' width='228' height='182' alt='Taller de Arduino Avanzado' /></p><p>En este taller intensivo se profundizará en las metodologías y técnicas de Arduino. Arduino es una plataforma de hardware libre con la que se pueden desarrollar todo tipo de proyectos de electrónica y computación física basados en microcontroladores, permite interactuar con sensores y controlar circuitos, luces y motores con sistemas inteligentes. El abanico de aplicaciones es muy amplio, tanto en el campo de la interactividad como de la robótica, la domótica, o la electróncia musical, por este motivo es una herramienta cada vez más utilizada por artistas que buscan explorar en sus obras los usos creativos de la tecnología.</p><p><a href='https://hangar.org/es/news/taller-de-arduino-avancat/' target='_blank'>+info</a></p>",12/01/2015,,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/workshops-artist2artists/espanol-taller-data-bending-o-busqueda-de-nuevas-esteticas-en-el-glitch/,Taller: Data Bending ó búsqueda de nuevas estéticas en el glitch,<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/07/glitch-200x150.jpg' width='228' height='182' alt='Taller: Data Bending ó búsqueda de nuevas estéticas en el glitch' /></p><p><a href='https://hangar.org/es/workshops-artist2artists/espanol-taller-data-bending-o-busqueda-de-nuevas-esteticas-en-el-glitch/' target='_blank'>+info</a></p>,09/18/2015,,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/workshops-artist2artists/espanol-talelr-de-proteccion-digital-de-la-fuente-periodistica/,Taller de PROTECCIÓN DIGITAL DE LA FUENTE PERIODÍSTICA,<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/05/protecciondigital-200x150.png' width='228' height='182' alt='Taller de PROTECCIÓN DIGITAL DE LA FUENTE PERIODÍSTICA' /></p><p>Taller intensivo de 10 horas.</p><p><a href='https://hangar.org/es/workshops-artist2artists/espanol-talelr-de-proteccion-digital-de-la-fuente-periodistica/' target='_blank'>+info</a></p>,07/11/2015,,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/news/espanol-curso-el-cine-ensayo-o-la-forma-peligrosa-de-mezclar-lo-personal-con-el-presente-a-cargo-de-andres-duque/,Curso: El cine-ensayo (o la forma peligrosa de mezclar lo personal con el presente) a cargo de Andrés Duque,<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/07/tallerduque-200x150.jpg' width='228' height='182' alt='Curso: El cine-ensayo (o la forma peligrosa de mezclar lo personal con el presente) a cargo de Andrés Duque' /></p><p><a href='https://hangar.org/es/news/espanol-curso-el-cine-ensayo-o-la-forma-peligrosa-de-mezclar-lo-personal-con-el-presente-a-cargo-de-andres-duque/' target='_blank'>+info</a></p>,10/26/2015,12/14/2015,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/news/catala-taller-gratuito-vvvv-produccion-en-tiempo-real-para-presentaciones-audiovisuales/,Taller gratuito:  vvvv producción en tiempo real para presentaciones audiovisuales,<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/04/4-200x150.jpg' width='228' height='182' alt='Taller gratuito:  vvvv producción en tiempo real para presentaciones audiovisuales' /></p><p>null</p><p><a href='https://hangar.org/es/news/catala-taller-gratuito-vvvv-produccion-en-tiempo-real-para-presentaciones-audiovisuales/' target='_blank'>+info</a></p>,05/09/2015,,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/hangar-sonor/catala-taller-intensiu-de-max-for-live-m4l/,Taller Intensivo de MAX FOR LIVE (M4L),<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/03/m4l-200x150.jpg' width='228' height='182' alt='Taller Intensivo de MAX FOR LIVE (M4L)' /></p><p><a href='https://hangar.org/es/hangar-sonor/catala-taller-intensiu-de-max-for-live-m4l/' target='_blank'>+info</a></p>,04/11/2015,,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/news/catala-taller-intensiu-de-performance-i-art-del-cos-a-carrec-de-lartista-mexica-felipe-osornio/,Taller intensivo de performance y arte del cuerpo a cargo del artista mexicano Felipe Osornio,<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/02/foto_taller_felipe_web_hangar-200x150.png' width='228' height='182' alt='Taller intensivo de performance y arte del cuerpo a cargo del artista mexicano Felipe Osornio' /></p><p><a href='https://hangar.org/es/news/catala-taller-intensiu-de-performance-i-art-del-cos-a-carrec-de-lartista-mexica-felipe-osornio/' target='_blank'>+info</a></p>,03/18/2015,03/20/2015,"Actividad, Hangar, Taller",1,Hangar,?
https://hangar.org/es/workshops-artist2artists/taller-de-arduino-basic-a-carrec-de-alex-posada/,Taller de Arduino básico a cargo de Alex Posada,"<p><img src='https://hangar.org/webnou/wp-content/uploads/2015/07/arduinobasico-200x150.jpg' width='228' height='182' alt='Taller de Arduino básico a cargo de Alex Posada' /></p><p>En este taller intensivo se explicarán las metodologías y técnicas básicas de trabajo con Arduino. Arduino es una plataforma de hardware libre con la cual se pueden desarrollar todo tipo de proyectos de electrónica y computación física basados en microcontroladores, permite interactuar con sensores y controlar circuitos, luces y motores con sistemas inteligentes. El abanico de aplicaciones es muy amplio, tanto en el campo de la interactividad como de la robótica, la domótica, o la electróncia musical, por este motivo es una herramienta cada vez más utilizada por artistas que buscan explorar en sus obras los usos creativos de la tecnología.</p><p><a href='https://hangar.org/es/workshops-artist2artists/taller-de-arduino-basic-a-carrec-de-alex-posada/' target='_blank'>+info</a></p>",10/26/2015,,"Actividad, Hangar, Taller",1,Hangar,?
