web-scraper-order,web-scraper-start-url,event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"1534434363-57","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/06/hippo1b.jpg","N2 Galería","","","Roc Blacblock, Mohamed L'Ghacham, Rodrigo Romero","21.06.18 – 19.09.18","21.06.18 – 19.09.18","N2 Galería","Ephemeral","","null","null","null","http://www.artbarcelona.es/es/exposiciones/ephemeral/"
"1534434384-71","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/06/DRC-28.marzo_.2010-esmalte.jpg","Galería Marlborough","","http://www.artbarcelona.es/es/exposiciones/classic-and-contemporary-art-2018/","Joaquín Barón, Juan Correa, Hugo Fontela, Manuel Franquelo, Juan Genovés, Pablo Genovés, Riera i Aragó, David Rodríguez Caballero, Manolo Valdés, Tadanori Yamaguchi","","28.06.18 – 22.09.18","Galería Marlborough","Classic and Contemporary Art","Marlborough Barcelona prosigue con la exploración de las diferentes técnicas artísticas del arte Contemporáneo con la exposición CLASSIC AND CONTEMPORARY ART III
(La galería permanecerá abierta durante el mes de agosto)
CLASSIC AND CONTEMPORARY ART III sigue la estela de las anteriores ediciones, donde se han mostrado las singulares técnicas artísticas desarrolladas por los artistas de la galería. Se trata de artistas muy diferentes entre ellos, a pesar de tener algo en común: todos son representantes de la actualidad y, en algunos casos, sus complejos procedimientos de elaboración desafían los límites de la pintura y de la escultura propiamente dichos.
Durante este verano, se podrá ver desde la monumental librería de Manolo Valdés hasta la última obra de Juan Genovés. La exposición aglutina desde técnicas tradicionales, como pueden ser la pintura al fresco de Juan Correa o la talla en madera de Tadanori Yamaguchi, hasta la experimentación con nuevas tecnologías, como es el caso de las instalaciones con fibra óptica de Pablo Armesto.
Con las esculturas de Riera i Aragó y David Rodríguez Caballero, se puede admirar la versatilidad del metal y las diferentes posibilidades en tratamientos y prestaciones que ofrece. Pablo Genovés y Manuel Franquelo nos demuestran que la fotografía es un medio con infinitas posibilidades creativas. Hugo Fontela hace su aportación con una interesante pintura sobre papel mientras Joaquín Barón nos deleita con su obra figurativa inspirada en el arte tribal y los grafitis callejeros.","null","null","null","http://www.artbarcelona.es/es/exposiciones/classic-and-contemporary-art-2018/"
"1534434451-79","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/06/ANVERSO-texto-reducido-flyer-Gueell-y-Husni-Bey-copia.jpg","ADN Galería","","http://www.artbarcelona.es/es/exposiciones/al-final-de-todos-los-suenos-humanos-no-hay-mas-que-polvo/","Núria Güell, Levi Orta, Adelita Husni-Bey","","30.06.18 – 07.09.18","ADN Galería","Al final de todos los sueños humanos no hay más que polvo","ADN Galería presenta el próximo 30 de junio “Al final de todos los sueños humanos no hay más que polvo”. Una exposición que pone en diálogo la obra de Núria Güell (Vidreres, 1981) & Levi Orta (La Habana, 1984) y Adelita Husni-Bey (Milán, 1985) bajo la curaduría de Juan Canela (Sevilla, 1980). Los proyectos, distantes en muchos aspectos pero colindantes en su esencia, se reúnen bajo un mismo denominador común: la voluntad de desafiar convenciones preestablecidas apostando por diversas alternativas de futuro.
El título de la exposición toma prestadas las palabras de Federica Montseny (Madrid, 1905 – Toulouse, 1994). Sindicalista, anarquista y escritora de novelas, fue la primera mujer en ejercer un cargo ministerial en España, en el marco de la II República. Montseny estaba convencida de que una de las mejores herramientas para la transmisión de ideas y conocimiento era la literatura, siendo así que siempre defendió que la estética y la ética en las producciones libertarias perseguían el mismo fin. Lo mismo sucede con estos proyectos que se presentan en ADN Galería y que destilan un aroma libertario en continua búsqueda de ese complejo equilibrio. Un lugar complicado en el que consiguen mantener una posición coherente y ética en el mundo del arte desde una firme posición política. Surgen entonces una serie de propuestas artísticas que conllevan una implicación que va más allá de lo estético o intelectual abordando lo personal. Sin titubeos, Güell & Orta y Husni-bey se entregan a las problemáticas que abordan para “revolverse en el fango y cambiar la realidad circundante.”","null","null","null","http://www.artbarcelona.es/es/exposiciones/al-final-de-todos-los-suenos-humanos-no-hay-mas-que-polvo/"
"1534434372-67","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2017/07/ABGalleryWalk-MWB4-small.jpg","http://www.artbarcelona.es/es/","","http://www.artbarcelona.es/es/exposiciones/art-barcelona-gallery-walks/","","","01.01.18 – 31.12.18","http://www.artbarcelona.es/es/","Art Barcelona Gallery Walks","Art Barcelona Gallery Walks es un programa de visitas a las principales galerías de arte contemporáneo de la ciudad, acompañados por un profesional del sector.
De la mano de los artistas y los equipos de las galerías, conoceremos las claves de las obras, propiciando un espacio para el diálogo y el intercambio de opiniones. Una forma de introducirse en la escena artística de Barcelona y mantenerse informado de las últimas novedades.
El equipo de Art Barcelona actualizamos las rutas cada semana, seleccionando la mejor programación, las últimas inauguraciones y los principales acontecimientos artísticos. Recorremos las principales arteries galerísticas y te acompañamos a los espacios más emblemáticos, sin olvidar otros más escondidos: talleres de artistas, project spaces y las joyas artísticas mejor guardadas.
 
Próxima rutas: Arte y tecnología
sábado 17 de febrero, de 11.30 a 13.30

Ruta 1: RocioSantaCruz, N2 Galeria, Galeria Joan Prats, ADN Galeria, Galeria Marlborough.
→ Únete a esta ruta
 
sábado 24 de febrero, de 11.30 a 13.30

Ruta 2: àngels barcelona, LAB 36, Galeria Senda, Sala Parés.
→ Únete a esta ruta
 
 
Inscríbete a una ruta y recibirás un descuento de 5€ para la otra!
 
Descubre las mejores galerías de la ciudad.

Visita las principales arterias galerísticas con rutas actualizadas cada mes.

Conoce a los artistas y su producción más reciente.

Participa de los principales eventos artísticos.

Entra en contacto con el contexto y sus agentes.

Debate sobre arte actual.","null","null","null","http://www.artbarcelona.es/es/exposiciones/art-barcelona-gallery-walks/"
"1534434363-62","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2017/07/ABGalleryWalk-MWB4-small.jpg","http://www.artbarcelona.es/es/","","","","01.01.18 – 31.12.18","01.01.18 – 31.12.18","http://www.artbarcelona.es/es/","Art Barcelona Gallery Walks","","null","null","null","http://www.artbarcelona.es/es/exposiciones/art-barcelona-gallery-walks/"
"1534434401-75","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/05/artbarcelona.jpg","Galería Eude","","http://www.artbarcelona.es/es/exposiciones/obra-grafica-original-homenaje-a-edicions-berto/","Ansesa, Arranz Bravo, Casanoves, Ferran, Guinovart, Maxart, Ràfols Casamada, Riera i Aragó, Gerard Sala, Tharrats, Vayreda","","03.05.18 – 15.09.18","Galería Eude","Obra gráfica original. Homenaje a Edicions Bertó","El objetivo de esta exposición es homenajear al editor Joaquim Gelabertó y destacar la importancia de la obra gráfica en sus variantes técnicas.
Las Ediciones Bertó (1979-2000) fueron posibles gracias a la idea y el impulso de Joaquim Gelabertó Vilagran (1943-2001), gran apasionado por la obra gráfica original. Estableció una profunda relación y colaboración con los artistas que participaron en su proyecto. Cada obra se planteaba con el máximo de rigor e inventiva:
· Papeles hechos a mano con un gramaje y una textura diferentes para cada edición.
· Técnicas diferentes de estampación aplicadas a la vegada en cada papel.
· Intervenciones de pintura antes y después de las tiradas.
El objetiu de nuestra exposición es destacar la importancia de la obra gráfica en sus diferentes variantes y técnicas, a través de algunos de los mejores artistas grabadores del ámbito catalán, realizadas gracias a la pasión de JoaquimGelabartó.
Remarcamos:
· El papel: Papel comercial hecho a fabricas: papel Arches hechos a mano en los siguientes lugares: Molino de Gelida, Can Oliver y Papel Acuario
· Las diferentes técnicas de estampación: aguafuerte, aiguatinta, acuarela, carborúndum, collagraph, litografía, punta seca, resinas, serigrafía, silicona...
La exposición está presentada en 4 espacios diferentes, donde las obras de los artistasconversan y se comunican.","null","null","null","http://www.artbarcelona.es/es/exposiciones/obra-grafica-original-homenaje-a-edicions-berto/"
"1534434363-60","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/07/An-Caoran-series.png","Galería Carles Taché","","","Shaun Fraser, Polly Johnston, Max Maxwell, Harry Morgan, Keith Roberts","13.07.18 – 21.09.18","13.07.18 – 21.09.18","Galería Carles Taché","No 20 en la Galeria Carles Taché","","null","null","null","http://www.artbarcelona.es/es/exposiciones/no-20-en-la-galeria-carles-tache/"
"1534434363-58","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/07/Requiem-Stella.png","Galería Carles Taché","","","Phil Griffin","13.07.18 – 21.09.18","13.07.18 – 21.09.18","Galería Carles Taché","SURRENDER","","null","null","null","http://www.artbarcelona.es/es/exposiciones/surrender/"
"1534434363-64","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/07/postal_hulten_cara.jpg","àngels barcelona","","","Sofia Hultén","02.07.18 – 21.09.18","02.07.18 – 21.09.18","àngels barcelona","Casual Causal","","null","null","null","http://www.artbarcelona.es/es/exposiciones/casual-causal/"
"1534434386-72","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/07/Requiem-Stella.png","Galería Carles Taché","","http://www.artbarcelona.es/es/exposiciones/surrender/","Phil Griffin","","13.07.18 – 21.09.18","Galería Carles Taché","SURRENDER","Espacios Blanco y Negro
Galeria Carles Taché y No 20 se enorgullecen de presentar el trabajo de Phil Griffin por primera vez en España. SURRENDER es una muestra individual que incluye un conjunto de trabajo compuesto por fotografías creadas por el artista durante su residencia de un año de duración en Troubleyn/Laboratorium (Amberes). Conjuntamente, las obras ofrecen un retrato psicológico completo de la obra de teatro de 24 horas de duración de Jan Fabre ‘Monte Olimpo: Para Glorificar el Culto de la Tragedia’.

Bailarín de formación, el interés visual de Griffin reside en la dinámica y energía del movimiento. Para él, las emociones y sentimientos pueden ser vistos como acciones físicas y, como tales, formas tangibles susceptibles de ser capturadas. La serie presentada en esta exposición explora temas como la sumisión expresada bajo el dominio de la danza. Los momentos capturados de abandono individual ofrecen una vulnerabilidad que expresan la lucha, el agotamiento y el éxtasis del movimiento.

Resultado de encuentros de una alta carga emocional y extremadamente personales entre Phil Griffin y los actores de la icónica obra de Fabre, las imágenes presentadas pueden ser interpretadas como conversaciones en vez de fotografías, como sentimientos compartidos más que instantáneas. SURRENDER ofrece una oportunidad única de disfrutar de imágenes que bordean lo abstracto, más propias de un pintor que de un fotógrafo, y que capturan nociones abstractas universales tales como el temor, la esperanza y la vulnerabilidad.","null","null","null","http://www.artbarcelona.es/es/exposiciones/surrender/"
