web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1534434342-50","https://www.artssspot.com/barcelona/face-pages-prov/","Modular Day BCN","Hangar.org","[ENGLISH BELOW]
MODULAR DAY VUELVE CON SU 5ta EDICION. LA ESPERADA CITA ANUAL PARA LOS AMANTES DEL MODULAR EN SU MAXIMA EXPRESION DESEMBARCA COMO CADA AÑO EN HANGAR CON LA FERIA DE FABRICANTES, TALLERES DIY, PRESENTACIONES ESPECIALES Y DIRECTOS DE LA MUERTE.

LA NOCHE DEL VIERNES VOLVEMOS A LAUT ARA CALENTAR MOTORES Y PREPARARNOS PARA LO QUE SE NOS VIENE CON LOS DIRECTOS DE LISH Y ALESSANDRO NERO.

EL SABADO EN Hangar.org  TENEMOS NUESTRA NUTRIDA Y ESPECIAL FERIA DE FABRICANTES -EL GATHERING PERFECTO PARA DESCUBRIR LAS NOVEDADES DEL MUNDO EURORACK DE PRIMERA MANO- ESTE AÑO SERA MAS POTENTE QUE NUNCA CON PRESENTACIONES, WORKSHOPS  Y EL TALLER DE CONSTRUCCION DE MODULOS DIY.
LA LISTA DE FABRICANTES ESTA AUN CRECIENDO, IREMOS ACTUALIZANDOLA!

DE ALLI A LOS CONCIERTOS QUE HEMOS PREPARADO PARA LA TARDE EN HANGAR EN LA SALA RICSSON.
ESTE AÑO CONTAMOS CON UN LINE-UP DE LUJO CON MAIA TERIAEVA, PUNBTALABERINTO Y SCANNER.

Y PARA CONCLUIR, NUESTRO GRAN FIN DE FIESTA EL SABADO NOCHE EN LA SALA Sala BeGood CON DIRECTOS CAÑEROS HASTA LA MADRUGADA, CON KALAJI, N3, CASPER ELECTRONICS O DATALINE ENTRE OTROS.
 
OS ESPERAMOS UN AÑO MAS EN LA EDICION NUMERO 5 DE ESTE FESTIVAL QUE HA CRECIDO GRACIAS A TODOS VOSOTROS.

------------------
ENGLISH
------------------
Modular day is back with its 5th edition. Our annual date with modulars is back to Hangar with an eurorack's manufacturers trade show, DIY workshops and a Killer Lineup.

On Friday 7th we will kick off the festival at LAUT with Live acts from Lish and Alessandro Nero, to warm up for the weekend to come.

Saturday will start with our Eurorack modular  trade show, with over 20 exhibitors that will be showing their newest designs. This year even better with the addition of product presentations to our usual DIY area. This year we are happy to have very good friends of us visiting, the list is still growing, so stay tunned!

Saturday's selection of concerts start in Ricsson with a very special lineup: Maria Teriaeva, Puntalaberinto and Scanner! We can't wait for them to perform for all of us!
And as usual, we will be finishing the festival at Beggod with kick-ass dancy live acts until late. This year we will have Dataline, Kalaji, N3, Paul Chambers and Peter Edwards (Casper electronics).

Looking forward seeing you all on our fifth edition of Modular Day, that grows every year thanks to you all!

LINEUP :

Friday:
@ LAUT (10€)
Lish (UK)
Alessandro Nero (IT)

Saturday:

@ HANGAR (5€)
Maria Teriaeva (RU)
Puntalaberinto (ES)
Scanner (UK)

@  BEGOOD (10€)

Casper Electronics (US)
Dataline (SE)
Kalaji (FR)
N3 (ES)
Paul Chambers (BE)","Modular Day Barcelona #5","https://www.facebook.com/events/221739365201251/","https://www.facebook.com/events/221739365201251/","2018-09-06T15:00:00-07:00 to 2018-09-07T18:00:00-07:00","null","null","null","https://www.facebook.com/events/221739365201251/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s640x640/38776711_1267415066728521_6201495685192220672_n.jpg?_nc_cat=0&oh=f73c4ea4a2988f4a9fbbfa632a16e371&oe=5C0F768E"
"1534434323-47","https://www.artssspot.com/barcelona/face-pages-prov/","Coll²","null","En la contemporaneidad es ineludible pensar que los conceptos que orbitan la esfera social se ciñen a significados cerrados y posturas herméticas, sino por el contrario, son parte de una red en constante movimiento y transformación. 

Al referirnos a “diversidad”  se abre un abanico de nociones que se entrecruzan y atraviesan, posibilitando la configuración de un tejido de relaciones que explicitan el encuentro entre subjetividades. 

Desde un postura crítica que no se aferra a una idea de verdad incuestionable, consideramos la diversidad como una narrativa dinámica que nos es propia y atraviesa nuestra experiencia corporal, sexual y relacional. 

Invitamos a todos y todas a participar del próximo encuentro de coll2 donde utilizamos el collage como un  dispositivo visual y discursivo que recurre a elementos de la cultura visual para generar otros relatos que hablen de diversidad e interpelen nuestra subjetividad.

te esperamos, la actividad es con aporte voluntario y puedes traer  algún bebestible o comida para compartir en conjunto.","Collage y diversidad","https://www.facebook.com/events/208175769853386/","https://www.facebook.com/events/208175769853386/","2018-08-18T07:00:00-07:00 to 2018-08-18T12:00:00-07:00","null","null","null","https://www.facebook.com/events/208175769853386/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x395/38248757_2018486421785616_6149237886093885440_n.jpg?_nc_cat=0&oh=83b17486d8a6b7beff9351c847a3b3eb&oe=5BFE039F"
"1534434345-51","https://www.artssspot.com/barcelona/face-pages-prov/","AnaHell","Projekteria Art Gallery","(ESP & ENG below)

CAT 
Al món d'AnaHell un dia, per casualitat, va aperèixer del no-res un personatge misteriós, el primer de molts amics secrets. I va decidir buscar-los per tot el món, fotografiant-los en situacions quotidianes, mostrant un món absurd i surrealista. Secret Friends va de capgirar la realitat amb un toc de sàtira, de trobar un punt de vista diferent des de la perspectiva d'aquests intrigants éssers.

//
ENG

In the world of AnaHell one day, by chance, a mysterious creature appeared, the first of many secret friends. And she decided to go find them all over the world, photographing them in everyday situations, showing their absurd and surreal world. Secret Friends tries to bend reality with a touch of satire, to find a different point of view from the perspective of these intriguing beings.

//ESP

En el mundo de AnaHell un día, por casualidad, apareció de la nada un personaje misterioso, el primero de muchos amigos secretos. Y decidió buscarlos por todo el mundo, fotografiándolos en situaciones cotidianas, mostrando un mundo absurdo y surrealista. Secret Friends trata de doblar la realidad con un toque de sátira, de encontrar un punto de vista diferente desde la perspectiva de estos intrigantes seres.","Inauguració // Opening ""Secret Friends"" - AnaHell","https://www.facebook.com/events/237400793583391/","https://www.facebook.com/events/237400793583391/","2018-09-13T10:00:00-07:00 to 2018-09-13T13:00:00-07:00","null","null","null","https://www.facebook.com/events/237400793583391/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/38869505_839048152970924_5079977267761774592_o.jpg?_nc_cat=0&oh=7e0e596f519199b6dfc1a7b225b49571&oe=5C09078B"
"1534434309-46","https://www.artssspot.com/barcelona/face-pages-prov/","Andrew McMahon","Bien Cuadrado","Arrastra para cambiar de lugar","Closing Party - Alessia Innocenti - Complementos","https://www.facebook.com/events/295272591053375/","https://www.facebook.com/events/295272591053375/","2018-08-17T10:00:00-07:00 to 2018-08-17T13:00:00-07:00","null","null","null","https://www.facebook.com/events/295272591053375/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/39188288_1735575096561620_4300770621450616832_n.jpg?_nc_cat=0&oh=e08dfe6cc9f878efc3e4c4ea782adf98&oe=5BFC6949"
"1534434326-48","https://www.artssspot.com/barcelona/face-pages-prov/","Guiris en Barcelona","Arte Bar","null","Paint & Wine nights","https://www.facebook.com/events/144885666230635/","https://www.facebook.com/events/144885666230635/","2018-01-17T10:00:00-08:00 to 2018-12-05T13:00:00-08:00","null","null","null","https://www.facebook.com/events/144885666230635/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/26196015_1047668872041864_3540222445440556782_n.jpg?_nc_cat=0&oh=5b3aff506a46527879474f8a03473475&oe=5C12D7EE"
"1534434359-52","https://www.artssspot.com/barcelona/face-pages-prov/","Estació Disseny Barcelona","Barcelona-Estación de Francia","ESTACIÓ DISSENY BARCELONA

La propuesta para diseñadores emergentes locales, moda, interiorismo, música, gastronomía, arte, etc...

Espai Moritz Disseny: Las mejores marcas emergentes de Barcelona presentarán sus propuestas de verano/otoño. 

Espai Give'me 5!: Market de Segunda Mano donde todo lo que se vende es a 5€ o menos! 

Espai Juegos retromodernos: Juegos mecánicos para toda la familia. 

Foodtrucks: Zona interior con 5 Foodtrucks y degustación de productos. 

Sábado, Domingo y Lunes
22, 23 y 24 de Septiembre
Horario: 11.00h a 21.00h. 
Avda. Marqués de l'argentera s/n 
Barcelona
Estació de França

Para participar como expositor en siguientes convocatorias de EDB envia un mail a: info@estaciodisseny.com","El mercat de la Mercè! Estació Disseny 22, 23 y 24 Septiembre","https://www.facebook.com/events/377346409418862/","https://www.facebook.com/events/377346409418862/","2018-09-22T02:00:00-07:00 to 2018-09-24T12:00:00-07:00","null","null","null","https://www.facebook.com/events/377346409418862/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/35043569_2056964521020549_4130064496276275200_n.jpg?_nc_cat=0&oh=2e60febbe13f4226a220764080dc353c&oe=5BC54793"
"1534434373-68","https://www.artssspot.com/barcelona/face-pages-prov/","Centre d'Art Tecla Sala","Centre d'Art Tecla Sala","Coincidint amb el Barcelona Gallery Weekend, es presenta INVOICE, una nova instal•lació de l’artista Jaume Pitarch. 

INVOICE és una instal•lació de vídeo on tres cantants interpreten una adaptació del cant gregorià O Virgo Splendens, substituint el text original per l’enumeració de les factures emeses durant el procés de realització de l’obra. 

Un tret distintiu del cant gregorià és l’escàs o nul lluïment gestual de l’intèrpret. En el món de l’art, durant el procés de realització d’una obra o exposició, els pressupostos i les polítiques institucionals poden arribar a neutralitzar la idea inicial fins al punt de limitar-la i a dificultar-ne la viabilitat. Així com en el cant gregorià la subjectivitat de l’intèrpret se supedita a l’autoritat de Déu, en el món de l’art l’artista es veu supeditat als pressupostos i a la lògica institucional. 

Invoice és una proposta crítica que parteix d’una acció poètica per fer visibles els processos i les condicions, sovint ocultes, que acaben determinant el resultat final d’una obra o projecte artístic.

Aquesta instal•lació és una producció del Programa de Suport a la Creació Contemporània del Centre d'Art Tecla Sala.

-

[ESP] Coincidiendo con el Barcelona Gallery Weekend, se presenta INVOICE, una nueva instalación del artista Jaume Pitarch. 

INVOICE es una instalación de vídeo donde tres cantantes interpretan una adaptación del canto gregoriano O Virgo Splendens, substituyendo el texto original por la enumeración de las facturas emitidas durante el proceso de realización de la obra. 

Un rasgo distintivo del canto gregoriano es el escaso o nulo lucimiento gestual del intérprete. En el mundo del arte, durante el proceso de realización de una obra o exposición, los  presupuestos y las políticas institucionales pueden llegar a neutralizar la idea inicial hasta el punto  de limitarla y dificultar su viabilidad. Así como en el canto gregoriano la subjetividad del intérprete se supedita a la autoridad de Dios, en el mundo del arte el artista se ve supeditado a los presupuestos y a la lógica institucional. 

Invoice es una propuesta crítica que parte de una acción poética para hacer  visibles los procesos y las condiciones, a menudo ocultas, que acaben determinando el resultado final de una obra o proyecto artístico.

Esta instalación es una producción del Programa de Apoyo a la Creación Contemporánea del Centro de Arte Tecla Sala.

-

Teclasala.net | #expoteclasala #teclasala #JaumePitarch","Inauguració+ Presentació de catàleg: Invoice | Jaume Pitarch","https://www.facebook.com/events/2003267836351562/","https://www.facebook.com/events/2003267836351562/","2018-09-26T10:00:00-07:00 to 2018-09-26T12:00:00-07:00","null","null","null","https://www.facebook.com/events/2003267836351562/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/38519115_2162651113979143_7236256252869738496_n.jpg?_nc_cat=0&oh=be215cca24ec761d87ea59e0608bfacd&oe=5C0B023A"
"1534434289-43","https://www.artssspot.com/barcelona/face-pages-prov/","Galería Alonso Vidal","Galería Alonso Vidal","RETROSPECTIVA DE OBRAS GANADORAS DEL PREMIO DE ARTES VISUALES LGBTI FUNDACIÓN ARENA JOSÉ Mª VIDAL 

9/8/2018 - 19/08/2018 (SÁBADO, DOMINGO Y LUNES CERRADO)
11 AM – 2 PM /  5 PM – 8 PM 
GALERÍA ALONSO VIDAL 
BALMES, 34
M L1 L2 UNIVERSITAT  
GRATIS

+ INFO: alonsovidal.com / galeria@alonsovidal.com / +34 93 315 86 59

Pintura: 

Enric Font
Jordi Fulla
Leo Wellmar
Manel Margalef
fernando Molero
Jo Milne
David Murcia
Ricardo Álvarez
Carola Chapals
Lou Campos
Xavi Carbonell
Rosa Solano
Marcos Noris
Bartolomé Limón

Fotografía:

José Ramón Bas
Óscar Fernández
Antoine Passerat
José Manuel Alorda
Cristina Fontsaré
Álvaro Sánchez Montañés
Daniel Bruno Urvizu
Jesús Mª Muñoz Monge
María Andrés Sanz
Xavier Gómez Isart
Fernando Bayona
Lou Campos
Alex Pagan

-------------------------------------------------------------

WORKS AWARDED THE JOSÉ Mª VIDAL PRIZE OF VISUAL ARTS BY THE ARENA FOUNDATION 
9/8/2018 - 19/08/2018 (CLOSED SATURDAY, SUNDAY AND MONDAY) 
11 AM – 2 PM /  5 PM – 8 PM 
GALERÍA ALONSO VIDAL 
BALMES, 34
M L1 L2 UNIVERSITAT  
FREE

+ INFO: alonsovidal.com / galeria@alonsovidal.com / +34 93 315 86 59

Painting: 

Enric Font
Jordi Fulla
Leo Wellmar
Manel Margalef
fernando Molero
Jo Milne
David Murcia
Ricardo Álvarez
Carola Chapals
Lou Campos
Xavi Carbonell
Rosa Solano
Marcos Noris
Bartolomé Limón

Photography:

José Ramón Bas
Óscar Fernández
Antoine Passerat
José Manuel Alorda
Cristina Fontsaré
Álvaro Sánchez Montañés
Daniel Bruno Urvizu
Jesús Mª Muñoz Monge
María Andrés Sanz
Xavier Gómez Isart
Fernando Bayona
Lou Campos
Alex Pagan","Retrospectiva de obras de artes visuales LGBTI","https://www.facebook.com/events/496397194137791/","https://www.facebook.com/events/496397194137791/","2018-08-09T02:00:00-07:00 to 2018-08-17T11:00:00-07:00","null","null","null","https://www.facebook.com/events/496397194137791/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/36568078_10155919989533051_5246331397064359936_n.jpg?_nc_cat=0&oh=9bbd062b75d63e9a1073e0629d6ea24f&oe=5C108779"
"1534434401-76","https://www.artssspot.com/barcelona/face-pages-prov/","CAGE","CAGE","Barcelona International Gallery Awards 2018
W I N N E R S - I N A U G U R A T I O N   
Contest dates: 15th May to 15th July
Bases: www.bigawards.art","Big Awards Collective Exhibition","https://www.facebook.com/events/443362812789746/","https://www.facebook.com/events/443362812789746/","2018-09-28T10:00:00-07:00 to 2018-09-28T14:00:00-07:00","null","null","null","https://www.facebook.com/events/443362812789746/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/33135316_1852434011474220_6094607212053790720_n.jpg?_nc_cat=0&oh=434ba0d03355b1e943241c0130f0fc83&oe=5C042383"
"1534434292-44","https://www.artssspot.com/barcelona/face-pages-prov/","Girlie Circuit Festival","Arts Santa Mònica","null","El_mal_trato","https://www.facebook.com/events/626177317745900/","https://www.facebook.com/events/626177317745900/","2018-08-09T08:00:00-07:00 to 2018-08-18T12:00:00-07:00","null","null","null","https://www.facebook.com/events/626177317745900/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/36594147_10155919980138051_2449556373034237952_n.jpg?_nc_cat=0&oh=381c8a8ed7770459da6e4b36f76b4595&oe=5C0B2B1A"
