web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
1538477192-5,https://www.artssspot.com/barcelona/face-pages-prov/,La Perversa,Nau Bostik,null,Primer gran Mercadillo Fotográfico en la Nau Bostik,https://www.facebook.com/events/2010831289202733/,https://www.facebook.com/events/2010831289202733/,2018-10-06T02:00:00-07:00 to 2018-10-06T11:00:00-07:00,null,null,null,https://www.facebook.com/events/2010831289202733/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/42866982_1960756080888214_3586074487004594176_n.jpg?_nc_cat=101&oh=25cb3a07e25272903db09810f4064f47&oe=5C5921A7
1538477149-1,https://www.artssspot.com/barcelona/face-pages-prov/,Espai 13,Fundació Joan Miró,"El proper dijous 4 d’octubre, a les 19 h, us convidem a la primera activitat vinculada a l'exposició ""El nostre camí queda"" de Fito Conesa (http://bit.ly/FitoConesaEspai13_cat). Aquesta exposició forma part del cicle de l'Espai 13 ""Un monstre que diu la veritat"" a cura de Pilar Cruz #monstreEspai13

👹 Exercicis de fuga: 
Visita guiada – Playlist comentada amb Arnau Horta

Podem servir-nos de l'escolta per fugir? A partir d'una sèrie de peces musicals pertanyents a diverses èpoques i estils, aquesta sessió proposa diferents «exercicis de fuga» basats en una escolta flotant i distreta; una forma de parar l'orella que Theodor Adorno i els defensors de l'anomenada «escolta estructural» considerarien amb tota seguretat indisciplinada.

🎟️ Activitat gratuïta. Inscripcions online: 
http://bit.ly/ExercicisFugaEspai13",Excercicis de fuga: Visita guiada - Playlist comentada,https://www.facebook.com/events/483380925508362/,https://www.facebook.com/events/483380925508362/,2018-10-04T10:00:00-07:00 to 2018-10-04T12:00:00-07:00,null,null,null,https://www.facebook.com/events/483380925508362/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/42790173_2212523095690120_5781373589299134464_n.jpg?_nc_cat=109&oh=76cbf568aef5feb1a4a0d99ccbaaf3dd&oe=5C5933DC
1538477234-17,https://www.artssspot.com/barcelona/face-pages-prov/,Espronceda,null,null,"Dreamscape, by Vitor Schietti",https://www.facebook.com/events/2091972144385351/,https://www.facebook.com/events/2091972144385351/,2018-10-25T11:00:00-07:00 to 2018-10-25T13:30:00-07:00,null,null,null,https://www.facebook.com/events/2091972144385351/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/42892317_1134514753374333_719633598784733184_n.jpg?_nc_cat=108&oh=144be898c7a1e311cfa245d750160ae1&oe=5C242899
1538477237-18,https://www.artssspot.com/barcelona/face-pages-prov/,LOOP Barcelona,null,null,Screening Performances,https://www.facebook.com/events/1960457120682481/,https://www.facebook.com/events/1960457120682481/,2018-10-30T12:30:00-07:00 to 2018-11-03T14:00:00-07:00,null,null,null,https://www.facebook.com/events/1960457120682481/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/43029710_10158975052764619_7125886051607904256_o.jpg?_nc_cat=109&oh=6e1d0b15e7e125274f21ef7f1bd96065&oe=5C260AA3
1538477200-8,https://www.artssspot.com/barcelona/face-pages-prov/,Juan Cardosa Heredia,null,null,VIB. Vacío Interior Bruto.,https://www.facebook.com/events/327593748006097/,https://www.facebook.com/events/327593748006097/,2018-10-10T11:00:00-07:00 to 2018-10-10T14:00:00-07:00,null,null,null,https://www.facebook.com/events/327593748006097/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/42867035_10156052400859107_584907067484012544_n.jpg?_nc_cat=111&oh=9546762281a59b4ffbad21ad949f3526&oe=5C14CA89
1538477206-10,https://www.artssspot.com/barcelona/face-pages-prov/,Espronceda,null,null,"Algorithm, de Mark Redden",https://www.facebook.com/events/710723272626091/,https://www.facebook.com/events/710723272626091/,2018-10-13T08:00:00-07:00 to 2018-10-13T11:00:00-07:00,null,null,null,https://www.facebook.com/events/710723272626091/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q85/s526x296/42999679_1134495960042879_227799387433074688_n.jpg?_nc_cat=106&oh=59ab3e6c6443df0cfb876008e8856e5d&oe=5C53D20F
1538477195-6,https://www.artssspot.com/barcelona/face-pages-prov/,Núria Soley. taller-estudi de ceràmica creativa i joieria contemporània,null,null,Tertúlia sobre l'exposició de Au-delà de la zone de confort,https://www.facebook.com/events/670899156643977/,https://www.facebook.com/events/670899156643977/,2018-10-06T09:00:00-07:00 to 2018-10-06T11:00:00-07:00,null,null,null,https://www.facebook.com/events/670899156643977/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/42467501_1733038086823159_40891949833519104_n.jpg?_nc_cat=109&oh=d6185b17eb8d417dfc5c29edca891fb2&oe=5C58CFB1
1538477240-19,https://www.artssspot.com/barcelona/face-pages-prov/,Haimney,null,null,Haimney #6: Pardo Hats & Toni Molins,https://www.facebook.com/events/1421010324698049/,https://www.facebook.com/events/1421010324698049/,2018-10-04T10:00:00-07:00 to 2018-10-04T14:00:00-07:00,null,null,null,https://www.facebook.com/events/1421010324698049/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/41692637_336281713607133_565371881184559104_n.jpg?_nc_cat=100&oh=33b264334c0bc04e986d7a0b2004223c&oe=5C25158E
1538477188-4,https://www.artssspot.com/barcelona/face-pages-prov/,Cordova - Barcelona,Cordova - Barcelona,"Hopes and dreams for the future: Amy Lien and Enzo Camacho in collaboration with Harry Burke.

Readings at 20h.

--

Exhibition runs from October 5th until November 17th. info@cordova.gallery",Hopes and dreams for the future,https://www.facebook.com/events/278151706136501/,https://www.facebook.com/events/278151706136501/,2018-10-05T10:00:00-07:00 to 2018-10-05T13:00:00-07:00,null,null,null,https://www.facebook.com/events/278151706136501/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/42947457_745129649166786_6054233858046427136_n.jpg?_nc_cat=110&oh=7e83188d737cef982a4600b90b2828b7&oe=5C4F88FF
1538477208-11,https://www.artssspot.com/barcelona/face-pages-prov/,EINA Centre Universitari de Disseny i Art de Barcelona,null,null,The State of Print - Ambaixada a Barcelona,https://www.facebook.com/events/1764463730349551/,https://www.facebook.com/events/1764463730349551/,2018-10-13T09:00:00-07:00 to 2018-10-13T11:00:00-07:00,null,null,null,https://www.facebook.com/events/1764463730349551/,https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/42980412_2047729208622982_364972933401018368_n.jpg?_nc_cat=106&oh=5e6053a9d40fc7ead904e93da869165c&oe=5C1CE538
