http://agenda.obrasocial.lacaixa.es/es/-/alt-architecture-expo,Alt-architecture. Comisart,"<img class=""alignnone size-medium wp-image-4950"" src=""http://i0.wp.com/www.doartystuff.com/wp-content/uploads/2016/05/alt-architecture-3.png?resize=300%2C225"" alt=""alt Architecture 3"" data-recalc-dims=""1""><font><font>""Alt-architecture"" promotes an approach to art projects that question the practices and objects of hegemonic architecture, either through criticism and reflection or generating new alternatives and perspectives, often related to collaborative practices and policies resistance. </font><font>The exhibition is presented as a portfolio of proposals for the common pursuit of constructive ideas proposing a dialogue between two singular artistic behaviors: Rethinking architecture from its representation (the model, scale reproduction or abstraction of their minimum elements) and from the direct action on the built reality. </font><font>In this duality it activates both the metaphorical and emotional as the social and the political. </font><font>Lara works Almarcegui, Fernanda Fragateiro, Gordon Matta-Clark, Jordi Colomer or Daniel Buren, among others, allow the viewer to </font><font>question the architectural reality: from the symbolic construction to everyday reality.

 </font></font><a href=""http://agenda.obrasocial.lacaixa.es/es/-/alt-architecture-expo"" target=""_blank""><font><font>+ Info</font></font></a>",06/29/2016,09/25/2016,"CaixaForum, Exhibition",CaixaForum,CaixaForum,4,1,1,1,,
http://agenda.obrasocial.lacaixa.es/es/-/ming-expo,Ming. The golden rule,"<img class=""alignnone size-medium wp-image-4951"" src=""http://i0.wp.com/www.doartystuff.com/wp-content/uploads/2016/05/Pescador-madera.jpg?resize=247%2C300"" alt=""Fisherman wood"" data-recalc-dims=""1""><font><font>China dominated the Ming Dynasty for 276 years. </font><font>Between 1368 and 1644, sixteen emperors of the Zhu family ruled a population that increased to about 175 million. </font><font>During the dynastic period, China achieved great prosperity and became famous in Europe as a </font><font>supplier of luxury items and as a place full of mystery. </font><font>The combination of wealth and external influences generated within society Ming China tensions that transformed forever. </font><font>In Chinese, Da Ming means 'great light'. </font><font>In addition, the reign of each of the emperors was known by a special name chosen to describe its particular character. </font><font>Thus, the time of the first emperor Zhu Yuanzhang, from 1368 to 1398, was known as the Hongwu period, which means ""extraordinary martial ', a </font><font>name that reveals the military origins of the Ming, who overthrew the Yuan Dynasty, established by the Mongols in the year 1271. the other possible defense against foreign domination, especially from the north, marked the mood of the Ming dynasty. </font><font>To avoid a strong central power, efficient and great armies were considered essential communications. </font><font>A return to traditional Chinese family values, education, culture, hierarchy and social stability is also required. </font><font>However, other forces came into play: on the </font><font>one hand, increased trade, helped by the arrival of foreign silver from Japan and South America, questioned the established order; </font><font>on the </font><font>other, the population grew, cities grew and grew a new ""consumer culture"" among the emerging merchant class. </font><font>The certainties of the past began to unravel. </font><font>With ""Ming. The golden rule"" the Spanish public will have the opportunity to learn the art and culture of this dynasty beyond the iconic white and blue porcelain. </font><font>Visitors will </font><font>discover the great artistic, social and economic advances that allow you to </font><font>define the period of government of the Ming dynasty as the golden rule of Chinese history. </font><font>For nearly three centuries, sixteen Ming emperors ruled over a population that went from 65 to nearly 175 million who lived the development of a complex imperial system, expanding social structures and the momentum of the economy and consumer culture. </font><font>It prolonged and stable mandate provided a solid basis for creativity and social progress, which led to the exceptional artistic, social and economic transformations that are discussed in this major exhibition. </font><font>The exhibition will </font><font>include over a hundred objects from the impressive collections of the Museum of Nanjing, as singular Ming ceramics, paintings by some of the most prestigious artists of the time, exquisite jewelry, textiles and works of enamel, gilding and porcelain that never before have seen in Spain. </font><font>As says the deputy director of Nanjing Museum, Lumin Huang, ""are really exceptional national treasures and many of them had not left China before this exhibition"".

 </font></font><a href=""http://agenda.obrasocial.lacaixa.es/es/-/ming-expo"" target=""_blank""><font><font>+ Info</font></font></a>",07/15/2016,10/02/2016,"CaixaForum, Exhibition",CaixaForum,CaixaForum,4,1,1,1,,
https://www.facebook.com/events/969143013199719/,"Somorrostro, images of an era - Ignasi Marroyo","<img src=""http://i1.wp.com/www.doartystuff.com/wp-content/uploads/2016/06/13301265_1194109597300498_1411604647417445082_o.jpg?resize=228%2C182"" alt=""It inauguració exposició: Somorrostro, d'una imatges època d'Ignasi Marroyo"" data-recalc-dims=""1""><font><font>Opening: June 17, 7:30 p.m. A year and mondo Photographic Gallery participates in DOCfield. </font><font>Festival documentary photography Barcelona! </font><font>In this issue we </font><font>present images of the shantytowns in Barcelona in the sixties in the neighborhood of Somorrostro (current Olympic Port) d'Ignasi Marroyo, reflecting the rawness of life of immigrants who could not access decent housing for their precarious economic means. </font><font>Somorrostro work was commissioned by the Catalan Mail to author, with Joan Colom, 1964. Despite the bad reputation of the neighborhood they were finally one day to make the report. </font><font>These images were provided by the bottom of the National Archive of Catalonia.

 </font></font><a href=""https://www.facebook.com/events/969143013199719/"" target=""_blank""><font><font>+ Info</font></font></a>",06/17/2016,07/30/2016,"Galleries, Exhibition",Galería Fotográfica il mondo,Galería Fotográfica il mondo,0,1,1,1,,
https://www.facebook.com/events/1731565223768485/,The feminine: Expo + Art Lab,"<img class=""alignnone size-medium wp-image-5237"" src=""http://i2.wp.com/www.doartystuff.com/wp-content/uploads/2016/06/13428418_993244654078103_6439922819592024900_n.png?resize=300%2C118"" alt=""13428418_993244654078103_6439922819592024900_n"" data-recalc-dims=""1""><font><font>The feminine Exhibition &amp; Art Lab Judit Canela Illustration Kilomba (Sardinukaestudi) Susana Lopez Kris Tate Sandra de la Cruz Judit García-Talavera Illustrator Maria Sylvia Llamozas Come enjoy an exhibition that part ""of the feminine"" in its creation and aesthetics, hand of different artists from Barcelona with styles such as illustration, street art, watercolor and collage, who will </font><font>show their creations in an unconventional canvas and which all attendees can join to intervene and create the concept store Ozz Barcelona and in collaboration with the prestigious Italian coffee illycaffè. </font><font>""From the feminine"" was created with the aim of supporting and promoting art created by women artists active with increasingly visible agendas, including Judit Canela Illustration known to illustrate for projects like TEDx Barcelona Youth, as well as movies, books and a long list of projects, the illustrator and responsible Breakfast Fanzine: Susana Lopez, also known as Sussylopp, Sandra de la Cruz who expo opens in Background, Maria Sylvia Llamozas with its geometric, feminine and deconstructive style collage, Kilomba; </font><font>artist and owner of the art gallery Sardinukaestudi, the artist recently arrived from UK Kris Tate, and Judit García-Talavera Illustrator, known for his illustrations in international magazines such as Elle and Harpers Bazaar. </font><font>Art Lab More than a collective exhibition ""From the feminine"" proposes a ART LAB for all attendees at the expo, with sustainability as a </font><font>premise and in collaboration with illycaffè, reusing cans coffee brand to give new life and turn them </font><font>into interesting to store gadgets, accessories, food and / or simply as decorative objects that everyone can paint and intervene in the event objects. </font><font>I hope this expo smelling coffee, beer and lots of </font><font>art chilly.

 </font></font><a href=""https://www.facebook.com/events/1731565223768485/"" target=""_blank""><font><font>+ Info</font></font></a>",06/30/2016,,"Alternative spaces, Exhibition",OZZ Barcelona,OZZ Barcelona,0,1,1,0, 18:00,
https://www.facebook.com/events/566697390178349/,On) Ertur (. Clarence Barlow,"<img src=""http://i1.wp.com/www.doartystuff.com/wp-content/uploads/2016/06/13403374_10154528718398132_206987084053515480_o.jpg?resize=228%2C182"" alt=""On) Ertur (. Clarence Barlow"" data-recalc-dims=""1""><font><font>A work of Clarence Barlow for electronic video and six channels. </font><font>When you requested by my art collector friend Los Angeles, Raj Dhawan to write music for an exhibition of his collection of Alphonse Mucha (1860-1939) paintings, which in turn thought to base the music on a lot of </font><font>compatriot and contemporary. </font><font>My choice fell on the composer Leos Janacek (1854-1928), born, like Mucha, in Moravia (then in the Austrian Empire, now in the Czech Republic). </font><font>Thirty-seven paintings selected Mucha correspond to the same number of pieces Janácek, many movements of the greatest works. </font><font>The larger painting, longer will be the music selections are. </font><font>At first, the music is limited to the range of minor seventh, all notes outside this range are discarded. </font><font>The notes also are redistributed among the five instruments - flute, clarinet, violin, cello and piano - and the range gradually increases to just over four octaves, each instrument is assigned exactly ten notes then. </font><font>Analogue to this, each painting Mucha shown for the </font><font>first time only with its most common color, and the rest is colored in gray. </font><font>During the execution of each Janáček music, colors Mucha works expand on the range, starting at the center of the image, to finally include all original colors. </font><font>This audiovisual composition bears) Ertur title (which - due to the </font><font>worsening ranges pitch, area and color - could be expanded to include words like opening (English, French), Opening (Czech, Italian, Polish), copertura (Italian ), opening / Coverage (Spanish, Portuguese) or overture (Spanish), everything that involves opening or cover. ""Ertur"" comes to mean ""peas"" in Icelandic. the photo shows the </font><font>beginning an aerial view of St. Thomas 'Abbey, Brno. According to </font><font>authoritative sources, Mucha sang here as a child in a choir run by the young Janáček. the music is entirely Janácek, gradually expanding the range of a minor 7 (C4-Bb4) to approximately four octaves (C3-Qb7) at the </font><font>end. 37 pieces / Janáček movements are matched with 37 paintings Mucha. the square root of the areas in inches ( "") of running the lot is equal to the corresponding durations selection Janáček in question seconds ( ""). a thud that precedes each section is derived from a count that is used in the recordings of the film. </font><font>Google Translate for Business: Google Translator ToolkitWebsite Market Find

 </font></font><a style=""line-height: 1.5;"" href=""https://www.facebook.com/events/566697390178349/"" target=""_blank""><font><font>+ info</font></font></a>",06/22/2016,,performance,Hangar,Hangar,,1,1,0, 20:00,
https://www.facebook.com/events/287817944893714/,Disenchantment - Rebeca Rodriguez (DOCfield16),"<img class=""alignnone size-medium wp-image-5073"" src=""http://i2.wp.com/www.doartystuff.com/wp-content/uploads/2016/06/13335741_1389198004439143_5824202234803401854_n.jpg?resize=300%2C123"" alt=""13335741_1389198004439143_5824202234803401854_n"" data-recalc-dims=""1""><font><font>On June 9, 7:30 p.m. Platform invites you to the opening of ""disenchantment"", an exhibition of documentary photography Rebeca Rodriguez, under the DOCfield16. </font><font>The Madrid artist of the difficulties that women are in the workplace, and intimate portraits with symbolic contrasts abandoned places.

 </font></font><a href=""https://www.facebook.com/events/287817944893714/"" target=""_blank""><font><font>+ Info</font></font></a>",06/09/2016,07/08/2016,"Galleries, Exhibition",La Plataforma,La Plataforma,0,1,1,1,,
https://www.facebook.com/events/1169827306381391/,The whole world was singing - Anna Moreno,"<img src=""http://i0.wp.com/www.doartystuff.com/wp-content/uploads/2016/06/13392052_1787340294818902_3057408341852161419_o.jpg?resize=228%2C182"" alt=""&quot;The whole world was singing&quot; - Anna Moreno"" data-recalc-dims=""1""><font><font>The Blueproject Foundation presents the event ""The whole world was singing"" activating the third table of the exhibition Anna Moreno ""D'ahir d'abans d'ahir de l'altre abans d'ahir i més d'abans faces "". </font><font>Open with Roc Jiménez de Cisneros and PLOM that retaking the epic Ballardian of the first table, test design a soundscape for the third table, built in collaboration with Jordi Vidal and other fans forging and welding.

 </font></font><a href=""https://www.facebook.com/events/1169827306381391/"" target=""_blank""><font><font>+ Info</font></font></a>",06/17/2016,,performance,Blueproject Foundation,Blueproject Foundation,,1,1,0, 20:30,
https://www.facebook.com/events/488222814712419/,Planet Barcelona - Photo Sculptures.,"<img class=""alignnone size-full wp-image-4736"" src=""http://i0.wp.com/www.doartystuff.com/wp-content/uploads/2016/05/13221697_885071548286150_7698895099425831411_n.jpg?resize=620%2C620"" alt=""13221697_885071548286150_7698895099425831411_n"" data-recalc-dims=""1""><font><font>NEW EXHIBITION IN THE ESPAI 360: 'Planeta Barcelona. </font><font>Photo Sculptures' Silvia Japkin. </font><font>Opening Thursday May 19, 19:30. </font><font>Space seeds, photographs carried the third dimension, literally. </font><font>Unique pieces. </font><font>Calls informative pdf to info@barcelonavisions.com

 </font></font><a href=""https://www.facebook.com/events/488222814712419/"" target=""_blank""><font><font>+ info</font></font></a>",05/19/2016,06/16/2016,"Galleries, Exhibition",Barcelona Visions,Barcelona Visions,0,1,1,1,,
http://www.macba.cat/es/csd-conservatori-superior-de-dansa-2016/1/actividades/activ,CSD Conservatori Superior de Dansa - Presentation of work. MACBA live,"<img src=""http://i1.wp.com/www.doartystuff.com/wp-content/uploads/2016/05/pedagogia_foto_jordi_belver_redim_w744_h458.1.jpg?resize=228%2C182"" alt=""CSD Conservatori Superior de Dansa - Presentation of work.  MACBA live"" data-recalc-dims=""1""><font><font>The CSD, Superior Dance Theatre Institute Conservatory, commitment to generate complicities between schools and centers creation and delivery platforms to provide practical students and experience in the professional context, closer to the different scenarios and give them visibility as future dancers and choreographers. </font><font>In this edition of MACBA program live, they created free by students from different specialty courses choreography and interpretation workshops work is.

 </font></font><a href=""http://www.macba.cat/es/csd-conservatori-superior-de-dansa-2016/1/actividades/activ"" target=""_blank""><font><font>+ Info</font></font></a>",06/18/2016,,performance,MACBA,MACBA,,1,1,1,,
https://inmediaresmagazine.wordpress.com/,In Media Res publication No. 3,"<img src=""http://i2.wp.com/www.doartystuff.com/wp-content/uploads/2016/06/13415596_10208804313852394_5956331067279843531_o.jpg?resize=228%2C182"" alt=""In Media Res publicació # 3"" data-recalc-dims=""1""><font><font>To mark the end of the </font><font>course and presentation of work End of End of Grade opting to Honours, on Friday 17 June, will issue # 3 of the magazine In Media Res, published by the students of Criticism art and design 4th Grade School Massana. </font><font>This time the number game brings a surprise ""Profemón"" no massanero be missed! </font><font>You can find them </font><font>in the Sala Busquets once finished the work peresentacions the end (approximately 12: 00h) Accompanying this, by the school will be a pica pica to celebrate all together the prom! </font><font>You can also see other publications in the digital magazine </font></font><a href=""https://inmediaresmagazine.wordpress.com/"" target=""_blank""><font><font>https://inmediaresmagazine.wordpress.com/ </font></font></a>

<a href=""https://www.facebook.com/events/1094989173881677/"" target=""_blank""><font><font>+ info</font></font></a>",06/17/2016,,"Alternative spaces, Exhibition",Escola Massana,Escola Massana,0,1,1,0, 12:00,
