web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1525783909-26","http://www.artssspot.com/barcelona/face-pages-prov/","Centre d'Art Tecla Sala","Centre d'Art Tecla Sala","Dissabte 19 de maig tindrà lloc la Nit dels Museus. Aquesta iniciativa internacional neix amb la voluntat de posar les col•leccions dels museus i les exposicions en cartellera, a l'abast de la ciutadania i en horari nocturn, per gaudir de les millors propostes culturals a la llum de la lluna!
 
 Enguany el Museu de L'Hospitalet i el Centre d'Art Tecla Sala se sumen a aquesta iniciativa per tal d'expandir la màgia de la Nit dels museus fins a l'Hospitalet i ho fan amb un programa farcit d'activitats per a tots els gustos i edats, mireu:
 
 >> EXPOSICIONS
 • Pepe Espaliú, 3 temps. Barcelona-Hospitalet: 1975-1988-1993 
 • Marcel Juliana. Surfait | Fundació Arranz Bravo 
 
 >> ACTIVITATS
 • 19.00h Concert de l'EMMCA L'H Esc...ola Municipal de música - Centre de les Arts
 • 21.45h  Càpsules de Plàudite Teatre - Espai d'Arts Escèniques
 • 23.00h Concert amb Esther Condal
 • 00.00h Speech performance a càrrec del col·lectiu El Palomar
 
 >> Entrada LLIURE | Més info a lanitdelsmuseus.cat / teclasala.net 
 --
 Comparteix aquesta nit màgica amb els hashtags: #teclasala #DIM2018 #museulh  #nitmuseuslh #latecladenpipa #cosesbonesdelh #bcnesmuseu Ver más","La Nit dels Museus a l'H | 2018","https://www.facebook.com/events/1882714898439542/","https://www.facebook.com/events/1882714898439542/","2018-05-19T10:00:00-07:00 to 2018-05-19T16:00:00-07:00","null","null","null","https://www.facebook.com/events/1882714898439542/","https://scontent-mad1-1.xx.fbcdn.net/v/t15.0-10/p403x403/29769554_2090949887815933_5235038983150370816_n.jpg?_nc_cat=0&oh=ea96f3ac872f6e7f0560efd9d416be32&oe=5B9A7E35"
"1525783805-18","http://www.artssspot.com/barcelona/face-pages-prov/","La Raposa del Poble Sec","La Raposa del Poble Sec","Holiiiis 👐🎆🙏🌴🍪🎈🧘‍♀👐
 
 El taller trata de enfatizar nuestra consciencia corporal, a nivel individual y colectivo desde una perspectiva feminista, tratando el cuidado hacia un* mism* y hacia l*s demás desde nuestros cuerpos. 
 
 Trabajaremos a través de ejercicios de atención plena en la respiración, movimiento, voz y sonido, para agudizar nuestra consciencia sensorial co-implicada y así expandir nuestra percepción y sensibilidad hacia nuestra propia corporalidad siempre en devenir con la experiencia grupal.
 
 Estos talleres nacen de la necesidad política de crear espacios que no pasen por la racionalidad heteropatriarcal negando nuestros cuerpos, acallando el potencial revolucionario que implica actuar desde el plac...er y la consciencia del presente. 
 
 Las sesiones se basan en la combinación de técnicas meditativas, corporales, de escucha profunda y movimiento consciente desde una actitud curiosa, lúdica y espontánea.
 
 Aportación individual: 10€
 Duración del taller: 2h
 
 Imparten: 
 María González (psicóloga en Maram)
 Beatriz Regueira Pons (investigadora artística)
 Daphne Xanthopoulou (musicoterapeuta)
 
 Inscripciones: proyectotheoria@gmail.com Ver más","Sympoiesis - Fent Junt*s. Taller de voz, sonido y movimiento","https://www.facebook.com/events/1874973419215781/","https://www.facebook.com/events/1874973419215781/","2018-05-15T09:00:00-07:00 to 2018-05-15T11:00:00-07:00","null","null","null","https://www.facebook.com/events/1874973419215781/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/30739756_436464356782169_7996414310226511556_n.jpg?_nc_cat=0&oh=863a533ef86ef0f43e2e5e647a81eb88&oe=5B96BFD0"
"1525783934-28","http://www.artssspot.com/barcelona/face-pages-prov/","La Capella","Piramidón, Centre d'Art Contemporani","Activitat relacionada amb el projecte d'investigació ""El peso de mis vecinas. La poesía y el cante como dispositivos estratégicos"", de Christina Schultz.
 #barcelonaproducció
 Dimarts 22 de maig a les 19 h
 Lloc: Piramidón
 Concili de Trento, 313, planta 16
 Entrada lliure 
 
 Per entrar en la constel•lació d’aquesta recerca, al centre d’art Piramidón s’exposaran algunes de les obres derivades (dibuixos, retrats i notes poètiques) i es presentarà la publicació del projecte que recull alguns cants i receptes de les dones amazigues.
 
 Christina Schultz parlarà amb Clara Gari i Carolina Jiménez de la vida compartida de l’artista amb les trabandadoras* marroquines. (*Nom reivindicatiu de porteadora, que, per a elles, és ofensiu.)","El peso de mis vecinas. Presentació de projecte i publicació","https://www.facebook.com/events/124376648426070/","https://www.facebook.com/events/124376648426070/","2018-05-22T10:00:00-07:00 to 2018-05-22T12:00:00-07:00","null","null","null","https://www.facebook.com/events/124376648426070/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p320x320/31959495_1909940245684871_4177259353566347264_n.jpg?_nc_cat=0&oh=ad302c4996d278ce320d60763ad476ac&oe=5B55F6C8"
"1525783831-20","http://www.artssspot.com/barcelona/face-pages-prov/","To Be Concept BCN  Design Store","To Be Concept BCN  Design Store","To Be Concept BCN Design Store junto a Vermut Yzaguirre y SparkleDj tienen el placer de invitarte a la primera exposición de Sandra de la Cruz en nuestra #tienda.
 Jueves 17.Mayo a partir de las 19h la artista expondrá su trabajo mas reciente denominado RITUALES A Mysterious Exhibition of Sandra de la cruz.  Un #ritual es una serie de acciones, realizadas principalmente por su valor simbólico. Son acciones que están basadas en alguna creencia y esto es lo que expresa Sandra en su nuevo trabajo. 
 te esperamos en Joaquin Costa N9 #barcelona #raval","Rituales by Sandra de la Cruz","https://www.facebook.com/events/235389760350274/","https://www.facebook.com/events/235389760350274/","2018-05-17T10:00:00-07:00 to 2018-05-17T13:00:00-07:00","null","null","null","https://www.facebook.com/events/235389760350274/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/31958494_1619468111503079_3736081068835471360_n.jpg?_nc_cat=0&oh=a179be52d0093ed8a3a92177937c22d8&oe=5B9A5893"
"1525783857-22","http://www.artssspot.com/barcelona/face-pages-prov/","La Capella","Fundacio Comtal","Activitat relacionada amb el projecte d'investigació ""El peso de mis vecinas. La poesía y el cante como dispositivos estratégicos"", de Christina Schultz a #barcelonaproducció
 Dissabte 19 de maig a les 11 h
 Lloc: cuina de la Fundació Comtal -Barcelona
 Sant Pere Mitjà, 81
 Entrada lliure
 
 A manera de taller de cuina, es presentaran els resultats d’una recerca duta a terme entre Barcelona i la zona fronterera del Marroc amb Melilla que abraça la vida de les dones amazigues que es dediquen al tràfic alegal. La cuina col•lectiva d’un espai social del Born permetrà compartir les vivències de les nostres veïnes d’aquí i d’allà. Tastarem alguna recepta i plantejarem qüestions sobre la recerca artística.","El peso de mis vecinas. Taller de cuina","https://www.facebook.com/events/1008277306003307/","https://www.facebook.com/events/1008277306003307/","2018-05-19T02:00:00-07:00 to 2018-05-19T05:00:00-07:00","null","null","null","https://www.facebook.com/events/1008277306003307/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p320x320/31945537_1909938485685047_2442978390102245376_n.jpg?_nc_cat=0&oh=005438a38eb922c154c3a47f2b2cbdac&oe=5B573887"
"1525783922-27","http://www.artssspot.com/barcelona/face-pages-prov/","Districte de Sarrià - Sant Gervasi","Barcelona Cultura","Surt de Nit. Sol o acompanyat, a peu o amb metro, amb un objectiu o deixant-te portar… aquesta Nit t’esperen moltes sorpreses. Espais plens de llum i de gent, amb concerts i espectacles, o amb les seves col·leccions habituals en un horari insòlit. La Nit dels Museus està feta per sortir. També de la rutina. Amb exposicions i concerts, tallers i visites guiades, performances i activitats familiars… i les noves propostes de les Fàbriques de Creació. Apunta-t’hi. 
 
 Dissabte 19 de maig, de 19 a 1h, la Nit és teva. Viu-la.
 
 Trobareu més informació a barcelona.cat/lanitdelsmuseus","La Nit dels Museus 2018","https://www.facebook.com/events/203772890430981/","https://www.facebook.com/events/203772890430981/","2018-05-19T10:00:00-07:00 to 2018-05-19T16:00:00-07:00","null","null","null","https://www.facebook.com/events/203772890430981/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q90/s526x296/31530711_10156471866980820_8889216211062095872_n.jpg?_nc_cat=0&oh=fc54d73379480c45b8b8d9da4c315504&oe=5B5B6755"
"1525783870-23","http://www.artssspot.com/barcelona/face-pages-prov/","Centre Cívic Guinardó","Centre Cívic Guinardó","Aquesta trobada és una activitat relacionada amb l’exposició “Lazos invisibles” del Daniele Lipari Art, on el procés creatiu utilitzat per l’artista és fruit de l’experimentació del que aquí s’explica. De la mà de l’artista analitzarem mètodes per expandir la nostra visió del món i finalment utilitzar el dibuix com una eina pràctica per connectar amb el nostre subconscient. El taller té una primera part teòrica on s’analitzaran dos conceptes: la percepció com a resultat de la suma de tots els nostres sentits i la pràctica del dibuix amb la part dreta del cervell. A la segona part del taller es faran exercicis amb tècniques bàsiques per portar a la pràctica els conceptes exposats.
  
 “L’art no reprodueix allò visible, sinó que fa visible.” Paul Klee.
 
  --
 
 Taller gratuït amb places limitades.
 
 No calen coneixements previs.
 
 Inscripcions per mail a: informacio@ccguinardo.cat","Taller d'iniciació al dibuix intuïtiu, amb Daniele Lipari","https://www.facebook.com/events/173006993410580/","https://www.facebook.com/events/173006993410580/","2018-05-19T02:00:00-07:00 to 2018-05-19T04:00:00-07:00","null","null","null","https://www.facebook.com/events/173006993410580/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x395/31961731_1854438301243127_2946545880875925504_n.jpg?_nc_cat=0&oh=efa5975cef1e33a4e441d7cc90570bc1&oe=5B8D5329"
"1525783972-31","http://www.artssspot.com/barcelona/face-pages-prov/","L'Estruch Fàbrica de Creació","L'Estruch Fàbrica de Creació","LOOPZONE: Taller de loops amb pedals de guitarra
 De 12 h a 14 h
 25 €
 En aquest taller, Riccardo Massari Spiritini (projecte Tarkampa) proposa una investigació practica i tècnica sobre loopers. Dirigit a artistes, creatius, músics i interessats en pedals loopers.
 Sobre Tarkampa: http://www.tarkampa.com/
 
 Taller DRAMATURGIA AMB SMARTPHONET
 De 15 h a 17 h
 25 €
 Marina Prados i Paula Knüpling mostren com funcionen els ritmes teatrals a través de diverses pantalles. Juguen amb les diverses escales d´imatges que ofereix un smartphone, un ordinador, un projector, etc. 
 
 Més informació: http://www.mediaestruch.cat/tallers-hack-and-art/","Tallers Hack and Art","https://www.facebook.com/events/589415738088443/","https://www.facebook.com/events/589415738088443/","2018-05-26T03:00:00-07:00 to 2018-05-26T08:00:00-07:00","null","null","null","https://www.facebook.com/events/589415738088443/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/30697813_2078856282154358_8850085864176484645_n.jpg?_nc_cat=0&oh=e25f4737eafd73910d5accdaf7c2750c&oe=5B526AB1"
"1525783844-21","http://www.artssspot.com/barcelona/face-pages-prov/","Col·legi d'Arquitectes de Catalunya (COAC)","Barcelona","L’itinerari per Sant Andreu explica l’evolució del barri des de finals del segle XIX, fins a l’actualitat, moment de plena transformació per la reconversió dels terrenys de les antigues casernes militars, l’arribada del TGV, la construcció de les noves estacions de Sant Andreu i la Sagrera i el futur parc lineal del Camí Comtal. Durant el recorregut descobrirem diversos edificis, tant residencials com industrials i d’equipaments. Ens fixarem en exemples d’habitatge social com la Casa Bloc o la promoció d’habitatges del carrer Sant Adrià (premi FAD l’any 2008) i entrarem al recinte de la Fabra i Coats. Divendres 18 de maig a les 18 h i dissabte 19 de maig a les 11 h.
 
 L’evolució urbanística dels districtes de Ba...rcelona és ben diversa. Molts dels seus noms provenen d’antics municipis que, fa més d’un segle, s’annexionaren a Barcelona esdevenint barris de la ciutat. Al llarg del temps, diferents processos de renovació urbana, com el Pla Cerdà, els polígons d’habitatges dels anys 60 o la Vila Olímpica, han configurat la ciutat actual. Els plans de futur pretenen seguir millorant la qualitat de vida a la ciutat, com ara el programa de Superilles. Aquests 10 itineraris donen a conèixer aquestes i altres intervencions de renovació urbana de la ciutat i posen en valor el patrimoni construït.
 
 Cal inscripció prèvia a través del següent formulari:
 
 · Inscripcions per al 18 maig a les 18 h: https://www.arquitectes.cat/ca/coac/cultura/setmana-arquitectura-2018-inscripcions-arquitectours-sant-andreu-18maig 
 · Inscripcions per al 19 maig a les 11 h: https://www.arquitectes.cat/ca/coac/cultura/setmana-arquitectura-2018-inscripcions-arquitectours-sant-andreu-19maig Ver más","Arquitectours: ""Del camp i la fàbrica a l'AVE""- Sant Andreu","https://www.facebook.com/events/259744724567537/","https://www.facebook.com/events/259744724567537/","2018-05-18T09:00:00-07:00 to 2018-05-19T04:00:00-07:00","null","null","null","https://www.facebook.com/events/259744724567537/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s851x315/31357813_1564987440217315_5506846550023494585_n.jpg?_nc_cat=0&oh=c7118fdf338992a85e230176af711e0e&oe=5B901D1F"
"1525783818-19","http://www.artssspot.com/barcelona/face-pages-prov/","Tinta Invisible","Tinta Invisible","Joanpere Massana
 El llibre de les flors
 (Assemblages)
 
 Amb aquest títol es presenten un seguit d'obres tridimensionals utilitzant la tècnica de l'assemblage. El llibre de les flors, darrera sèrie de Joanpere Massana ens parla de vida, bellesa, moments, reflexions... com fets efímers, fugaços... instants. Una metàfora autobiogràfica on el simbolisme de la flor hi juga un paper primordial.
 _ _ _
 
 Exposició oberta a partir d'aquest divendres 4 de maig fins al divendres 1 de juny.
 El dijous 17 de maig a les 18.30h, veniu a fer una copa i conèixer a l'autor.
 
 Horari de dilluns a dijous de 9 a 14h i de 15 a 18h.
 Divendres de 9 a 15h.","Exposició de Joanpere Massana","https://www.facebook.com/events/1815456998759720/","https://www.facebook.com/events/1815456998759720/","2018-05-17T09:30:00-07:00 to 2018-05-17T11:30:00-07:00","null","null","null","https://www.facebook.com/events/1815456998759720/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q81/s552x414/31530843_908481679276673_9053879287186194432_n.jpg?_nc_cat=0&oh=ccc9f326412cbf2d0bfc2e6be860d385&oe=5B8B8197"
