web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1537002499-8","https://www.artssspot.com/barcelona/face-pages-prov/","Barcelona Gallery Weekend","Barcelona","null","ARCO GalleryWalk","https://www.facebook.com/events/1098001117041938/","https://www.facebook.com/events/1098001117041938/","2018-09-29T02:00:00-07:00 to 2018-09-30T05:00:00-07:00","null","null","null","https://www.facebook.com/events/1098001117041938/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/41739423_2013199542076416_2961163024678780928_n.jpg?_nc_cat=0&oh=24a447003c557803ce68a94407952e82&oe=5C2AEABC"
"1537002464-4","https://www.artssspot.com/barcelona/face-pages-prov/","Sonhoras","L'Automàtica","torna sonhoras! 再来sonhoras! sonhoras is back!

el proper dissabte 22 de setembre, a les 20h, obrim les portes d'aquest curs 2018-2019 amb l'actuació de la Laura Llaneli.

hi trobareu, també, per si us les heu perdudes les 8 edicions gràfiques que ja portem publicades, i els nostres 3 llibres artesans.

----------------

Laura Llaneli (Granada 1986). Cursó estudios musicales y Diplomatura en Diseño Gráfico. Es licenciada en Bellas Artes y Máster en Arte Sonoro por la Universidad de Barcelona. Es miembro de Sons de Barcelona, del colectivo Nenazas y del grupo de música Pradera. Es, a su vez, editora del blog de arte sonoro de Hangar y profesora en Metàfora-Studio Arts Programs. 

Entre sus premios destacan Premi Miquel Casablancas 2018, Premi Embarrat 2017 i Barcelona Producció 2014. Exposiciones en Casaplan (Valparaíso, Chile), Swinton&Grant (Madrid), ADN Platform (ADN Galería), Espai 2 (Galeria Àngels), MMSU (Croacia), Art3 (Francia), Lo Pati (Amposta) y Fundació Antoni Tàpies entre otros. Residencias en Art3 Valence,  Lo Pati,  MMSU Rijeka, Estruch Sabadell y Hangar Barcelona. Actualmente trabaja en el espacio Salamina. 
 
+info:
www.laurallaneli.com","Laura Llaneli - acciones sonhoras #9","https://www.facebook.com/events/222679965273495/","https://www.facebook.com/events/222679965273495/","2018-09-22T11:00:00-07:00 to 2018-09-22T14:00:00-07:00","null","null","null","https://www.facebook.com/events/222679965273495/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/41548507_1128398280646023_4566922288720510976_n.jpg?_nc_cat=0&oh=0480a926267c5ab9e25f6513a9aff707&oe=5C2A6A27"
"1537002597-15","https://www.artssspot.com/barcelona/face-pages-prov/","Bacanal Café","Bacanal Café","Os invitamos a todoas a la nueva exposición de Bacanal, Coincidiendo con nuestro 3º aniversario repite con nosotros quien inauguró la primera de muchas expos que ya han pasado por casa, Mr. Sis esta vez viene acompañado de otros 7 artistazos y el resultado es muy grande!!
En palabras de Mr. Sis

""Esta exposición es más que una simple muestra de talentos. 
En uno de mis tantos bloqueos creativos, tuve la necesidad de aprender nuevas técnicas y conceptos. Siempre recurro a empaparme del trabajo de otros gracias a las redes sociales, que son un continuo escaparate, pero esta vez quise ir un poco más allá. Me vine arriba y propuse a artistas que admiro por su trabajo, y porque me podían aportar cosas nuevas al mío, que comenzaran una obra, me la hicieran llegar y yo la acabaría tratando de imitar su técnica. De este modo podría, no sólo poder colaborar con grandes artistas que admiro, sino aportar cositas nuevas a mi trabajo.

El resultado sólo lo conozco yo, ellos desconocen absolutamente qué pasará con sus obras una vez enviadas... 
Es por ello que el título os lo dejamos en vuestra mano.""

Los artistas que colaboran en esta expo son:
Ilustraciones Aintzane Cruceta
Coco Escribano
Helena Pérez García
Marina González Eme
I am Monochrome �
Mystic Missy Fu
Gyuk Vs

Os esperamos a todoas el próximo Jueves 20/9 a partir de las 19h, junto a los artistas.
Habrá picoteo y muy buen rollo!","A Medias Tintas - Exposición de Mr. Sis","https://www.facebook.com/events/500068003790438/","https://www.facebook.com/events/500068003790438/","2018-09-20T10:00:00-07:00 to 2018-09-20T13:00:00-07:00","null","null","null","https://www.facebook.com/events/500068003790438/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q84/p526x296/41801476_2136691216595734_4163172999001800704_n.jpg?_nc_cat=0&oh=e9b51aad9adb096357b3fd65ff3ef832&oe=5C248AE9"
"1537002547-11","https://www.artssspot.com/barcelona/face-pages-prov/","Centre Cívic Can Verdaguer","Centre Cívic Can Verdaguer","EXPOSICIÓ	
Del 5 al 27 d’octubre
A l'Espai expositiu 1 del CC Can Verdaguer

Inauguració el divendres 5 d’octubre a les 19 h

“Lazos”
A càrrec d'Indra Zabala

L'artista multidisciplinària Indra Zabala presenta en aquest projecte una part del seu món interior que connecta el passat amb el present. Indra utilitza diverses disciplines per a transmetre les seves idees, com ara la fotografia, el vídeo, la performance o el dibuix, i s’inspira en la vida real, el que succeeix al seu voltant i el que li fa qüestionar-se la vida.


------------------------------------------
Com arribar:
C/Piferrer 94-100
Bus: 11, 34, 36, 122, 132, H6
Metro: Virrei Amat L5, Fabra i Puig L1, Llucmajor L4

Horaris:
De dilluns a divendres de 9.30 a 14 h i de 16 a 21.30 h
Dissabtes de 10 a 14 h i de 16 a 21.30 h","Exposició: 'Lazos', d'Indra Zabala","https://www.facebook.com/events/2227944310613681/","https://www.facebook.com/events/2227944310613681/","2018-10-05T10:00:00-07:00 to 2018-10-05T12:00:00-07:00","null","null","null","https://www.facebook.com/events/2227944310613681/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/41611808_2140728726145017_7368757978226229248_o.jpg?_nc_cat=0&oh=7245c43ff846905898e57c1ec534b078&oe=5C2F9224"
"1537002467-5","https://www.artssspot.com/barcelona/face-pages-prov/","Barcelona Gallery Weekend","Fundació Antoni Tàpies","null","Artévete","https://www.facebook.com/events/1151329318347560/","https://www.facebook.com/events/1151329318347560/","2018-09-26T09:00:00-07:00 to 2018-09-30T06:00:00-07:00","null","null","null","https://www.facebook.com/events/1151329318347560/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/41739874_2011544088908628_6106325437615439872_n.jpg?_nc_cat=0&oh=73da73d587deef1c63c945ef5018a7ec&oe=5C21B957"
"1537002496-7","https://www.artssspot.com/barcelona/face-pages-prov/","EINA Centre Universitari de Disseny i Art de Barcelona","EINA, Espai Barra de Ferro","""Un homenaje al miedo"" és un projecte realitzat per Laura Armengol per al Treball Final de Grau del Grau de Disseny, tutoritzat per Artur Muñoz durant el curs 2017-2018, que ha sorgit de l'impuls de l'emoció de la por com a eina d'inspiració en la pintura. El resultat d'aquest impuls són obres pictòriques que unides formen una exposició.

""Un homenaje al miedo"" és un projecte en el que es demostra que fins i tot les emocions més abstractes tenen un llenguatge en l'art, amb un llenguatge realment diferent segons la ment de cada persona. Despertar algun sentiment és el que cerca aquesta exposició.

Selecció musical: Jordi Figueras
Amb la col·laboració de Sumarroca

--

""Un homenaje al miedo"" es un proyecto realizado por Laura Armengol para el Trabajo Final de Grado del Grado de Diseño, tutorizado por Artur Muñoz durante el curso 2017-2018, que ha surgido del impulso de la emoción del miedo como herramienta de inspiración en la pintura. El resultado de este impulso son obras pictóricas que unidas forman una exposición.

""Un homenaje al miedo"" es un proyecto en el que se demuestra que incluso las emociones más abstractas tienen un lenguaje en el arte, con un lenguaje realmente diferente según la mente de cada persona. Despertar algún sentimiento es lo que busca esta exposición.

Selección musical: Jordi Figueras
Con la colaboración de Sumarroca","Exposició “Un homenaje al miedo”, a càrrec de Laura Armengol","https://www.facebook.com/events/235587923798088/","https://www.facebook.com/events/235587923798088/","2018-09-27T10:00:00-07:00 to 2018-09-27T11:30:00-07:00","null","null","null","https://www.facebook.com/events/235587923798088/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/41615297_2022492527813317_2809460592190947328_n.jpg?_nc_cat=0&oh=5c14d893605504f5819f0ef5d85dfe29&oe=5C22A25B"
"1537002418-1","https://www.artssspot.com/barcelona/face-pages-prov/","Centre Cívic Barceloneta","Centre Cívic Barceloneta","Del 20 de setembre al 19 d’octubre   
“BARCELONETA RESIDENTS”. 15 anys
Inauguració 20 de setembre a les 19.30h. Acció inaugural a càrrec de The Ground Sisters (claqué)
Quinzena edició de l’exposició d’artistes de La Barceloneta enmarcada a la Festa Major del barri.

Artistes: Patxi Fernández, Nathalie Gautier, Carles Roca, Eduardo Broli, Juan Muñoz, Casal de Gent Gran Mediterrània, Sandra Domingo, Kidor, Tomi Müller, Núria Calatayud, Montse Pinyol, Montse Martínez, Jordi Granada, Manel Vergè, Teodoro Vizcaino, Pilbi, Núria Sánchez, Marina Monsonís, Victoria Giró,  Associació Cultural Africadoolu, Ilaria Sartori, Filipi Lanza, Marga Garcia, Clara Trucco, Judith Belmonte, Elisabeth Belmonte, Mario Rui Caldas, Maria Cáceres, Daniela Adamez, Paula Leiva, Raquel Quesada, Jaime Palo Q’Sea, Xavi Meler, Reb, Jesús María López,  Guillem Roig, Sent i Crea, Maria Victorel, Montse Olmo, Zenaida , Chema Martín, Manuel López Arambarri, David Rubio, Esther Gil, Javier Martínez Nestares, Vicente Marsella, J.Losan, Vicens Forner, Josep Orts, Edu Sahin, Babette Reuss, LZ, Ferran Navarro-Beltran, Jordi Fernández, Candace, Konstantinos Kourkoutas, Raúl Gallego, Carmen Secanella, Felicitats Mateo i Noemí Morral.
Concurs Cartells Festa Major (Victoria Giró, Carol Bernabeu, Xavi Mira, Josep Mª Corbera, Paula Sánchez, Juan Carlos Beneyto, Daniel Campanales).

Dijous 4 d’octubre a les 19h. Visita guiada amb les / els artistes.
Divendres 5 d’octubre a les 20.30h. “Traje traje”. Trobada d’artistes residents i accions. Confirmar assistència a visuals@civicbarceloneta.com

#labarcelonetaesmou  Propostes culturals que cerquen una relació més directa amb el barri","Exposició Barceloneta Residents","https://www.facebook.com/events/586964605054721/","https://www.facebook.com/events/586964605054721/","2018-09-20T10:30:00-07:00 to 2018-09-20T12:30:00-07:00","null","null","null","https://www.facebook.com/events/586964605054721/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x395/41833272_2189459537968637_6345582440584577024_n.jpg?_nc_cat=0&oh=c95efc8c0dfff72ca04469246262e3c1&oe=5C3A7E37"
"1537002481-6","https://www.artssspot.com/barcelona/face-pages-prov/","Jordi Garrido","CC Bellvitge Gornal","El Museu d'Art Brut es complau de presentar aquesta exposició, comissariada pel crític i historiador de l’art Jordi Garrido. 
""Matèria Primera"" proposa un recorregut a través de la representació facial dins la col·lecció del MAB. Des de punts de partida molt diferents, els artistes de del fons del museu conflueixen
en un llenguatge visual comú: el rostre humà. 
Boques, nassos i ulls són la matèria primera que passa per la maquinària creativa dels artistes per convertir-se finalment en retrats.","EXPO: ""Matèria Primera"" Museu d'Art Brut - Sala Subsòl","https://www.facebook.com/events/265178347667778/","https://www.facebook.com/events/265178347667778/","2018-09-27T09:00:00-07:00 to 2018-09-27T11:00:00-07:00","null","null","null","https://www.facebook.com/events/265178347667778/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/40797728_523279788120226_4982482742798188544_n.jpg?_nc_cat=0&oh=8538669d19fcf567fa5292847ef8581b&oe=5C34B571"
"1537002593-14","https://www.artssspot.com/barcelona/face-pages-prov/","Espai 13","Fundació Joan Miró","El proper dijous 20 de setembre, a les 19 h, us convidem a la inauguració de l'exposició ""El nostre camí queda"", de Fito Conesa. Aquesta exposició dona el tret de sortida al cicle 2018 – 2019 de l'Espai 13 ""Un monstre que diu la veritat"", a cura de Pilar Cruz. Amb la col·laboració de la Fundació Banc Sabadell #monstreEspai13
📍 http://bit.ly/FitoConesaEspai13_cat

El próximo jueves 20 de septiembre, a las 19 h, os invitamos a la inauguración de la exposición ""Nuestro camino permanece"", de Fito Conesa. Esta exposición abre el ciclo 2018 – 2019 del Espai 13 ""Un monstruo que dice la verdad"", a cargo de Pilar Cruz. Con la colaboración de la #FundaciónBancSabadell #monstreEspai13
📍 http://bit.ly/FitoConesaEspai13_es

We are pleased to invite you to the opening of the exhibition 'Our Own Path Remains' by Fito Conesa, on Thursday, 20 September at 7 pm. This is the first exhibition of the 2018 – 2019 Espai 13 series 'A Monster Who Tells the Truth', curated by Pilar Cruz. In collaboration with the Banc Sabadell Foundation #monstreEspai13
📍 http://bit.ly/FitoConesaEspai13_en","Inauguració: ""El nostre camí queda"" de Fito Conesa","https://www.facebook.com/events/239258016771937/","https://www.facebook.com/events/239258016771937/","2018-09-20T10:00:00-07:00 to 2018-09-20T12:00:00-07:00","null","null","null","https://www.facebook.com/events/239258016771937/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/41703313_2204213173187779_5291605935821684736_n.jpg?_nc_cat=0&oh=d938e533d368b015046da637463b3409&oe=5C32B31E"
"1537002434-2","https://www.artssspot.com/barcelona/face-pages-prov/","Werner Thöni Artspace","Werner Thöni Artspace","El termino Coremanía o lo que vulgar-mente conocemos como el Baile de San Vito hace referencia a un fenómeno social o patología que se produjo principalmente en los países centroeuropeos entre los siglos XIV y XVII. Esta afectaba a hombres, mujeres y niños, a veces miles a la vez, que bailaban hasta que se derrumbaban de agotamiento. 

Magdalena Esteve sitúa esa enfermedad psicógena masiva, bien documentada en su tiempo, en un contexto actual, tanto a nivel personal como social. En un relato intimista que habla de ella misma y a la vez de nosotros, de una sociedad global que no pone freno a sus delirios de pro-greso. Protagonistas: las moscas y (nos)otros.

Madalena Esteve: 
Las moscas y los otros están ocupando un espacio nada adecuado
para sus persecuciones porque es tan agitada la coreografía de sus movimientos que el escenario corre el riesgo de perder parte de su estructura. Aun así, ellos bailan y bailan tan ensimismados que ni siquiera perciben el dolor de sus retorcidos cuerpos.

Hace tiempo que “las moscas” es un tema recurrente en mi trabajo, ellas ya tienen un privilegiado lugar en mi bestiario artístico. Son cómplices de mis ensueños, agradecidas en la ejecución y sobre todo portadoras de una carga emocional que con mejor o peor resultado intento transmitir. Ellas van por delante de mis miedos, de mis angustias, mis premoniciones, ellas están antes de la “tormenta”… Después, todo puede pasar, incluso la muerte, porque en esta coreomanía nadie puede dejar de bailar","Coreomanía. Pinturas y obra gráfica de Magdalena Esteve","https://www.facebook.com/events/708839596145249/","https://www.facebook.com/events/708839596145249/","2018-09-20T10:30:00-07:00 to 2018-09-20T13:00:00-07:00","null","null","null","https://www.facebook.com/events/708839596145249/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s640x640/41651256_1895832277131577_2155660226349498368_n.jpg?_nc_cat=0&oh=868daed72a2d53c91ecb005891353c8d&oe=5C2697C3"
