web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1529532463-188","http://www.artssspot.com/barcelona/face-pages-prov/","Bombon projects","Bombon projects","Teatime with the accomplices of No-Res 
Dijous / Jueves / Thursday
28.06
19.00h

CAT (Scroll down for CAST and EN)
Berenar amb els còmplices del No-Res. Maite Muñoz i Alicia Escobio (Vista Oral, BCN-LA), Mauro Cerqueira (Uma Certa Falta de Coerência, Porto) i la participació especial de Victoria Combalia.

Activitat vinculada a l’exposició ""Una cosa a fondo que probablemente no existe, Enric Farrés."" Per saber-ne més...

https://bombonprojects.com/exhibition/

CAST
Merienda con los cómplices de la Nada. Maite Muñoz y Alicia Escobio (Vista Oral, BCN-LA), Mauro Cerqueira (Uma Certa Falta de Coerência, Porto) y la participación especial de Victoria Combalia.

Actividad vinculada a la exposición ""Una cosa a fondo que probablemente no existe, Enric Farrés"". Para saber más...

https://bombonprojects.com/exhibition/

EN
Teatime with the accomplices of No-Res: Maite Muñoz+Alícia Escobio (Vista Oral, BCN-LA), Mauro Cerqueira (Uma Certa falta de Coerênçia), Bombon projects (Bernat Daviu i Joana Roda) and Victoria Combalia as a special guest.

Event from the exhibition ""Una cosa a fondo que probablemente no existe, Enric Farrés."" To know more...

https://bombonprojects.com/exhibition/","Teatime with the accomplices of No-Res","https://www.facebook.com/events/1825282624177072/","https://www.facebook.com/events/1825282624177072/","2018-06-28T10:00:00-07:00 to 2018-06-28T13:00:00-07:00","null","null","null","https://www.facebook.com/events/1825282624177072/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/35883646_416868702120591_6608328237443448832_n.jpg?_nc_cat=0&oh=893a3d198dc029a0ca723fc0158374a3&oe=5BAD5CF3"
"1529532376-178","http://www.artssspot.com/barcelona/face-pages-prov/","CaixaForum","Caixaforum Barcelona","“Comisart. Una cierta oscuridad” es la nueva exposición en apoyo al comisariado de la Obra Social ”la Caixa”. La muestra parte de un suceso en concreto: el robo de la Gioconda en agosto de 1911 y cómo su ausencia durante más de dos años convirtió la obra en un icono. 

Partiendo de este hecho, la comisaria Alexandra Laudo plantea la relación entre el valor de culto de las imágenes y el valor de exhibición. 

La muestra incluye obras de Joan Brossa, José Maldonado, Perejaume, Christo y Jeanne Claude, Tim Rollins y el K.O.S, Juan Francisco Isidro, Pedro Mora, Hiroshi Sugimoto, Pedro Torres, Àngels Ribé, Joao Maria Gusmao y Pedro Paiva, Pedro G. Romero, Michèle Métail, Ira Lombardía, Babette Mangolte, Pol González Novell y Martin Parr. 

Visítala hasta el 6 de enero de 2019. 

Programa de actividades: 

- Visita inaugural a cargo de la comisaria Alexandra Laudo
Martes 19 de junio, a las 19 h

-Visitas comentadas
Martes 3 de julio, 4 de septiembre, 2 de octubre, 6 de noviembre y 4 de diciembre, a las 19 h

- Más que una visita, con Estampa
Lunes 15 de octubre, a las 19 h

- Más que una visita, con Victoria Cirlot
Lunes 29 de octubre, a la 19 h

- Más que una visita, con Arnau Horta
Miércoles 21 de noviembre, a las 19 h

- Visitas comentadas para grupos
Inscripciones: 931 847 142

- Servicio de mediación 
Sábados, de 16 h a 20 h, domingos y festivos, de 11 h a 14 h y de 16 h a 20 h

Actividades relacionadas con la exposición: bit.ly/2sH3QT8

------------

“Comisart. Una certa foscor” és la nova exposició en suport al comissariat de l’Obra Social ”la Caixa”. La mostra parteix d’un succés en concret: el robatori de la Gioconda l’agost del 1911 i com la seva absència durant més de dos anys va convertir l’obra en una icona. 

Partint d’aquest fet, la comissària Alexandra Laudo planteja la relació entre el valor de culte de les imatges i el valor d’exhibició. 

La mostra inclou obres de Joan Brossa, José Maldonado, Perejaume, Christo i Jeanne Claude, Tim Rollins i el K.O.S, Juan Francisco Isidro, Pedro Mora, Hiroshi Sugimoto, Pedro Torres, Àngels Ribé, Joao Maria Gusmao i Pedro Paiva, Pedro G. Romero, Michèle Métail, Ira Lombardía, Babette Mangolte, Pol González Novell i Martin Parr. 

Visita-la fins al 6 de gener de 2019. 

Programa d'activitats:

- Visita inaugural a càrrec de la comissaria Alexandra Laudo
Dimarts 19 de juny, a les 19 h

- Visites comentades
Dimarts 3 de juliol, 4 de setembre, 2 d'octubre, 6 de novembre i 4 de desembre, a les 19 h

- Més que una visita, amb Estampa
Dilluns 15 d'octubre, a les 19 h

- Més que una visita, amb Victoria Cirlot
Dilluns 29 d'octubre, a la 19 h

- Més que una visita, amb Arnau Horta
Dimecres 21 de novembre, a les 19 h

- Visites comentades per a grups
Inscripcions: 931 847 142

- Servei de mediació
Dissabtes, de 16 h a 20 h, diumenges i festius, d'11 h a 14 h i de 16 h a 20 h

Activitats relacionades amb l'exposició: bit.ly/2JbNRaI","Comisart. Una cierta oscuridad / Comisart. Una certa foscor","https://www.facebook.com/events/1710360955695977/","https://www.facebook.com/events/1710360955695977/","2018-06-20T01:00:00-07:00 to 2018-08-10T11:00:00-07:00","null","null","null","https://www.facebook.com/events/1710360955695977/","https://scontent-mad1-1.xx.fbcdn.net/v/t15.0-10/31130510_2124145330947098_8911359185539563520_n.jpg?_nc_cat=0&oh=9983c89a6ff1d5ea2c382d6369cf59c4&oe=5BC14CBC"
"1529532391-179","http://www.artssspot.com/barcelona/face-pages-prov/","Begemot Art & Fashion","Begemot Art & Fashion","Descubre qué sucede en nuestra mente cuando percibimos el arte de la mano de la psicóloga y coach Tamara Vilar.
La música moderna y clásica se unen para abrir las puertas de  la libertad en el placer de disfrutar del arte. Un evento interdisciplinario que nos invita a romper con las tradicionales barreras impuestas por el afán de categorizar y encasillar gustos y obras en una palabra limitada.

Trabajaremos el concepto de escucha activa con el disfrute de temas vocales elegidos para la ocasión que nos transmitirán las emociones presentes en la música lírica, con el dúo la Lira de Clío formado por el pianista Héctor Valls y la mezzosoprano Pauline Jaslet. Posteriormente, Tamara Vilar nos introducirá a una nueva manera de gozar del arte  pictórico haciendo alusión a las creaciones de la exposición actual de Christine Comyn, que nos acompañarán durante toda la sesión.
A continuación experimentaremos del contraste de los estilos musicales modernos de la mano de la cantante y comunicadora Laura Escobedo acompañada por el pianista Héctor Valls, que nos presentarán una selección de temas de jazz y bossa nova entre otros estilos. Para acabar, La Lira de Clío nos deleitará con una selección de tres temas exquisitos y concluiremos el evento con un pequeño debate final participativo.","Música, Arte y Emociones","https://www.facebook.com/events/234078103846538/","https://www.facebook.com/events/234078103846538/","2018-06-21T10:30:00-07:00 to 2018-06-21T12:30:00-07:00","null","null","null","https://www.facebook.com/events/234078103846538/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/35330172_1008198032680918_4440601562468843520_n.jpg?_nc_cat=0&oh=84797507c5c387310f8526db82729abd&oe=5BAECB0F"
"1529532460-187","http://www.artssspot.com/barcelona/face-pages-prov/","Irina Mutt","null","_see english below

Activitat relacionada amb l'exposició ""A break can be what we are aiming for"", comissariada per Irina Mutt
19:30 h: MYCKET . Presentació de projecte + taller obert i col·lectiu de construcció de güiros 

21h: dj Frau Diamanda 

22:00h: Concert de Tami T. als Jardins de Rubió i Lluch

Presentació de MYCKET
MYCKET són les dissenyadores, arquitectes i artistes Mariana Alves Silva, Katarina Bonnevier, PhD, i Thérèse Kristiansson.
Des del 2012 han desenvolupat la seva recerca artística des de perspectives interseccionals com l’antiracisme i les teories queer feministes. La pràctica de MYCKET està influïda per l’activisme teatral, carnavalesc i polític. Juntes furguen en els marges de les vides que vivim i l’entorn construït que ens envolta.


Tami T. concert
Tami T és música, viu entre Suècia i Berlín i, a part de crear i produir temes musicals, també construeix sintetitzadors i instruments. El 2013 va llançar el senzill “I Never Loved This Hard This Fast Before”, que apareix també com a banda sonora de la pel•lícula Something Must Break, d’Ester Bergmark. Al llarg dels anys, Tami T ha tret alguns senzills més, i recentment ha col•laborat amb Fever Ray en la cançó “A Part of Us”. Amb melodies pop, club beats i loops de sintetitzadors brillants, Tami T crea un electro que ens fa ballar i unes lletres que ens fan sentir. Les lletres parlen honestament sobre sexe, relacions, violència, ràbia i por.

_______________

Activity related to the exhibition ""A break can be what we are aiming for"", curated by Irina Mutt
19:30 h: MYCKET . Presentation of project * güiros collectve workshop

21h: dj Frau Diamanda

22h: Tami T. concert in Rubió i Lluch gardens

MYCKET presentation

MYCKET is made up by the designers, architects and artists Mariana Alves Silva, Katarina Bonnevier, PhD, and Thérèse Kristiansson.
Since 2012, they have developed their artistic research from intersectional perspectives such as anti-racist and queer-feminist theories. MYCKET’s practice is informed by theatrical, carnivalesque and political activism. Together they explore the borderlands of the lives we live and the built environment that surrounds us.

Tami T. concert
Tami T is a musician who lives between Sweden and Berlin, and in addition to creating and producing songs she also builds synthesizers and instruments.
In 2013 she released the single “I Never Loved This Hard This Fast Before”, which also appeared in Ester Bergmark’s film Something Must Break. 
Tami T has released a number of singles over the years, and recently she collaborated with Fever Ray on the track “A Part of Us”.
With glittery pop melodies, club beats and lustrous synth loops, Tami T creates electro that makes us dance with lyrics that make us feel.
Her lyrics speak honestly about sex, relationships, violence, anger and fear.","Mycket performance + concert Tami T","https://www.facebook.com/events/2082160208720775/","https://www.facebook.com/events/2082160208720775/","2018-06-28T02:00:00-07:00 to 2018-06-29T05:00:00-07:00","null","null","null","https://www.facebook.com/events/2082160208720775/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/35647562_10156280980705446_5936420302366965760_n.jpg?_nc_cat=0&oh=543029447d8565bf283cef83043ebd23&oe=5BB2C052"
"1529532466-189","http://www.artssspot.com/barcelona/face-pages-prov/","Subex Galeria d'Art","Subex Galeria d'Art","null","Grans pintors de la Història de l'Art","https://www.facebook.com/events/382004845640641/","https://www.facebook.com/events/382004845640641/","2018-07-02T09:30:00-07:00 to 2018-07-25T11:00:00-07:00","null","null","null","https://www.facebook.com/events/382004845640641/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p403x403/34889008_1691663667568486_592021251313106944_n.jpg?_nc_cat=0&oh=3ced9f0ad3c97403680d07e14d0cf0cb&oe=5BA1E24E"
"1529532483-191","http://www.artssspot.com/barcelona/face-pages-prov/","Arteria BCN","Arteria BCN","JULIO,MES DE. FRIDA! ARTERIA BCN Y LE CHAT NOIR CABARET TE INVITAN A LA FIESTA DE FRIDA KALHO A LAS 19:00!.:VEN Y DISFRUTA DE NUESTRO DESFILE DE LA MANO DE KALHO PASSIÓ, PINTURAS ,MERCADO, TALLERES PARA NIÑOS,PERFORMANCE,BEBIDA Y COMIDA MEXICANA Y MUCHO MÁS!. VEN Y CELEBRALO CON NOSOTROS Y...VIVA LA FRIDA!!!!","Viva la Frida","https://www.facebook.com/events/179865149369402/","https://www.facebook.com/events/179865149369402/","2018-07-06T10:00:00-07:00 to 2018-07-06T13:30:00-07:00","null","null","null","https://www.facebook.com/events/179865149369402/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q82/p526x296/35694755_1672759179445793_8779005520590667776_n.jpg?_nc_cat=0&oh=d7e9aba4a8fda52440bc59c23b7449bc&oe=5BBC5AB3"
"1529532436-183","http://www.artssspot.com/barcelona/face-pages-prov/","Mar","El Raval...Bcn","Hola Urban Art Lovers,

Venga descubrir mas sobre la encena de la arte callejera barcelonesa con la artista Mar (Brasil)!

Caminaremos por el barrio del Raval desfrutando de su preciosa mezcla cultura y mirando el arte urbano. Encontraremos piezas de Sixe Paredes, Space Invader, El Xupet Negre, Konair, Me Lata y muchos otros!
Hablaremos sobre historia, técnicas y estilos de arte urbano.

Son 2 horas y algo de caminada, así que va bien ropa y zapatillas confortables.
No olvides tu camera fotográfica y agua.

* Precio: €15,00 - Pago por Paypal ( marcelaquinteiro@gmail.com ) o al inicio del tour.

* PLAZAS LIMITADAS
Confirma tu asistencia por e-mail: marcelaquinteiro@gmail.com
Confirma tu asistencia por MeetUp: https://www.meetup.com/es-ES/ColorfulUrbanArtExperience/events/251916066/

Te espero, vamos pasarlo super bien! :)

---
Hello Urban Art Lovers,

Come and discover more about the scene of Barcelona Street Art with the artist Mar (Brazil)!

We'll walk through the Raval neighborhood, enjoying its beautiful mix of culture and urban art. We will find pieces by Sixe Paredes, Space Invader, El Xupet Negre, Konair, Me Lata and many others!
We'll talk about history, techniques and styles of urban art.

It's 2 hours and some walking, so it goes well with comfortable clothes and shoes.
Do not forget your camera and water.

* Price: €15,00 - Payment by Paypal (marcelaquinteiro@gmail.com) or at the beginning of the tour.

* LIMITED SPOTS
Confirm your attendance by e-mail: marcelaquinteiro@gmail.com
Confirm your attendance by MeetUp: https://www.meetup.com/es-ES/ColorfulUrbanArtExperience/events/251916066/

I wait for you and we'ill have a great time! :)","Street Art & Colorful Tour * BCN *","https://www.facebook.com/events/2009643499363698/","https://www.facebook.com/events/2009643499363698/","2018-06-23T08:00:00-07:00 to 2018-06-23T10:30:00-07:00","null","null","null","https://www.facebook.com/events/2009643499363698/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/35553323_2085270794847394_75017805757415424_n.jpg?_nc_cat=0&oh=cd071fb70022351a9f8ef417540eee78&oe=5BBCC5F9"
"1529532457-186","http://www.artssspot.com/barcelona/face-pages-prov/","Art Photo Bcn","Còpia","Empezamos las actividades relacionadas con la VI Edición de Art Photo Bcn. Los encargados de dar el pistoletazo de salida son Copia Lab con su premiado, Jesús Montañana. (COPIA´S WALL AWARD de producción y exposición).

Os esperamos el martes 26 de junio a las 19.30h en la sede de Copia Lab (Calle Séneca 5 de Barcelona) para disfrutar de la explicación del proyecto de la mano del autor y de la primera imagen seleccionada. Cada mes, el escaparate de Copia Lab cambiará de imagen para completar la visión del proyecto Lo que no se ve. 

‘Lo que no se ve’, pretende denunciar y concienciar acerca de la violencia de género y su máxima consecuencia, el asesinato, que tan solo es la punta del iceberg de las violencias que sufren las mujeres, fotografiando los lugares donde se ha cometido un homicidio por violencia machista en España durante el año 2017. Así, utilizando el año 2017 como ejemplo de la gran cantidad de asesinatos misóginos que se producen todos los años, podemos acotar en el tiempo un problema social que existe desde siempre y al que aún no se le ve un final. No existe un perfil de agresor, tampoco un perfil de víctima. Pasa en cualquier lugar, todos los días. Los asesinatos por violencia machista son mucho más habituales de lo que nos imaginamos y a la vez, invisibles. De aquí surge este proyecto documental: de la necesidad social y de la voluntad propia de contar la tragedia de la violencia machista de una forma responsable, sin revictimizar a las víctimas y con el fin de ayudar a construir una conciencia colectiva que acabe con esta lacra.","Jesús Montañana en Copia Lab","https://www.facebook.com/events/187263245313730/","https://www.facebook.com/events/187263245313730/","2018-06-26T10:30:00-07:00 to 2018-06-26T12:00:00-07:00","null","null","null","https://www.facebook.com/events/187263245313730/","https://scontent-mad1-1.xx.fbcdn.net/v/l/t1.0-0/s526x395/35889310_957223727792092_452541350856884224_n.jpg?_nc_cat=0&oh=bc71e843acf8d6dd6a0e9719889ac961&oe=5BA942C3"
"1529532479-190","http://www.artssspot.com/barcelona/face-pages-prov/","Mutuo Galeria","Mutuo Galeria","La brisa sicalíptica

“… Y el viento me acaricia dulcemente, y se marcha insensible a mi deseo”. 

Ese viento del que habla la poeta Gloria Fuertes tiene mucho que ver con estos #follage. Todo comenzó con una fuerte brisa de Levante azotando las pitas y los arbustos de un pequeño pueblo de la costa almeriense. Unos buenos amigos, Karmele y Juan, me habían regalado un libro con estampas porno de finales del siglo XIX y principios del XX. Tras ojear las páginas de Forbidden Erotica. The Rotenberg Collection, recorté algunas de las fotografías para utilizarlas en mis collage. El viento seguía su rumbo. Salí al jardín y coloqué una de las siluetas, la de una mujer y un hombre enganchados entre las flores y las ramas de un hibisco. De repente, aquella imagen en blanco y negro empezó a dejarse llevar por el azaroso movimiento del viento. Así nacieron los #follage, animaciones inesperadas donde los amantes vuelven a la vida. El aire como aliado y los versos entrando en escena. Aquellos seres de otra época, mujeres y hombres sin tabúes, conforman esta exposición donde la poesía es tan gratificante como el sexo. Y el viento se volvió pícaro, sicalíptico.
Alberto Gayo
--
https://vimeo.com/221756435","Inauguración ""La Brisa Sicalíptica"" by Alberto Gayo","https://www.facebook.com/events/336900060174605/","https://www.facebook.com/events/336900060174605/","2018-07-05T10:00:00-07:00 to 2018-07-05T13:00:00-07:00","null","null","null","https://www.facebook.com/events/336900060174605/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q88/s526x296/35841629_2100362680006403_4529352646414303232_n.jpg?_nc_cat=0&oh=3a8bd3726ecc5c1186775472bdaca6ca&oe=5BBCBB3C"
"1529532440-184","http://www.artssspot.com/barcelona/face-pages-prov/","Cera 13","Cera 13","Exposición colectiva que aborda el tema de los batidos con leche, frutas y judías verdes satinadas con sal.
Starring:
Register Registrated aka Regina San Martino
Adrian Pino
Barquero
Yansolurpy","Milkshake. La pujada","https://www.facebook.com/events/2075594542763320/","https://www.facebook.com/events/2075594542763320/","2018-06-26T09:00:00-07:00 to 2018-06-26T13:00:00-07:00","null","null","null","https://www.facebook.com/events/2075594542763320/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q88/s526x296/35742260_1813722558687637_8666800127047892992_n.jpg?_nc_cat=0&oh=4a82a2d36ced1ed73d6defb503f2444d&oe=5BB8EA36"
