web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1528884882-13","http://www.artssspot.com/barcelona/face-pages-prov/","Kolab.Bcn","Kolab.Bcn","Si eres amante de la Street art, si ya tienes tu alterego, si no lo tienes y lo quieres crear este es tu curso.
Para todo el verano tendremos talleres particulares en Kolab.Bcn de introducción a la técnica del pasteup y de las pegatinas echas a mano.

¿Cuantos seremos?
El curso sera' personalizado para 1-5  personas, con posibilidad de hacerlo por la mañanas o las tardes.

Tallerista 
Quien impartirá el taller será Secle , artista urbana e ilustradora italiana que reside en Barcelona desde ya 5 años
www.facebook.com/seclestyle

¿Cuánto dura y cuánto cuesta? 
Taller de pegatinas 2 h =25euros ( incluie todo el material)
pasteup 4h =45 euros ( incluie todo el material)
55 euros si quieres aprender ambas técnicas en un solo día  4h

¿Que incluye?
Presentacion del contesto urbano con focus en los stikers o pasteups.
Diferentes tipos de papeles, rotuladores de diferentes tamaños, cúter, tijeras , todo para que la creatividad se pueda alimentar sin cortes.
Al final del curso os llevareis a casa vuestro stikers o pasteup.

¿Donde se realiza el curso?
En el espacio creativo  Kolab.Bcn


Ya tengo ganas de conocerte y crear juntos!^-^

Para inscripciones y info podéis escribir en la pagina www.facebook.com/seclestyle o a este mail :
secle@hotmail.it","Curso personalizado de técnicas de arte urbano.","https://www.facebook.com/events/458938387888519/","https://www.facebook.com/events/458938387888519/","2018-06-18T09:00:00-07:00 to 2018-06-29T12:00:00-07:00","null","null","null","https://www.facebook.com/events/458938387888519/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/35224189_2126510274289020_5133240415624888320_n.jpg?_nc_cat=0&oh=29e2d15482cd0003b17727fed7f76547&oe=5BC212D4"
"1528884930-17","http://www.artssspot.com/barcelona/face-pages-prov/","Centre d'Art Tecla Sala","Centre d'Art Tecla Sala","SOTA LA PELL_SOLSTICI 2018
Inauguració 21 de juny a les 19.30 hores fins el 16 de juliol
Centre d'Art Tecla Sala

La dicotomia entre materia i ment ha centrat des dels seus inicis bona part de l’estudi ontològic del subjecte, marcant amb això la visió predominant del cos a través de la seva cabuda dintre d’aquest binomi. En aquest context, l’home modern arriba a concebre el cos com una posessió més, com un objecte-producte que dominar, el qual no tracta d’escoltar ni comprendre, sinò que viu obsessionat en prendre possessió d’ell a través de les pressions socials. Ara bé amb l’arribada de la postmodernitat i el seu efecte de la modernité eclaté, hem entrat en una lluita per la destrucció dels metarrelats que ens porta a promoure un apropament més crític i subjectiu a la concepció de la nostra pròpia materialitat. L’antropòleg David le Breton proclama així que “les concepcions del cos són tributàries de les concepcions de la persona” i per tant dóna ales a la subjectivitat dintre de la pròpia assimilació vers l’exterior, integrant el cos dintre del discurs identitari i tornant a obrir un camí de reconciliació entre el nostre jo i el nostre cos. Així, el cos és un element on predomia l’extensió, que pot ser estudiat per les lleis de la físíca i de les ciències experimentals, però també alhora, sense que cap d’elles es negui una a l’altra, un elment de reflexió i pensament que ens parla de nosaltres mateixos, de les nostra història, les vivències que hem experimentat, els nostres gustos, les nostres pors… En definitva un element que ens permet reflexionar sobre la pròpia identitat, ajudant-nos a discernir com ens afirmem en individus que viuen dintre d’un ara i un aqui, d’acord amb un recorregut concret que ens ha portat a conformar el nostre jo.","Solstici 2018 _ Sota la pell","https://www.facebook.com/events/2201447763474827/","https://www.facebook.com/events/2201447763474827/","2018-06-21T10:30:00-07:00 to 2018-06-21T12:30:00-07:00","null","null","null","https://www.facebook.com/events/2201447763474827/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/r180/p526x296/35058251_994761637355685_396826609891409920_n.jpg?_nc_cat=0&oh=432501662ff53fcbac545412ef15e5b2&oe=5B7995C2"
"1528884952-18","http://www.artssspot.com/barcelona/face-pages-prov/","Espai AnGram","Revista Mirall","El proper 21 de juny l'espai Angram presenta ""Històries urbanes de sota un pont"" un projexte expositiu de Patrick Subirats i Jordi Garrido. 

En Patrick Subirats presenta una sèrie d'obres que giren conceptualment entorn les males herbes; éssers vius que contra tot pronòstic neixen i sobreviuen en un entorn hostil. Les seves pintures emulen els murs que podem trobar a totes les ciutats, a les vores de les carreteres o sota els viaductes, unes parets plenes de ferides i cicatrius que testifiquen la seva vida i la dels que han passat per aquell punt concret. Amb els llenços, en Patrick eleva  unes plantes que ningú ha plantat i que ningú rega ni cuida a un nou estadi on esdevenen objecte de veneració i reflexió. 

""Històries urbanes de sota un pont"" és una història de supervivència; de la supervivència de l'artista, del comissari i del teixit cultural en general, que es veu actualment a viure quasi exclusivament de fer la fotosíntesi i respirar. En definitiva, tots nosaltres som ""males herbes"" per un sistema que veu en tot allò que no sigui estrictament productiu quelcom insignificant que no val la pena tenir en consideració. 

Com de costum, a la inauguració tindrem cava i la presència inestimable de l'artista! No us la perdeu!!","EXPO: Històries urbanes de sota un pont - Patrick Subirats","https://www.facebook.com/events/618051991892522/","https://www.facebook.com/events/618051991892522/","2018-06-21T10:30:00-07:00 to 2018-06-21T12:30:00-07:00","null","null","null","https://www.facebook.com/events/618051991892522/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q81/s526x296/35128983_789878864542333_5408042043949711360_n.jpg?_nc_cat=0&oh=c2993b6a3785d65af30629b94c017183&oe=5BB36994"
"1528885032-21","http://www.artssspot.com/barcelona/face-pages-prov/","Casa Piera","Casa Piera","Curso intensivo de caligrafía para amantes de las letras.
El precio es de 250 euros por personas, con todo el material incluido. 
Plazas limitadas. 
Más información, contactar con el profesor Javier Vilá.","Curso de caligrafía","https://www.facebook.com/events/447056842384524/","https://www.facebook.com/events/447056842384524/","2018-07-05T07:00:00-07:00 to 2018-07-26T10:00:00-07:00","null","null","null","https://www.facebook.com/events/447056842384524/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/34699802_2181042218790177_7533785843102646272_o.jpg?_nc_cat=0&oh=462fcc071c22f2370816449513cef059&oe=5BA99878"
"1528884914-16","http://www.artssspot.com/barcelona/face-pages-prov/","Bacanal Café","Bacanal Café","UNO COMA SEIS UNO OCHO CERO
Naturaleza, texturas y geometría. Trabajos de collage inspirados en la proporción áurea.","Expo Tauhauz en Bacanal Café","https://www.facebook.com/events/628551560839699/","https://www.facebook.com/events/628551560839699/","2018-06-21T10:00:00-07:00 to 2018-06-21T13:00:00-07:00","null","null","null","https://www.facebook.com/events/628551560839699/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/35162208_833460286837252_932822980650598400_o.jpg?_nc_cat=0&oh=790de7072f6daa3bc53666c8a2ee2c4c&oe=5BB5269B"
"1528884991-20","http://www.artssspot.com/barcelona/face-pages-prov/","Trozo x Trozo, Mosaico  by Petra Frei","Trozo x Trozo, Mosaico  by Petra Frei","Descripción del curso:
Horario:
Jueves 16:00-20:00h
Viernes / sábado 10:00-14:00 y 15:00-19:00h
Introducción, materiales, planificar proyecto, primeros ejercicios con las herramientas
....y manos a la obra!
Cada uno va a modelar y crear su propia figura / escultura en 3D que luego estará listo para la intemperie y para decorar con mosaico, pintar, etc...

Más información por mail: 
petra@trozo-x-trozo.es / 622461223","Workshop Esculturas - modelar en 3D","https://www.facebook.com/events/274332956443487/","https://www.facebook.com/events/274332956443487/","2018-07-05T06:00:00-07:00 to 2018-07-07T10:00:00-07:00","null","null","null","https://www.facebook.com/events/274332956443487/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/34706973_1679404955508563_7630981975213342720_n.jpg?_nc_cat=0&oh=5e42d8f70b4df83cf0b60c0f1345ee0a&oe=5BB57FA2"
"1528884869-12","http://www.artssspot.com/barcelona/face-pages-prov/","Base Elements Urban Art Gallery","Base Elements Urban Art Gallery","A collective exposition with Irene Z. Pagola, Sebastien Waknine, Julien Deniau, Pezkhamino and Ivana Flores. This is a project innovated by the sculpture artist Irene Z. Pagola in conversation with her fellow artist Sebastien Waknine. The idea is to make art in fellowship, so for this show Irene has made fullsize sculptures in shapes of mystical creatures and Sebastien, Julien, Pezkhamino and Ivana will each get their own sculpture to paint on and put their special touch on each piece. In addition one piece will be decorated by Xa Goñi at the show.


Irene describes the project like this:
BASATIAK: Surge a partir de una conversación con Sebastien Waknine.  Ese mismo día se suman al proyecto Julien Deniau, Pezkhamino e Ivana Flores. Imaginar los trazos de colores de artistas de Base Elements sobre mis piezas me lanza a esta aventura con infinita alegría.
     Mis esculturas siempre nacen con la misma ilusión: Sumar  imágenes, sensaciones, ideas…al imaginario colectivo respecto al mundo femenino.  En esta ocasión los tótems de animales de poder me conducen por está simbiosis de mundos salvajes.  He elegido está palabra Basatiak/Salvajes para darle título a la serie y así reivindicar lo natural, lo animal, lo oculto de la naturaleza femenina. La Mujer Rana, La Mujer Araña, La Mujer Cabra, La Mujer Pantera y la Mujer Búho vienen a recordarnos el poder que esconde el mundo salvaje que habita en nuestro interior.
Además hemos reservado para la ocasión una de las piezas en blanco para proyectar junto a Xa Goñi un mapping sobre su piel de estuco.","Basatiak","https://www.facebook.com/events/259888774753629/","https://www.facebook.com/events/259888774753629/","2018-06-15T10:00:00-07:00 to 2018-06-15T14:00:00-07:00","null","null","null","https://www.facebook.com/events/259888774753629/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/34581169_1887315737958158_6259090810084524032_o.jpg?_nc_cat=0&oh=a80200111b6d2249f57c840da85b5215&oe=5BC17477"
"1528884970-19","http://www.artssspot.com/barcelona/face-pages-prov/","Enmedio Colectivo","La Virreina Centre de la Imatge","Explorando el Mundo-valla
Del 25 al 30 de junio en La Virreina Centre de l’Imatge.

Taller Gratuito con inscripción previa antes del 17 de junio.
Plazas limitadas. Impartido en inglés.

Estudiaremos el espacio público de la ciudad de Barcelona desde un punto de vista crítico, prestando especial atención a lo que en Enmedio denominamos Mundo-valla, un sistema global dedicado a controlar la movilidad de las personas.

La intención es juntar a un grupo de estudiantes procedentes de la Escuela de Arquitectura de Umeå (Suecia) con artistas, estudiantes y activistas de la ciudad de Barcelona. Su duración es de una semana y contiene sesiones tanto teóricas como prácticas.

El objetivo final del taller es el de diseñar juntos una intervención en el espacio público basada en técnicas procedentes del diseño, el arte, la fotografía y la arquitectura.

Si estás interesada puedes inscribirte aquí: https://elcentrodeenmedio.wufoo.com/forms/ze2yzp30q36mby/

+ info en nuestra web: http://www.enmedio.info/taller-explorando-el-mundo-valla-gratis/

Ven, ponte Enmedio.

*Este taller es el resultado de un proceso de colaboración entre la Universidad de Arquitectura de Umeå y el Centro de Enmedio.

 

Horario (próximamente subiremos la agenda completa)

Lunes 25 junio: 17h-19h Welcome day

Martes 26 junio: 10h a 13.30h

Miércoles 27 junio: 10h a 13.30h y de 15.00h a 18.00h

Jueves: 28 junio: 10h a 13.30h y de 15.00h a 18.00h

Viernes 29 junio: 10h a 13.30h y de 15.00h a 18.00h

Sábado 30 junio: 11h a 14.00h

Domingo 1 de Julio: 12h a 14h Cierre.","Taller Explorando el Mundo-valla (gratis)","https://www.facebook.com/events/2084486468259371/","https://www.facebook.com/events/2084486468259371/","2018-06-25T09:00:00-07:00 to 2018-06-30T12:00:00-07:00","null","null","null","https://www.facebook.com/events/2084486468259371/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/35145953_982282558607078_4479806509278035968_n.jpg?_nc_cat=0&oh=139aab0a12df3819bfa68d94d9cb42ed&oe=5BACAEF1"
"1528884911-15","http://www.artssspot.com/barcelona/face-pages-prov/","Hangar.org","Hangar.org","Aquest nom, Paratext, amaga una programació mensual de presentacions dels artistes residents �a l’Hangar de llarga i curta durada, així com de les residències internacionals, sempre en� dimecres, de 19 h a 21’30h. Diversos artistes presentaran en diferents formats �projectes concrets o parts del seu treball. Les sessions són sempre obertes al públic amb� el propòsit de possibilitar la interacció amb els mateixos artistes.

Presentaran els seus projectes:

Mercedes Mangrané

Partint de certa incomoditat suscitada per l’aparentment dòcil, investiga l’imaginari associat al confort, la privatització de la vida pública i la violència continguda en les narratives de autosuperación, de vegades jugant des de cert to malenconiós que desprèn el tractament pictòric sobre un tema, uns altres des de la mirada documental, tot fent un híbrid entre la ficció i la subjectivitat pròpia de les osques autobiogràfiques.

Birde Vanheerswynghels

Vanheerswynghels és coneguda pels seus impressionants dibuixos a carbó a gran escala de paisatges construïts i exuberants que provenen d’un arxiu mental d’imatges. De petita va veure un gat atropellat per un cotxe i el va fascinar la forma en què es transformava l’animal. En el seu procés de treball recrea aquest trànsit de la figuració a l’abstracció i viceversa a partir de fotografies, principalment polaroids fetes per ella mateixa. Com a base dels seus dibuixos, aquestes polaroids actuen com fragments d’una composició que es converteix en una nova imatge.

Liv Schulman

Ja sigui fictions, pel·lícules, representacions teatrals o diaris, l’obra de Liv Schulman, nascuda i criada a Buenos Aires, se centra en la pràctica de l’escriptura. El llenguatge, sovint promulgat per cossos intercanviables, sembla desviar-se del control fins al punt de difondre i barrejar històries, crear connexions absurdes i donar llum a una visió paranoica i paròdica del món social, basada en l’alienació dels cossos, la devaluació de les identitats i les complexitats del desig de sentit.

Andrea Ganuza

Utilitza la part mes confessional del còmic autobiogràfic per reflexionar entorn de dilemes individuals i col·lectius, confrontant i plantejant preguntes sobre certs patrons sociopolítics establerts. Li interessa el món de l’autoedició i el fanzine per la seva immensitat i la seva insignificança, la seva llibertat i la seva incomoditat, reivindicant la bretxa com el lloc en el qual realment succeeixen les coses.","Paratext n#27 amb Mercedes Mangrané, Birde Vanheerswynghels, Liv","https://www.facebook.com/events/311345632733811/","https://www.facebook.com/events/311345632733811/","2018-06-20T10:00:00-07:00 to 2018-06-20T12:30:00-07:00","null","null","null","https://www.facebook.com/events/311345632733811/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/35144082_1756534041080796_3342111058872500224_n.jpg?_nc_cat=0&oh=f9f561c2c146b07e1e283250147f86d6&oe=5BBEC43F"
"1528884898-14","http://www.artssspot.com/barcelona/face-pages-prov/","Taller de escultura Pablo Bruera.","Taller de escultura Pablo Bruera.","PRESENTACIÓN DEL TALLER DE ESCULTURA.
Realizaremos una clase abierta y gratuita para explicar los contenidos del taller y el modo de funcionamiento. Con algunos ejercicios prácticos tomaremos contacto con la metodología de trabajo.

https://vimeo.com/190937349 

Sobre el taller:

El taller de escultura se divide en una parte teórica, de dibujo y creación de maquetas. Allí estudiaremos los ""fenómenos visuales"", maneras de vincular visualmente diferentes elementos.

Una serie de sonidos se convierte en música cuando se organizan. El oído vincula un sonido con otro y los percibe como un conjunto.

Lo mismo sucede con los ojos y las artes visuales. Cuando dibujamos, pintamos o esculpimos, debemos organizar los elementos plásticos (puntos, lineas, planos, colores) de manera que el ojo los vincule formalmente.

Para esto proponemos una serie de ejercicios que nos llevarán a crear maquetas de cartón.

La otra parte del taller es la técnica. Aprenderemos a utilizar diferentes máquinas y herramientas para la creación de esculturas de metal. Corte por plasma, soldadora de arco, soldadora MIG y TIG, plegadora, curvadora y muchas otras herramientas.

No es necesaria experiencia previa. Cada alumno es tratado de manera individualizada en grupos reducidos. Existen diferentes horarios:

www.pablobruera.com","Clase Abierta y Gratuita/ Free Open Class","https://www.facebook.com/events/178659066132373/","https://www.facebook.com/events/178659066132373/","2018-06-19T10:00:00-07:00 to 2018-06-19T12:00:00-07:00","null","null","null","https://www.facebook.com/events/178659066132373/","https://scontent-mad1-1.xx.fbcdn.net/v/t15.0-10/31168317_601997126839216_3990499173215502336_n.jpg?_nc_cat=0&oh=f18120cadfcf25b6320d1dadca45883e&oe=5BA4B9E5"
