"EVENT NAME","VENUE NAME","ORGANIZER NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"Centcelles en ús","null","Gerard Sierra","06/28/2018","","07/06/2018","",1,"","","https://www.facebook.com/events/2062551447344085/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t15.0-10/s526x296/29783417_10215172947268636_1393247104029163520_n.jpg?_nc_cat=0&oh=97298c51fc20a838bfe7fb1a907a36ab&oe=5BB174FC' width='228' height='182' alt='Centcelles en ús' />Centcelles en ús és un projecte col·laboratiu que presenta la feina de diversos dissenyadors, il·lustradors i creadors, tot partint de l'excusa de provar i jugar amb una nova tipografia en un projecte totalment lliure. Tots els projectes realitzats acaben agrupant-se en forma d'exposició i una publicació que aproparan al públic no només els projectes realitzats per aquesta ocasió, sinó també una presentació de cada participant, de la seva feina i una presentació de la tipografia en el seu estat actual.<br /><br />L'exposició s'inaugurarà el pròxim 28 de juny a les 19.00 h a l'Espai Cultural Eina Barra de Ferro, al carrer de la Barra de Ferro núm. 2 de Barcelona i comptarà amb la selecció musical en directe de DJ Privilegio, nou projecte de CrisCris.<br /><br />Centcelles, és una tipografia realitzada per Gerard Sierra durant el 2017-2018. En el projecte hi han participat: Adrià Batet, Albert Villegas, Aleix Font, Cristina Lavilla, Esther Aguilà, Eva Jolis, Joan Manel Pérez, Lluís Chavarria, Oriol Cabarrocas, Oriol Vlat, Paula Velasco i Queralt Guinart.<br /><br />Organitza: Eina, Centre Universitari de Disseny i Art de Barcelona. Adscrit a la UAB.<br />Col·labora: Winihard Gràfics.</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t15.0-10/s526x296/29783417_10215172947268636_1393247104029163520_n.jpg?_nc_cat=0&oh=97298c51fc20a838bfe7fb1a907a36ab&oe=5BB174FC"
"Opinió Quiral Art amb Joan-Pere Viladecans","Espais Volart","Espais Volart","06/20/2018","","06/20/2018","",1,"","","https://www.facebook.com/events/371422659931560/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q82/p235x350/34640457_1987557717929091_3302409450635132928_n.jpg?_nc_cat=0&oh=a6685cc33636ee8f386486b907ee3e82&oe=5BB4FD0E' width='228' height='182' alt='Opinió Quiral Art amb Joan-Pere Viladecans' />Un diàleg entre el filòsof, escriptor i periodista Josep Ramoneda i l’artista Joan-Pere Viladecans, protagonista de la mostra “Una mirada interior. Una mirada interior?”, una mostra que esquiva els límits establerts entre la ciència, el pensament i l’art amb l’objectiu de formular-nos noves preguntes entorn dels límits entre els diferents conceptes i que es pot visitar als Espais Volart fins al 22 de juliol.<br /><br />Aforament limitat. +info i reserves: https://goo.gl/WGX1e6<br />_<br />Un diálogo entre el filósofo, escritor y periodista Josep Ramoneda y el artista Joan-Pere Viladecans, protagonista de la muestra “Una mirada interior. ¿Una mirada interior?”, una muestra que sortea los límites establecidos entre la ciencia, el pensamiento y el arte con el objetivo de formular nuevas preguntas en torno a los límites entre los diferentes conceptos y que se puede visitar en los Espais Volart hasta el 22 de julio.<br /><br />Aforo limitado. +info y reservas: https://goo.gl/brChrX</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q82/p235x350/34640457_1987557717929091_3302409450635132928_n.jpg?_nc_cat=0&oh=a6685cc33636ee8f386486b907ee3e82&oe=5BB4FD0E"
"Art Lover Solo w/ Llorca, Music by Leo Sol","Federica Desantis","Art Lover Ground","06/21/2018","","06/21/2018","",1,"","","https://www.facebook.com/events/2031281737123645/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/34790627_1405691749531441_266753538216951808_n.jpg?_nc_cat=0&oh=c25f8e49eb6106bdde119e4be34499ba&oe=5BBA1CCE' width='228' height='182' alt='Art Lover Solo w/ Llorca, Music by Leo Sol' />Every month Art Lover Ground introduces you to the most talented artists who took part to its main event in Barcelona, Madrid and London! This June we will receive the painter and illustrator Andreu Llorca<br /><br />Join us on Thursday, 21st of June from 6PM to 10PM at H2O Fashion Store (C/ Sombreres, 15 08003 - Barcelona) for the Vernissage with the artist and enjoy a live DJ Set by the artist Leo Sol.<br /><br />Address: H2O Store - C/ Sombreres, 15 08003 - Barcelona<br />When? Thursday, 21st of June from 6PM<br /><br />Sponsored by: Kopparberg <br /><br />(Free Entrance)<br /><br /><br />▼ ▼ ▼ Music by Leo Soll ▼ ▼<br /><br />Film, Video, Music and Design are the keys of Leo's talent. Born and based in Barcelona, after participating to various Art Lover Ground, Leo has selected the best tracks for this Art Lover Solo! <br /><br />▼ ▼ ▼ Artist: Andreu Llorca ▼ ▼ ▼<br /><br />Born in Barcelona where the sea and its breeze has always made him stay a bit in the cloud. He is a nurse and an artist, who does art as he believes that it can heal souls.<br /> <br />On this occasion he will present a series of hands that he has encountered in his environment... ''Special hands''<br /><br />▼ ▼ ▼ Venue: H2O Store ▼ ▼ ▼<br /><br />Founded in January 2018 by 2 French entrepreneurs, H2O Store is a concept store selling clothing, accessories and home décor for creative and free minds. Located in the heart of El Born.<br /><br />▼ ▼ ▼ Sponsor: Kopparberg ▼ ▼ ▼<br /><br />Kopparberg Cider is a refreshing alcoholic drink traditionally made from the fermentation of apples or pears. To that we add the finest soft water, locally sourced in the town of Kopparberg, Sweden. Kopparberg Cider is best enjoyed over mountains of ice in a large glass. No matter where you are.<br /><br />Alcoholic beverages may only be served to people who are 18 or older. <br /><br />For further information, contact us at info@artloverground.com</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/34790627_1405691749531441_266753538216951808_n.jpg?_nc_cat=0&oh=c25f8e49eb6106bdde119e4be34499ba&oe=5BBA1CCE"
"Dins del bosc. Inauguració","El quadern robat","El quadern robat","06/13/2018","","06/13/2018","",1,"","","https://www.facebook.com/events/216914882451550/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q87/p235x350/34756383_1565448646918102_2651634129044504576_n.jpg?_nc_cat=0&oh=081dc00e7f8937ca37529e611d620232&oe=5BB8FF1C' width='228' height='182' alt='Dins del bosc. Inauguració' />La idea del bosc ha estat representada des de molts punts de vista, sovint metafòrics i sempre carregats de poesia. En aquesta exposició, sis fotògrafs ens mostres els seus punts de vista:  Israel Ariño, Jordi Casañas, Bernat Gasull, Oriol Jolonch, Laia Moreto i Fiona Morrison.<br /><br />La idea del bosque ha sido representada desde muchos puntos de vista, a menudo metafóricos, y siempre cargados de poesía. En esta exposición, seis fotógrafos nos muestran sus puntos de vista: Israel Ariño, Jordi Casañas, Bernat Gasull, Oriol Jolonch, Laia Moreto y Fiona Morrison.</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q87/p235x350/34756383_1565448646918102_2651634129044504576_n.jpg?_nc_cat=0&oh=081dc00e7f8937ca37529e611d620232&oe=5BB8FF1C"
"IN Between Parties - Entre festes - Exhibition, soul & food","L'Atelier de Pilar Güell","Nathan Daisy","06/14/2018","","06/16/2018","",1,"","","https://www.facebook.com/events/460908974337370/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/34178535_10156478026636563_8962524834584068096_n.jpg?_nc_cat=0&oh=df60612256c9cf8b4d4b649062ca9326&oe=5BAEE57D' width='228' height='182' alt='IN Between Parties - Entre festes - Exhibition, soul & food' />PHOTO EXHIBITION<br />with Ari Seg, Nathan Daisy, Mark Luscombe Whyte, Charlotte Yonga<br />PEAK TIME : 14 & 15 JUNE - 17:00-00:00<br />LIVE<br />Steve Smyth / Dj Pone (14th June)<br />Alina Pash / Balda (15th June)<br />(Open Turntables)<br /><br />EXPOSICIÓ DE FOTO<br />amb Ari Seg, Nathan Daisy, Mark Luscombe Whyte, Charlotte Yonga<br />INAUGURACIÓ:  14 i 15 de Juny - 17:00-00:00<br />EN DIRECTE<br />Steve Smyth / Dj Pone (14 de Juny)<br />Alina Pash / Balda (15 de Juny)<br />(Open Turntables)</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/34178535_10156478026636563_8962524834584068096_n.jpg?_nc_cat=0&oh=df60612256c9cf8b4d4b649062ca9326&oe=5BAEE57D"
"Taller de Motion Graphics","telenoika","telenoika","06/12/2018","","06/14/2018","",1,"","","https://www.facebook.com/events/133931870800499/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/32484684_1714298811989448_9212035324648095744_n.jpg?_nc_cat=0&oh=ac2eb0cfb905e2465bca903ce6993b48&oe=5BBA77EF' width='228' height='182' alt='Taller de Motion Graphics' />TALLER MOTION GRAPHICS<br />Inscripció: Oberta<br />Preu: 50 €<br />Fechas: Del 12 al 14 de Junio<br />Horario: De 17:00 a 20:00 H<br />Lugar: Sant Pau 58, bajos, Barcelona<br />Idioma: Castellano<br /><br />Cada vez más, la gráfica en movimiento está presente en las pantallas de nuestros ordenadores, smartphones y tabletas, en el cine y la TV, en la publicidad que vemos en las calles y otros los espacios de uso público, este taller pretende ofrecer un panorama técnico de la utilización de After Effects como herramienta de creación de motiongraphics<br /><br />Destinatarios:Taller de iniciación en motion graphics dirigido a cualquier interesado en incorporar animación digital dentro de sus propuestas profesionales. No se requiere experiencia previa<br /><br />Objetivos: Conocer el funcionamiento general de After Effects así como la utilización de plugins y efectos para la elaboración de animaciones digitales en distintos formatos.<br /><br />Contenido<br />MODUDO 1 Entorno en After Effects<br />• El espacio de trabajo (Interface) y su configuración<br />• Relación entre el proyecto y los archivos<br />• Configuración de inicio de una composición<br />• Uso de la ventana de proyecto<br />• Estructura interna de carpetas y almacenamiento<br />• Copias de seguridad de los proyectos<br />MODULO 2 conceptos<br />• Principios clásicos de la animación<br />MODULO 3 Animación I<br />• Importar archivos<br />• Organización de archivos y capas<br />• Utilización de keyframes<br />• Utilización de mascaras<br />MODULO 4 Animación II<br />• Capa de forma y animaciones<br />• Organización de archivos y capas<br />• Utilización de keyframes<br />• Utilización de mascaras<br />• Animación de tipografía<br />MODULO 4 Animación III<br />• Efectos<br />• Plugis<br />• Formatos de exportación<br />MODULO 4 Animación III<br />• 3D<br />• Iluminación<br />• Utilización de cámaras<br /><br /><br />Biografía del tallerista<br />Alvaro Muñozledo<br />Creativo audiovisual.www.mappingworld-lab.com<br /><br />Master en artes digitales por la Universitat Pompeu Fabra de Barcelona y licenciado en comunicación audiovisual por la Universidad Del Claustro de sor Juana de México.<br />Su trabajo artístico incluye piezas audiovisuales en distintos formatos, reciclaje de tecnología, desarrollo de sistemas de interacción y colaboraciones con otros artistas.<br />Ha participado en distintas colectivas en México en recintos como; Museo Carrillo Gil, Museo Ex Teresa Arte Actual, Laboratorio Arte Alameda, Museo experimental Eco, Centro Multimedia CENART y Centro Cultural España. Ha participado en festivales como; LPM (Roma/México), SpaceVjMeeting (Polonia), VJ fest (Estambul), Festival Mediarte (Monterrey), Robot Festival (Bolonia), Festival Play (Barcelona), Mutek_ESP (Barcelona), Festival de video mapping en Pescara (Italia), Festival Internacional de Mapping en Gerona (España) en donde obtuvo el segundo lugar.<br />Fue residente artístico del MAC (Museo de Arte Contemporáneo Gas Natural Fenosa) De Coruña. Residente artístico en Laboratorio Symbolon en Barcelona. Actualmente forma parte de la mesa directiva de EX asociación de arte experimental y es coordinador de Industrias Creativas de Red de Talentos, en Barcelona.<br /><br /><br />Inscripcions/ register:<br />http://www.telenoika.net/tallers-2018<br /><br />Links: http://mappingworld-lab.com/</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/32484684_1714298811989448_9212035324648095744_n.jpg?_nc_cat=0&oh=ac2eb0cfb905e2465bca903ce6993b48&oe=5BBA77EF"
"Alberto Leon","SPACE","SPACE","06/22/2018","","06/22/2018","",1,"","","https://www.facebook.com/events/913412075507648/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/34587954_589708578064542_4861453862931791872_n.jpg?_nc_cat=0&oh=6dbb98f4ce44d4de1e5dd20545aafe55&oe=5BAAF8AB' width='228' height='182' alt='Alberto Leon' />Very pleased to announce our new exhibition starting on june 23 to july 20 with Alberto Leon.<br />OPENING ON FRIDAY JUNE 22 AT 19H30<br />Muy contentos de anunciar nuestra nueva exposición que comienza el 23 de junio al 20 de julio con Alberto León.<br />INAUGURACION VIERNES 22 DE JUNIO A LAS 19H30</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p235x350/34587954_589708578064542_4861453862931791872_n.jpg?_nc_cat=0&oh=6dbb98f4ce44d4de1e5dd20545aafe55&oe=5BAAF8AB"
"Nadie es ilegal Expo colectiva","NauART- Comunidad de artistas","Poblenou Crea","06/22/2018","","06/22/2018","",1,"","","https://www.facebook.com/events/2090122287913801/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/34699180_1712060022243038_7695589115252703232_n.jpg?_nc_cat=0&oh=5cc8e4ad35aac43ba946471924e86e6e&oe=5B7A6FD1' width='228' height='182' alt='Nadie es ilegal Expo colectiva' />BASES:<br />Temática seleccionada alrededor de la exclusión social en toda su amplitud de su concepto.<br />Disciplinas convocadas: Pintura, escultura, fotografía, grabado,instalación .<br />Precio máximo de las obras 300 eur.<br />Interesados enviar mail antes del 17.06.18 a: clubnauart@gmail.com  adjuntando foto, titulo, precio, nombre y apellidos, link web o blog i móvil de contacto.<br /> <br />Inscripción gratuita.<br />Cada participante adquirirá 6 números del sorteo a 5 eur cada uno para recolocar entre sus contactos. Espacio disponible 100x100 cm<br />Al final del dia de la inauguración se sorteará en la misma Galería una obra entre las expuestas que seleccionará libremente el beneficiario del número agraciado en el sorteo entre las obras expuestas.<br />El artista autor de la obra seleccionada no recibirá contraprestación económica alguna por esta donación a la Entidad benéfica Esperanza y a cambio será promocionada su obra en la Revista de arte Artepoli en una de sus ediciones del 2018.<br />El importe en euros de esta obra seleccionada será entregado íntegramente a la asociación Esperanza dedicada a la recogida y distribución de los alimentos entre los más desfavorecidos.<br />Así mismo el 20% del importe de las ventas será destinado a esta asociación y el 80% restante entregado a los artistas.<br />El número premiado será publicado en la web,  en caso de no estar en la sala ese día podrá reclamar la obra mientras dure la exposición, en caso contrario Nauart entregará igualmente 300 eur a la asociación.</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/34699180_1712060022243038_7695589115252703232_n.jpg?_nc_cat=0&oh=5cc8e4ad35aac43ba946471924e86e6e&oe=5B7A6FD1"
"Adhacking: Piratería Publicitaria (cómo trollear anuncios)","Ateneu La Base","AutoEnganys","06/16/2018","","06/16/2018","",1,"","","https://www.facebook.com/events/320570378475649/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/34796240_2194475000781344_4100572171330387968_n.jpg?_nc_cat=0&oh=3eb55df42de2d097f8d87174d6b618e8&oe=5B77D35B' width='228' height='182' alt='Adhacking: Piratería Publicitaria (cómo trollear anuncios)' />Pasa a la acción con la pirateria públicitaria!<br /><br />La gente del colectivo AutoEnganys está convencida de que...<br /><br />1. La publicidad llena tu cabeza de mierda. Es una forma de contaminación visual y psicológica<br />2. Quitar/reemplazar/alterar anuncios no es vandalismo. Es una reivindicación por la salud pública y es legal y moralmente defendible<br />3. Los habitantes de la ciudad deberíamos ser sujetos activos que participen de su entorno y no meros espectadores<br />4. El espacio urbano y el ámbito visual es de todos y nadie debería privatizarlo<br />5. La publicidad a pie de calle puede y debe estar prohibida.<br />Sao Paulo lo hizo en 2006 y Grenoble en 2015<br />6. Mientras no sea así, creemos lícito usar el arte para reapropiarnos y sabotear la invasión comercial de nuestros espacios de vida<br /><br />... y es por ello que:<br /><br />Invitamos a todo el mundo a participar en un taller en el que se hablará de #subvertising y #pirateríapublicitaria , conoceremos su historia y quiénes comenzaron este tipo de activismo y luego compartiremos técnicas, trucos y métodos para trollear esos molestos mensajes que cada día se infiltran en nuestra cabeza y nos roban espacio en nuestros barrios.<br /><br />Aprende a usar tu creatividad para combatir la  #Invasióndelespaciourbano</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/34796240_2194475000781344_4100572171330387968_n.jpg?_nc_cat=0&oh=3eb55df42de2d097f8d87174d6b618e8&oe=5B77D35B"
"Reality Exchange (Barcelona / Berlin) - Fifty Dots + FK-Galerie","Fifty Dots Gallery","F.K.Kollektiv - FotoKlub Kollektiv","06/22/2018","","06/24/2018","",1,"","","https://www.facebook.com/events/371625363326368/",1,1,"<p><img src='http://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q87/p526x296/34492570_2182942098618400_651788779253661696_n.jpg?_nc_cat=0&oh=01da71dbe19003526fdf249a47282b32&oe=5B79172F' width='228' height='182' alt='Reality Exchange (Barcelona / Berlin) - Fifty Dots + FK-Galerie' />Fifydots exchanges realities with FK-Kollektiv (Berlin)<br /><br />Six photographers from the FK-Kollektiv in Berlin will be invited to exhibit in our gallery in Barcelona and five Photographers represented by our Gallery will exhibit at FK-Galerie. <br /><br />This exchange will begin during 48 Stunden Neukölln (Berlin Art Festival). <br /><br />Inspired by 48 hours’ theme of the year: “New Realities” we explore the parellel and divergent perspectives of photographers; portraits, art based street photography and conceptual photography as it shown here and in our sister city. <br /><br />We curate an exhibition looking at the connection between emotion, memory and location- Looking at the way reality can be ‘altered’ - “New Realities” emerge through the creation of the photograph itself. The photographers selected all photograph environment as it can be imagined, anticipating its transformation into memory. The photograph of place becomes more of a memory than the experience itself. <br /><br />Photographers that Participate in Barcelona (Members of FKK): <br /><br />Catherine Bruce<br />Esteban Hóvelin<br />Vitalis Neufeld<br />Zack Helwa<br />Stephanie Ballantine<br />Merve Terzi<br /><br /><br />Photographers that Participate in Berlin (represented by FiftyDots)<br /><br />César Ordóñez<br />Irene Cruz<br />Dani G. Sarabia<br />Alex Llovet<br />Eugeni Gay</p>","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/q87/p526x296/34492570_2182942098618400_651788779253661696_n.jpg?_nc_cat=0&oh=01da71dbe19003526fdf249a47282b32&oe=5B79172F"
