web-scraper-order,web-scraper-start-url,event_organizer,event_venue,event_text,event_title,event_link,event_link-href,event_facebooktime,event_maplink__1,event_cost__,event_category__,event_id,event_image-src
"1537540847-6","https://www.artssspot.com/barcelona/face-pages-prov/","Can Allà","Can Allà","El taller es un proyecto itinerante que viaja por latinoamerica hasta aterrizar en Barcelona, por primera vez en las Europas conectando con espacios y tiempos, y como el tiempo es finito, solo estará por unos pocos días en esta casa amiga y aliada Can Alla que lo recibe aun antes de su re - inauguración.
Compartiremos dos jornadas de encuadernación dónde realizaremos un cuaderno con la técnica de la Puntada Ojal. Vamos a aprender además nociones básicas de la encuadernación que se aplican a todo el oficio, el uso de las herramientas, elección de materiales, criterios de diseño, terminaciones etc, al finalizar compartiremos un aperitivo reparador y cada participante se llevará su trabajo terminado, un apunte digital y la enorme alegria de hacer algo con nuestras manos y encontrarnos a crear con otras personas.

Breve CV:
Julieta Reyes es artista y encuadernadora latinoamericana, se formó con diferentes maestras en el oficio y desde hace 5 años lleva adelante Espacios Cosidos, su taller de encuadernación artesanal con el que viaja por distintas ciudades, pueblos y paises.
Realiza además trabajos en encuadernación con diferentes técnicas y propuestas, comparte taller con otras artistas visuales y editoriales independientes, y continúa en permanente formación.","Taller de encuadernación artesanal","https://www.facebook.com/events/282629469129957/","https://www.facebook.com/events/282629469129957/","2018-10-03T10:00:00-07:00 to 2018-10-04T13:00:00-07:00","null","null","null","https://www.facebook.com/events/282629469129957/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/42045351_1344510595684553_3492281828713168896_n.jpg?_nc_cat=0&oh=a87a9db73095d412328dddc63e4a3b9e&oe=5C24816F"
"1537540785-1","https://www.artssspot.com/barcelona/face-pages-prov/","Museu Nacional d'Art de Catalunya","Museu Nacional d'Art de Catalunya","","La Mercè 2018, portes obertes","https://www.facebook.com/events/708790019476667/","https://www.facebook.com/events/708790019476667/","2018-09-24T01:00:00-07:00 to 2018-09-24T06:00:00-07:00","null","null","null","https://www.facebook.com/events/708790019476667/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/s720x720/42227401_10156505770539435_7070999470531411968_o.jpg?_nc_cat=0&oh=801ef32b7c3738ae849dfc2cb314a3f5&oe=5C2D8E01"
"1537540824-4","https://www.artssspot.com/barcelona/face-pages-prov/","Jordi Garrido","null","Per quart any, el Districte Cultural de L’Hospitalet torna a participar al Barcelona Gallery Weekend, un cap de setmana llarg ple d'exposicions, xerrades, instal·lacions i visites als principals espais, galeries i tallers artístics de L'Hospitalet. 

El programa inclou una visita guiada a les principals exposicions del Gallery Weekend de l'Edifici Isaac Peral i la Fàbrica Akroll, organitzades pel crític d'art Jordi Garrido .
La trobada serà el dissabte 29 a les 11 a davant de l'edifici Isaac Peral (c/Isaac Peral, 7)
(reserva prèvia gratuïta: info@lhdistrictecultural.cat)

Podeu consultar el programa d'activitats a la pàgina oficial del BCN Gallery Weekend: www.barcelonagalleryweekend.com/programa/

 o a la pàgina web del Districte Cultural: www.lhdistrictecultural.cat/barcelona-gallery-weekend-a-lhospitalet/","Visita guiada Edifici Isaac Peral + Akroll","https://www.facebook.com/events/809449229255964/","https://www.facebook.com/events/809449229255964/","2018-09-29T02:00:00-07:00 to 2018-09-29T05:00:00-07:00","null","null","null","https://www.facebook.com/events/809449229255964/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/42186142_530811570700381_3933247877635112960_n.jpg?_nc_cat=0&oh=8b2a92ade9fccc7955f284951ad0d5c8&oe=5C5EE7F9"
"1537540829-5","https://www.artssspot.com/barcelona/face-pages-prov/","Blueproject Foundation","Museu Etnològic i de Cultures del Món","[ESP]
CONFERENCIA DE ERNESTO NETO
Y PRESENTACIÓN DEL CATÁLOGO
--> 29.09.2018 a las 12h
Con motivo de su quinto aniversario, la Blueproject Foundation presenta el catálogo de una de sus exposiciones recientes más importantes, “Um dia todos fomos peixes”, con la presencia del artista, Ernesto Neto, quien nos brindará una charla sobre su obra. La presentación será el sábado 29 de septiembre de 2018, a las 12h, en el Museu Etnològic i de Cultures del Món, situado próximo a la fundación, en la calle Montcada 12 (aforo limitado). Este acto se enmarca en la programación especial de aniversario de la fundación y en el programa del Barcelona Gallery Weekend, que se celebra del 26 al 30 de septiembre.

El catálogo cuenta con una entrevista en profundidad al artista sobre el proceso creativo de la instalación site-specific “Um dia todos fomos peixes”, que Neto creó para Il Salotto, así como textos de Laura Olea López y Raphael Fonseca.

[CAT]
CONFERÈNCIA D'ERNESTO NETO
I PRESENTACIÓ DEL CATÀLEG
--> 29.09.2018 a les 12h
Amb motiu del seu cinquè aniversari, la Blueproject Foundation presenta el catàleg d'una de les seves exposicions recents més importants, ""Um dia tots fomos peixes"", amb la presència de l'artista, Ernesto Neto, qui ens brindarà una xerrada sobre la seva obra. La presentació serà el dissabte 29 de setembre de 2018, a les 12h, al Museu Etnològic i de Cultures del Món, situat a prop de la fundació, al carrer Montcada 12 (aforament limitat). Aquest acte s'emmarca en la programació especial d'aniversari de la fundació i en el programa del Barcelona Gallery Weekend, que se celebra del 26 al 30 de setembre.

El catàleg compta amb una entrevista en profunditat a l'artista sobre el procés creatiu de la instal·lació site-specific ""Um dia tots fomos peixes"", que Neto va crear per a Il Salotto, així com textos de Laura Olea López i Raphael Fonseca.

[ENG]
TALK BY ERNESTO NETO
AND PRESENTATION OF THE CATALOGUE
--> 29.09.2018 at 12pm 
On the occasion of its fifth anniversary, the Blueproject Foundation presents the catalogue of one of its most important recent exhibitions, “Um dia todos fomos peixes”, counting with the presence of the artist, Ernesto Neto, who will give a talk about his work.

The presentation will take place on Saturday September 29 2018 at 12pm in the Museu Etnològic i de Cultures de Món, located close to the foundation, in Carrer Montcada 12 (limited seats). This event is part of the foundation’s special anniversary programme and is scheduled within the frame of the Barcelona Gallery Weekend, which takes place from September 26 to 30.

The catalogue includes an in-depth interview to Ernesto Neto about the creative process behind the site-specific installation “Um dia todos fomos peixes”, which Neto created for Il Salotto, and texts by Laura Olea López and Raphael Fonseca.","Conferencia de Ernesto Neto y presentación del catálogo","https://www.facebook.com/events/297746327710420/","https://www.facebook.com/events/297746327710420/","2018-09-29T03:00:00-07:00 to 2018-09-29T05:30:00-07:00","null","null","null","https://www.facebook.com/events/297746327710420/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/42393933_2227572150795712_7703514210382118912_n.jpg?_nc_cat=0&oh=652123fc4e4eadba13c2cf1328d476ce&oe=5C2A0580"
"1537540886-10","https://www.artssspot.com/barcelona/face-pages-prov/","Mutuo Galeria","Mutuo Galeria","Martin Del Litto nos prestenta dos de las últimas series en las que viene trabajando: Curvas y Relieves efímeros. Ambas influenciadas por su trayectoria en el mundo de la música experimental, arte sonoro, la improvisación y la música electrónica ambiental. 

Serie: Curvas
Serie de composiciones minimalistas donde explora la utilización de las lineas curvas que trascienden la bidimensionalidad del lienzo. Generando formas ondulantes que alteran nuestra percepción y transmiten la armonía de lo que se transforma gradualmente.

Serie: Relieves efimeros
El objeto principal de esta serie es la luz. Del mismo modo que la luz se deposita sobre la materia y sus relieves, filtrándose por sus esquinas, haciendo que las áreas que más la enfrentan brillen y generando sombras donde no llega, trato de emular los rayos
luminosos con ""rayos"" de pintura proyectada, dejando la huella impresa del estado efímero de ciertos materiales maleables, en este caso el polietileno, que puede pasar de relieves muy irregulares a ser completamente plano.

Inauguración: Jueves 4 de Octubre 2018 / 19.30hrs
Visita la expo hasta el 27 de Octubre 2018.","Curvas & Relieves Efímeros, by Martin Del Litto","https://www.facebook.com/events/492258481291906/","https://www.facebook.com/events/492258481291906/","2018-10-04T10:30:00-07:00 to 2018-10-04T13:00:00-07:00","null","null","null","https://www.facebook.com/events/492258481291906/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/42245227_2278514002191269_3643227543798022144_n.jpg?_nc_cat=0&oh=32dd4cd0ef526faefa63c04637fe8853&oe=5C5EC457"
"1537540868-8","https://www.artssspot.com/barcelona/face-pages-prov/","La Plataforma","La Plataforma","cast. Arrancamos la temporada con ""De amores y dolores"", la primera exposición individual del ilustrador Daniel Páez Fernández. Así como el amor puede ser una de las  fuerzas creativas más inspiradoras, también lo puede ser su otra cara: el desamor. En esta delgada línea que separa un corazón feliz de uno roto se encuentra Daniel, quien presenta una serie de ilustraciones que parten de lo agridulce y que están fuertemente influenciadas por el cine y la literatura, sus otras dos grandes pasiones. Durante la inauguración, Daniel estará en la galería, así que no te pierdas la oportunidad de conocer más en profundidad tanto a su trabajo como a él. Y todo esto, ¡con una birra en la mano! Te esperamos.

cat. Arranquem la temporada amb ""De amores y dolores"", la primera exposició individual de l'il·lustrador Daniel Páez Fernández. Així com l'amor pot ser una de les forces creatives més inspiradores, també ho pot ser l'altra cara: el desamor. En aquesta fina línia que separa un cor feliç d'un altre de trencat es troba l'artista, qui presenta una sèrie d'il·lustracions que parteixen de l'agredolç i que estan fortament influenciades pel cinema i la literatura, les seves dues altres grans passions. A la inauguració, Daniel Páez serà a la galeria, així que no et perdis l'oportunitat de conèixer el seu treball i a ell més a fons. I tot això, amb una cervesa a la mà! T'hi esperem.

eng. We start the season with ""De amores y dolores"", the first solo show by illustrator Daniel Páez Fernández. If love can be one of the most powerful creative forces, so can be the other side of the coin: heartbreak. In this fine line that separates a joyful heart from a broken one, one finds Daniel, who's presenting a series of illustrations that take bittersweetness as their starting point and that are heavily influenced by cinema and literature, his two other major passions. On the inauguration, Daniel will be in the gallery, so don't miss the opportunity to get to know him and his work better. All that, with a beer in hand! Don't miss it.","Inauguración ""De amores y dolores"", de Daniel Páez Fernández","https://www.facebook.com/events/236733663664159/","https://www.facebook.com/events/236733663664159/","2018-10-04T10:30:00-07:00 to 2018-10-04T13:30:00-07:00","null","null","null","https://www.facebook.com/events/236733663664159/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s640x640/41970977_2630007983691466_7634614572652953600_n.jpg?_nc_cat=0&oh=967b3c5a1d01993eec9bb2f7218fa601&oe=5C19FF70"
"1537540801-2","https://www.artssspot.com/barcelona/face-pages-prov/","Ateneu del Raval","Ateneu del Raval","Exposición del Taller de Collages dirigido al proyecto Metzineres: Entornos de Protección para mujeres que usan drogas sobreviviendo a violencias. Durante 5 meses se realizó en el Ateneu del Raval este precioso taller de collages impartido por la artista y cineasta Antonia Rossi, quien también es parte del Labideas - Coworking Social del Ateneu del Raval. Durante este tiempo las mujeres que participaron desarrollaron escenas de sus imaginarios, a través de materiales reciclados,  con resultados sorprendentes y hermosos. Te invitamos el Jueves 27 de Septiembre a las 1930 hrs en el Ateneu del Raval. Entrada liberada.","Expo Taller Collages Metzineres","https://www.facebook.com/events/321477908402823/","https://www.facebook.com/events/321477908402823/","2018-09-27T10:30:00-07:00 to 2018-09-27T12:30:00-07:00","null","null","null","https://www.facebook.com/events/321477908402823/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/42153771_1847255005388355_2888377386439540736_n.jpg?_nc_cat=0&oh=c6e21db0a47f59448e0e0d6047b476a5&oe=5C19C2D7"
"1537540910-13","https://www.artssspot.com/barcelona/face-pages-prov/","Centre d'Art Tecla Sala","Centre d'Art Tecla Sala","Za! és un duo català que fa concerts a partir de la improvisació dirigida amb signes visuals. A l'OUT.SIDE d'enguany, presentaran un taller a l'Escola Municipal de Música - Centre de les Arts de l'Hospitalet (EMMCA), on treballaran amb els estudiants el seu particular sistema de signes que els permet improvisar col•lectivament. Els resultats d'aquest taller es presentaran en directe dins del marc del cicle, el dissabte 20 d'octubre.

ENTRADA LLIURE
-
[ESP] Za! es un dúo catalán que hace conciertos a partir de la improvisación dirigida con signos visuales. En el OUT.SIDE de este año, presentaran un taller en la Escuela Municipal de Música - Centre de les Artes de l'Hospitalet (EMMCA), donde trabajarán con los estudiantes  su particular sistema de signos que les permite improvisar colectivamente. Los resultados de este taller se presentarán en directo dentro del marco del ciclo, el sábado 20 de octubre.

ENTRADA LIBRE
-
Més info: teclasala.net | #expoteclasala #cicleOutSide","Out.Side | Concert de ZA! + EMMCA","https://www.facebook.com/events/440696543099286/","https://www.facebook.com/events/440696543099286/","2018-10-20T10:00:00-07:00 to 2018-10-20T12:30:00-07:00","null","null","null","https://www.facebook.com/events/440696543099286/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/38651737_2162660017311586_5178884656577118208_n.jpg?_nc_cat=0&oh=112b4486d158d052d2e7c95346baf180&oe=5C622FCB"
"1537540851-7","https://www.artssspot.com/barcelona/face-pages-prov/","La Bombilla","La Bombilla","La Bombilla w/ Random Lovers

Opening Exhibition of Random Lovers on Thursday, 4th of October from 7PM at La Bombilla 💥

We can't wait for the vernissage and live painting from the Venezuelan artist based now in Barcelona RANDOM LOVERS!

Every month one artist will be the protagonist of one of the coolest bar in the trendy Sant'Antoni area .

This month we will welcome the Venezuelan artist based now in Barcelona RANDOM LOVERS who will be pleased to present his colourful illustration collection and make a live painting during the opening of her exhibition!

About the artist and his project: Anna Gabriella Herrera Caverzan [Random Lovers]

Creative, passionate and fun, these are the three words to describe Anna and her oeuvre. Her artistic proposal is highly attached to the constant creation and exploration of different techniques. Art is to Anna a constant research of inspiration and creativity, what makes her artistic production composed by different techniques and forms of expression; from publicity styling, design and even fashion, Anna Herrera´s pieces hold a wide range of technical possibilities.

Come and discover it at La Bombilla!

FREE ENTRANCE","La Bombilla w/ Random Lovers- Vernissage & Live Painting","https://www.facebook.com/events/334052034086163/","https://www.facebook.com/events/334052034086163/","2018-10-04T10:00:00-07:00 to 2018-10-04T13:00:00-07:00","null","null","null","https://www.facebook.com/events/334052034086163/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/s526x296/42209407_723902344615974_3997303604003209216_n.jpg?_nc_cat=0&oh=81c01efd19109ff55ccd8b56501e5925&oe=5C340AAF"
"1537540804-3","https://www.artssspot.com/barcelona/face-pages-prov/","La Perversa","La Perversa","null","Taller de Iniciación al Revelado y Positivado","https://www.facebook.com/events/1719057221556001/","https://www.facebook.com/events/1719057221556001/","2018-09-29T01:00:00-07:00 to 2018-09-30T05:00:00-07:00","null","null","null","https://www.facebook.com/events/1719057221556001/","https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-0/p526x296/42246983_1956681594628996_8013854850540371968_n.jpg?_nc_cat=0&oh=8df136d9b96de2260165168366413962&oe=5C166F5D"
